StructID;ClusterID;ClosestToCenter;Energy;LowEne;AptaMat;Bp;MfeDist;Probability;Structure
1771;1;0;-6.045;0;0.00;14;21.00;0.000049;..((...))......(((.(.........).)))..............(((..(((((...)))))..))).....
1774;1;0;-6.045;0;0.00;10;8.00;0.000049;........(((................)))..................(((..((((.....))))..))).....
1780;1;0;-6.047;0;0.00;13;9.00;0.000049;.......((((.(.............)))))..(.....)........(((..((((.....))))..))).....
1782;1;0;-6.039;0;0.00;15;10.00;0.000048;....((.((((..(...........).))))..)).............(((..(((((...)))))..))).....
1790;1;0;-6.043;0;0.00;12;8.00;0.000048;.......(((..................)))..(......).......(((..(((((...)))))..))).....
1804;1;0;-6.034;0;0.00;12;7.00;0.000048;.......((((................)))).........(....)...((..(((((...)))))..))......
1817;1;0;-6.031;0;0.00;15;6.00;0.000048;....((.((((................))))..))....(.....)..(((..(((((...)))))..))).....
1821;1;0;-6.025;0;0.00;13;9.00;0.000047;.......((((..(..........)..)))).......(....)....(((..((((.....))))..))).....
1881;1;0;-6.005;0;0.00;13;6.00;0.000045;.......((((........(.....).)))).................(((..(((((...)))))..))).....
1901;1;0;-5.997;0;0.00;13;9.00;0.000045;.......((((..(..........)..))))..........(....).(((..((((.....))))..))).....
1903;1;0;-5.999;0;0.00;15;9.00;0.000045;.......((((..(..........)..)))).............((..(((..(((((...)))))..)))))...
1913;1;0;-5.994;0;0.00;9;15.00;0.000045;.........((...............))....................(((..((((.....))))..))).....
1920;1;0;-5.996;0;0.00;11;15.00;0.000045;.........((..........)).....(....)..............(((..(((((...)))))..))).....
1925;1;0;-5.990;0;0.00;14;7.00;0.000044;.......((((...(........)...))))..(.....)........(((..(((((...)))))..))).....
1927;1;0;-5.990;0;0.00;15;9.00;0.000044;....((.((((................))))..))...(....)....(((..(((((...)))))..))).....
1952;1;0;-5.984;0;0.00;14;8.00;0.000044;.......((((.(.(.......)...))))).................(((..(((((...)))))..))).....
1963;1;0;-5.980;0;0.00;11;15.00;0.000044;.........((..........))....(.....)..............(((..(((((...)))))..))).....
1971;1;0;-5.976;0;0.00;14;8.00;0.000043;.......((((.(.............)))))..(.......)......(((..(((((...)))))..))).....
1986;1;0;-5.965;0;0.00;14;7.00;0.000043;.......((((...(........)...)))).........(.....).(((..(((((...)))))..))).....
1988;1;0;-5.966;0;0.00;11;9.00;0.000043;.......((((................)))).........(.....)..((..((((.....))))..))......
1999;1;0;-5.968;0;0.00;14;8.00;0.000043;.......((((........((...)).)))).................(((..(((((...)))))..))).....
2007;1;0;-5.962;0;0.00;15;9.00;0.000042;....((.((((................))))..))......(....).(((..(((((...)))))..))).....
2009;1;0;-5.963;0;0.00;14;7.00;0.000042;.......((((................))))..(......).....(.(((..(((((...)))))..)))...).
2046;1;0;-5.951;0;0.00;14;8.00;0.000042;.......((((..(..........)..))))..(..........)...(((..(((((...)))))..))).....
2071;1;0;-5.944;0;0.00;15;10.00;0.000041;.......((((..((........))..))))..(..........)...(((..(((((...)))))..))).....
2085;1;0;-5.939;0;0.00;15;10.00;0.000041;....((.((((.(..........)...))))..)).............(((..(((((...)))))..))).....
2105;1;0;-5.930;0;0.00;14;7.00;0.000040;.....(.((((................))))..).......(...)..(((..(((((...)))))..))).....
2107;1;0;-5.931;0;0.00;11;16.00;0.000040;.........((.........))....(......)..............(((..(((((...)))))..))).....
2111;1;0;-5.934;0;0.00;14;8.00;0.000040;.......((((..(...........).))))..(......).......(((..(((((...)))))..))).....
2124;1;0;-5.924;0;0.00;14;8.00;0.000040;.......((((..(.(........)).)))).................(((..(((((...)))))..))).....
2129;1;0;-5.925;0;0.00;14;8.00;0.000040;.......((((..((.....)...)..)))).................(((..(((((...)))))..))).....
2154;1;0;-5.917;0;0.00;14;8.00;0.000039;.......((((..(..........)..))))............(....(((..(((((...)))))..)))...).
2174;1;0;-5.908;0;0.00;13;6.00;0.000039;.......((((................))))...........(.....(((..(((((...)))))..))).)...
2196;1;0;-5.905;0;0.00;11;10.00;0.000038;.........((..(..........)..))...................(((..(((((...)))))..))).....
2220;1;0;-5.898;0;0.00;8;12.00;0.000038;.......((((................))))......................((((.....))))..........
