,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
4550,.......(((.(..(((((...(..(.(((.........)))).)...)))))..).))).......,14,-4.022,40,0.000014
4551,........((.((((.(.......).))))..))......((.....))...((((......)))).,13,-4.021,10,0.000014
4552,...........((((..(......).))))..........((.....))....(((......)))..,10,-4.02,6,0.000014
4553,...........((((..((....)).)))).....(..........).....((((......)))).,11,-4.02,8,0.000014
4554,........((.((((.(((....)))))))..))......((.....))...(((.(.....)))).,15,-4.02,7,0.000014
4555,...........((((.(((....)))))))......(......)........((..((...)).)).,12,-4.02,13,0.000014
4556,..(.....)..((((((....)))...)))......((....))........(((........))).,12,-4.02,23,0.000014
4557,..((...))..((((((....)))...)))......(......)........((((......)))).,13,-4.02,21,0.000014
4558,..((...))..(((.............)))..(...)...((.....))...((((......)))).,12,-4.019,14,0.000014
4559,...........((((.(((....)))))))(((.......))).........(((.((...))))).,15,-4.019,13,0.000014
4560,...........((((.(((....)))))))(((.......))).........((((.(...))))).,15,-4.019,10,0.000014
4561,..........((..........))......(((.......))).........((((......)))).,9,-4.019,24,0.000014
4562,..(.....)..((((((....))...))))...((.....))..........((((......)))).,13,-4.019,17,0.000014
4563,...(((...(.....)..)))...................((.....))...((((......)))).,10,-4.019,21,0.000014
4564,..........(...(((....)))..)..((((.......))))........((((......)))).,12,-4.019,27,0.000014
4565,..............((......)).....((...........))........((((......)))).,8,-4.019,23,0.000014
4566,..(.....)..((((.(((....)))))))..........((.....))..((((...)).))....,14,-4.018,14,0.000014
4567,..(.....)..((((...........))))..........((.....))..((........))....,9,-4.018,18,0.000014
4568,.......(((.(..(((((......................(.....))))))..).))).......,10,-4.018,34,0.000014
4569,..........(..((((....)))).).(.......)...((.....))...((((......)))).,12,-4.018,19,0.000014
4570,..(.....)..((((.(((....)))))))......................(((..(...).))).,12,-4.018,10,0.000014
4571,..(.....)..((((.(.(....).)))))......((....))........((((......)))).,13,-4.018,12,0.000014
4572,...........((((...........)))).............((.....))....((...))....,8,-4.018,25,0.000014
4573,......((((.((((.((......))))))....(((..(...............).)))..)))).,14,-4.018,25,0.000014
4574,..((...))..((((.(((....)))))))..(...)...((.....))....(((......)))..,15,-4.018,8,0.000014
4575,.....(..((.((((.(((....)))))))..))..)...((.....))..((...)).........,14,-4.017,17,0.000014
4576,..(((......((((...........))))...))).......((.....))((((......)))).,13,-4.017,20,0.000014
4577,..((...))..((((.(((....)))))))..(.......)..(((...)))((((......)))).,17,-4.017,15,0.000014
4578,..(((....(.((((...........))))..)))).......((.....))((((......)))).,14,-4.016,22,0.000014
4579,...........((((...(....)..))))...((.....))..........((((......)))).,11,-4.016,10,0.000014
4580,.........(.((((..((....)).))))....).((....))........((((......)))).,13,-4.016,12,0.000014
4581,...........((((..(......).))))......((....))........(((.((...))))).,12,-4.016,17,0.000014
4582,...........((((..(......).))))......((....))........((((.(...))))).,12,-4.016,14,0.000014
4583,.........(.((((((....))))...))..)..........((.....))((((......)))).,13,-4.016,23,0.000014
4584,..((...))..((((.(((....)))))))....(................)((((......)))).,14,-4.016,10,0.000014
4585,......(.((.(((((......))...)))..))..)...(((...)))...((((......)))).,15,-4.016,18,0.000014
4586,...........((((..((....)).)))).......((.....)).......(((......)))..,11,-4.016,12,0.000014
4587,..((...))..((((.(((....)))))))....(((......(((...))).....))).......,15,-4.016,28,0.000014
4588,...(...).(.((((..((....)).))))..)...((....))........((((......)))).,14,-4.015,14,0.000014
4589,.......(((.(..(((((...(................)........)))))..).))).......,10,-4.015,38,0.000014
4590,......((((.((((...........))))....(((..((..(((...))).).).)))..)))).,16,-4.015,35,0.000014
4591,..(.....).(..((((....)))).).((.........))...........((((......)))).,12,-4.015,25,0.000014
4592,..(.....)....(((......)))...............((.....))...((((......)))).,10,-4.015,18,0.000014
4593,.......(((.(......).))).........(...)...((.....))...((((......)))).,11,-4.015,22,0.000014
4594,...........((((...........)))).....((.(......)..))..((((......)))).,11,-4.015,15,0.000014
4595,...((..(((.(......).)))..))................((.....))((((......)))).,12,-4.014,30,0.000014
4596,...........((((..((....)).))))......(......)........(((.((...))))).,12,-4.014,13,0.000014
4597,...........((((..((....)).))))......(......)........((((.(...))))).,12,-4.014,10,0.000014
4598,...(((............))).......((..(...)..))...........((((......)))).,10,-4.014,26,0.000014
4599,...........((((..(...)....))))..........(((...)))...((((......)))).,12,-4.014,9,0.000014
4600,........((.((((...........))))..))......((.....))...(((.((...))))).,13,-4.014,15,0.000014
4601,........((.((((...........))))..))......((.....))...((((.(...))))).,13,-4.014,12,0.000014
4602,.......(((.((..((((.....((.(((..(...)..)))..))..))))..)).))).......,15,-4.013,41,0.000014
4603,...((..(((.(..(((((..((....................))...)))))..).))).))....,13,-4.013,43,0.000014
4604,...........((((...........))))...(...........)......((((......)))).,9,-4.013,12,0.000014
4605,.....(...).((((((....)))...)))..........((.....))...((((......)))).,13,-4.013,13,0.000014
4606,........((.((((.(((....)))))))..))......(((...)))...((..((...)).)).,16,-4.013,13,0.000014
4607,...........((((((....))))..........))...((.....))...((((......)))).,12,-4.013,19,0.000014
4608,...........((((..((....)).))))............(...).....((((......)))).,11,-4.013,8,0.000014
4609,...........((((..((....)).))))...............(...)..((((......)))).,11,-4.013,8,0.000014
4610,..(.....)..((((..((....)).))))..........(((...)))..((........))....,12,-4.012,16,0.000014
4611,..(.....)..((((.(((....)))))))..........((.....))...((.(......).)).,13,-4.012,4,0.000014
4612,..(((...(..((((...........)))).).))).......((.....))((((......)))).,14,-4.012,22,0.000014
4613,..((...))....((((....)))).((.......))...(((...)))...((((......)))).,15,-4.012,25,0.000014
4614,...........((((..((....)).)))).............(((...)))....((...))....,11,-4.012,23,0.000014
4615,..(.....)..((((.(((....)))))))......((....))....(..((...)).).......,13,-4.012,22,0.000014
4616,..(.....)..((((.(((....))))))).((.......)).((.....))((((......)))).,16,-4.012,12,0.000014
4617,...........((((((....)))...)))....(.....)..((.....))((((......)))).,13,-4.011,20,0.000014
4618,.........(...((((....)))).)..((...........))........((((......)))).,11,-4.01,25,0.000014
4619,..(((......((((..((....)).))))...))).......(((...)))((((......)))).,16,-4.01,18,0.000014
4620,...........(((..(((....))).)))..............((...)).((((......)))).,12,-4.01,10,0.000014
4621,..(((....(.((((..((....)).))))..)))).......(((...)))((((......)))).,17,-4.01,20,0.000014
4622,.......(((.(..(((((...(......((((.......)))).)..)))))..).))).......,14,-4.01,43,0.000014
4623,.......(((..........))).....((.....))...((.....))...((((......)))).,11,-4.01,22,0.000014
4624,..(.....).....(((....)))....((.........))...........(((........))).,9,-4.01,26,0.000014
4625,..((...))..((((...........)))).......................(((......)))..,9,-4.009,16,0.000014
4626,..(.....)(.(((..(((....))).)))..).......((.....))...((((......)))).,14,-4.009,6,0.000014
4627,...........((.(..((....)).).))..........((.....))...((((......)))).,11,-4.009,4,0.000014
4628,......((((.(((..(((....))).)))....(((......(((...))).....)))..)))).,16,-4.009,30,0.000014
4629,...........((((((....)))...)))..........((.....))...((..((...)).)).,12,-4.009,18,0.000014
4630,...........((((.(((....)))))))....(((...((.....))....((...))..)))..,14,-4.009,13,0.000014
4631,.......(.(.((((((....))))...))....).)...(((...)))...((((......)))).,15,-4.009,19,0.000014
4632,..(.....)..((((.(((....)))))))......((....))....(..((........))..).,13,-4.008,20,0.000014
4633,.......(((...((((....)))).)).)..........(((...)))...((((......)))).,14,-4.008,22,0.000014
4634,........((.((((...........))))..))......(.......)...((((......)))).,11,-4.008,12,0.000014
4635,..(.....)..((((...........))))..........((.....))...(((.(.....)))).,11,-4.008,11,0.000014
4636,....................(((...........)))...((.....))...(((........))).,8,-4.008,22,0.000014
4637,........((.((((..((....)).))))..))......(((...)))...(((.((...))))).,16,-4.007,13,0.000014
4638,........((.((((..((....)).))))..))......(((...)))...((((.(...))))).,16,-4.007,10,0.000014
4639,..(.....)..((((.(((....)))))))..........(((...)))...((..(.....).)).,14,-4.007,9,0.000014
4640,.......(((.((....)).))).........(...)...((.....))...((((......)))).,12,-4.007,22,0.000014
4641,..(.....)..((((..((....)).))))......((....))........((..........)).,11,-4.007,16,0.000014
4642,.....(....)...(((....)))....((..(...)..))...........((((......)))).,11,-4.007,26,0.000014
4643,..((...)).....(((....))).....((((.......)))).........(((......)))..,12,-4.007,32,0.000014
4644,......((((.((((..((....)).))))....(((...(..((.....))..)..)))..)))).,16,-4.006,28,0.000014
4645,...((..(((.((....)).)))..))................((.....))((((......)))).,13,-4.006,30,0.000014
4646,..(((...(..((((..((....)).)))).).))).......(((...)))((((......)))).,17,-4.006,20,0.000014
4647,.....(..((.((((.(((....)))))))..))..)...((.....)).......((...))....,14,-4.006,17,0.000014
4648,.......(((.(..(((((...(..(.(((.........))))..)..)))))..).))).......,14,-4.006,40,0.000014
4649,...((.....)).((((....))))...((..(...)..))...........((((......)))).,13,-4.005,27,0.000014
4650,...........(((..(((....))).)))..........((.....))..((...)).........,10,-4.005,13,0.000014
4651,...(...)...((((...........))))..........((.....))...(((........))).,10,-4.005,10,0.000014
4652,...........((((.(........)))))....(.....)...........((((......)))).,10,-4.005,9,0.000014
4653,..((...))..((((.(((....))))))).............((.....))....((...))....,13,-4.005,23,0.000014
4654,...........(.((((((.(((.....((.........))..((.....)).))).)).)))).).,14,-4.005,39,0.000014
4655,.......(((.(..((((......................((.....))))))..).))).......,10,-4.005,32,0.000014
4656,......((((.(((.............)))....(((..((..((.....))..)).)))..)))).,14,-4.005,35,0.000014
4657,........(..((((...........)))).)....((....))........((((......)))).,11,-4.003,16,0.000014
4658,............((.....))...................(((...)))...((((......)))).,9,-4.003,18,0.000014
4659,.......(((.(..(((((....(.....).......((.....))..)))))..).))).......,12,-4.003,40,0.000014
4660,...........((.(((....)))....))..........((.....))...(((........))).,10,-4.003,15,0.000014
4661,.........(...((((....))))...)...........(((...)))...((((......)))).,12,-4.003,20,0.000014
4662,..((...)).(((((.(((....)))))))..).......(((...)))...((((......)))).,17,-4.003,8,0.000014
4663,..(.....)..((((...........))))....(.....)..(((...)))((((......)))).,13,-4.003,19,0.000014
4664,.........(.(......).)......(((.........)))..........((((......)))).,9,-4.003,21,0.000014
4665,.........(.((((((....)))...)))..)..........((.....))((((......)))).,13,-4.003,21,0.000014
4666,.....(..((.((((((....))...))))..))..)...............((((......)))).,13,-4.002,19,0.000014
4667,..........((..........))..(.........)...((.....))...((((......)))).,9,-4.002,17,0.000014
4668,..((...))..((((.(((....))))))).....((.(......)..))..((((......)))).,16,-4.002,13,0.000014
4669,..(.....)..((((..((....)).))))..........(((...)))...(((.(.....)))).,14,-4.002,9,0.000014
4670,..(.....)..((((...........))))....(((..((..((.....))..)).))).......,12,-4.001,31,0.000014
4671,..(.....)..((((...........))))..........(((...)))...((..((...)).)).,12,-4.001,17,0.000014
4672,..((...))..((((..(......).))))....(.....)...........((((......)))).,12,-4.001,13,0.000014
4673,..........(((((.((......))))))..).......((.....))...((((......)))).,13,-4.001,4,0.000014
4674,..((...))..((((.(((....)))))))...(...........)......((((......)))).,14,-4.001,10,0.000014
4675,..((....((.((((.(((....)))))))..))))................(((.((...))))).,16,-4.0,17,0.000014
4676,..((....((.((((.(((....)))))))..))))................((((.(...))))).,16,-4.0,14,0.000014
4677,...(...)..(..((((....)))).).............((.....))...((((......)))).,12,-4.0,20,0.000014
4678,...(...)...((((..((....)).))))..........(((...)))...(((........))).,13,-3.999,8,0.000014
4679,.......(((.(......).)))......((((.......)))).........(((......)))..,11,-3.999,31,0.000014
4680,..(.....)..((((..((....)).))))....(.....)...........(((........))).,11,-3.999,11,0.000014
4681,.......(((.((.(((((.....(....((((.......)))))...))))).)).))).......,15,-3.998,42,0.000014
4682,...........(((((......)))...))......(......)........((((......)))).,10,-3.998,18,0.000014
4683,..(.....)..((((...........))))...((.....))..........(((........))).,10,-3.998,16,0.000014
4684,..........(.(((.(((....))))))...).......(((...)))...((((......)))).,14,-3.998,6,0.000014
4685,...((..(((.(......).)))..))..((((.......))))........((..((...)).)).,14,-3.997,38,0.000014
4686,..((...))..((((...........))))...((.....)).(((...)))((((......)))).,15,-3.997,22,0.000014
4687,.........(.((((.(........)))))..)...................((((......)))).,10,-3.997,10,0.000014
4688,.......(((.((.(((((..........(.....)............))))).)).))).......,11,-3.997,37,0.000014
4689,....((..((...((((....)))).)).)).........((.....))...((((......)))).,14,-3.997,22,0.000014
4690,..........(..((((....)))).)..((((.......)))).......((...)).........,11,-3.997,38,0.000014
4691,...........((((.(((....)))))))...((.....)).(.......)((((......)))).,14,-3.997,8,0.000014
4692,..........(((((.(((....)))))))..)....((.....))......((((......)))).,14,-3.996,10,0.000014
4693,...........(((.((....))....)))......................((((......)))).,9,-3.996,15,0.000014
4694,.......(((.(..(((((........(.............)......)))))..).))).......,10,-3.996,36,0.000014
4695,.........(.((((.((......))))))..)..((...........))..((((......)))).,13,-3.996,11,0.000014
4696,.........(.(((((......)...))))..).......(((...)))...((((......)))).,13,-3.995,12,0.000014
4697,..(.....)..((((..((....)).))))....(((..((..(((...)))..)).))).......,15,-3.995,29,0.000014
4698,.......(.(.((((((....)))...)))....).)...(((...)))...((((......)))).,15,-3.995,17,0.000014
4699,.........(.((....)).)......(((.........)))..........((((......)))).,10,-3.995,21,0.000014
4700,...........(((..(((....))).)))..........((.....)).......((...))....,10,-3.994,13,0.000014
4701,...((..(((.((.(((((.....(..(((.........)))..)...))))).)).))).))....,16,-3.994,41,0.000014
4702,...........((((...........))))..........(.(...).)...((((......)))).,10,-3.994,10,0.000014
4703,......((((.((((.((......))))))....(((..(...((.....))...).)))..)))).,16,-3.993,29,0.000014
4704,...((.....))..(((....)))..(.........)...(((...)))...((((......)))).,13,-3.993,23,0.000014
4705,...........((((.(.....)...))))..........((.....))...(((........))).,10,-3.993,9,0.000014
4706,...........((((..(...)....))))......((....))........((((......)))).,11,-3.993,15,0.000014
4707,..(.....)....((((....))))...((..(...)..))...........((((......)))).,12,-3.993,26,0.000014
4708,.....(....)((((.(((....)))))))......................(((........))).,11,-3.993,8,0.000014
4709,........((.((((.(((....)))))))..))..((....))........((..((...)).)).,15,-3.992,19,0.000014
4710,...(...)...((((..((....)).))))..(...)...............((((......)))).,12,-3.992,10,0.000014
4711,..............(((....)))....((.........))...((...)).((((......)))).,11,-3.992,26,0.000014
4712,...........((((.(((....)))))))..(.(((....................))).).....,11,-3.992,20,0.000014
4713,........((.(((((......)))...))..))......(((...)))...((((......)))).,14,-3.991,18,0.000014
4714,..(.....)..((((..((....)).))))......((....)).......((........))....,11,-3.991,22,0.000014
4715,.........(.((((.(((....)))))))..)..(.............)..((((......)))).,13,-3.991,8,0.000014
4716,.........(.((((.(((....)))))))..)...(.(......)..)...((((......)))).,14,-3.991,9,0.000014
4717,........((.((((..((....)).))))..))......((.....))....(((......)))..,13,-3.991,8,0.000014
4718,..((...))..((((..(....)...))))..........(((...)))...((((......)))).,14,-3.991,13,0.000014
4719,.......(((.((....)).)))......((((.......)))).........(((......)))..,12,-3.991,31,0.000014
4720,...((..(((.((.(((((..((.(((.............)))))...))))).)).))).))....,17,-3.991,44,0.000014
4721,...........((((((....))...))))..........((.....))...(((.((...))))).,13,-3.99,14,0.000014
4722,...........((((((....))...))))..........((.....))...((((.(...))))).,13,-3.99,11,0.000014
4723,..(.....)..((((.((......))))))......................(((........))).,10,-3.99,10,0.000014
4724,.........(.(..(((((..........(((.........)))....)))))..).).........,10,-3.989,36,0.000014
4725,...((..(((.((....)).)))..))..((((.......))))........((..((...)).)).,15,-3.989,38,0.000014
4726,..((...)).((..(.....).)).....((((.......))))........((((......)))).,13,-3.989,30,0.000014
4727,..............(((....)))........(.......)...........((((......)))).,8,-3.988,22,0.000014
4728,...............((((..........((((.......))))....))))((((......)))).,12,-3.988,27,0.000014
4729,...........((((.(((....))))))).(............).......((((......)))).,12,-3.988,6,0.000014
4730,..............(((....)))...(.((((.......)))).)......(((........))).,11,-3.988,29,0.000014
4731,..............((......))........(...)...((.....))...((((......)))).,9,-3.988,18,0.000014
4732,..(.....)..((.((......))....))..........((.....))...((((......)))).,11,-3.987,14,0.000014
4733,.......(((...((((....)))).)).)......((....))........((((......)))).,13,-3.987,28,0.000014
4734,..(((......((((.(((....)))))))...)))................(((.((...))))).,15,-3.987,15,0.000014
4735,..(((......((((.(((....)))))))...)))................((((.(...))))).,15,-3.987,12,0.000014
4736,...........((((...........))))....(.....)...(.....).((((......)))).,10,-3.987,13,0.000014
4737,..(((....(.((((.(((....)))))))..))))................(((.((...))))).,16,-3.987,17,0.000014
4738,..(((....(.((((.(((....)))))))..))))................((((.(...))))).,16,-3.987,14,0.000014
4739,...(((............)))......(((.........))).((.....))((((......)))).,12,-3.987,28,0.000014
4740,..........((((.....)).)).....((((.......))))........(((.((...))))).,13,-3.987,32,0.000014
4741,..........((((.....)).)).....((((.......))))........((((.(...))))).,13,-3.987,29,0.000014
4742,........((.((((..((....)).))))..))..((....))........(((.((...))))).,15,-3.987,19,0.000014
4743,........((.((((..((....)).))))..))..((....))........((((.(...))))).,15,-3.987,16,0.000014
4744,..(.....)..((((.(((....)))))))......((....))........((..(.....).)).,13,-3.987,15,0.000014
4745,.........(.(((..(((....))).)))....).....((.....))...((((......)))).,13,-3.986,4,0.000014
4746,..(.....)...(((...........)))((((.......))))........((((......)))).,12,-3.986,19,0.000014
4747,...........((((..((....)).))))......((....))(....)..((((......)))).,13,-3.986,12,0.000014
4748,.......(((.(..(((((......((.((.....))...))......)))))..).))).......,13,-3.986,38,0.000014
4749,...........((((..((....)).))))..........((.....))....(.....).......,9,-3.986,11,0.000014
4750,...........((((.(((....)))))))......(....((...)))...((((......)))).,14,-3.985,5,0.000014
4751,..........(..((((....)))).)..((((.......))))............((...))....,11,-3.985,38,0.000014
4752,.......(((.((..((((.................((....))....))))..)).))).......,11,-3.985,40,0.000014
4753,...........(((.............)))..(.......)...........((((......)))).,8,-3.985,13,0.000014
4754,..((.......((((..((....)).)))).............)).......((((......)))).,12,-3.985,10,0.000014
4755,...........((((((....))...))))..........(.......)...((((......)))).,11,-3.985,11,0.000014
4756,...........(((((......))...)))......(......)........((((......)))).,10,-3.985,16,0.000014
4757,....((..((.((((..(......).))))..))..))..(((...)))...((((......)))).,16,-3.985,14,0.000014
4758,...........((((..((....)).)))).....................................,6,-3.985,14,0.000014
4759,..(.....)..((((.(((....)))))))..........(((...)))..(((.....).))....,14,-3.984,15,0.000014
4760,(...)....(.((((.(((....)))))))..).......((.....))...((((......)))).,15,-3.984,4,0.000014
4761,.....(((((.(..(((((..............((.....))......)))))..).)))....)).,13,-3.984,40,0.000014
4762,.......(((.((((.(((....)))))))....(((..((..(((...)))..)).)))..)))..,18,-3.983,28,0.000014
4763,...........((((.(((....)))))))..(.......)............(((......)))..,11,-3.983,7,0.000014
4764,.......(.(.((((.(((....)))))))....).)...((.....))...(((.((...))))).,16,-3.983,9,0.000014
4765,.......(.(.((((.(((....)))))))....).)...((.....))...((((.(...))))).,16,-3.983,6,0.000014
4766,...((........(((......))))).............(((...)))...((((......)))).,12,-3.983,20,0.000014
4767,.......(.(.(((..(((....))).)))....).)...............((((......)))).,12,-3.983,10,0.000014
4768,............((.....))...............((....))........((((......)))).,8,-3.983,24,0.000014
4769,..(((...(..((((.(((....))))))).).)))................(((.((...))))).,16,-3.983,17,0.000014
4770,..(((...(..((((.(((....))))))).).)))................((((.(...))))).,16,-3.983,14,0.000014
4771,..((...))..((((((....))))...))..........(((...)))...(((........))).,14,-3.983,21,0.000014
4772,...((.....(..((((....)))).)....)).......(((...)))...((((......)))).,14,-3.982,24,0.000014
4773,.........(...((((....))))...).......((....))........((((......)))).,11,-3.982,26,0.000014
4774,..((...)).(((((.(((....)))))))..)...((....))........((((......)))).,16,-3.982,14,0.000013
4775,...........((((.(((....)))))))(((.......)))(((...)))((((......)))).,17,-3.982,14,0.000013
4776,.....(..((.((((...........))))..))..)...............(((........))).,10,-3.982,18,0.000013
4777,...((.....))(((.(((....))))))((((.......))))........((((......)))).,16,-3.981,14,0.000013
4778,...........((((..((....)).))))....(.....)...((...)).((((......)))).,13,-3.981,11,0.000013
4779,..((...))..((((.(((....)))))))..........(.(...).)...((((......)))).,15,-3.981,8,0.000013
4780,..(.....)..((((..((....)).))))......((....))........(((.(.....)))).,13,-3.981,15,0.000013
4781,.......(((.(..(((((..((.(...((.........)).)))...)))))..).))).......,14,-3.981,42,0.000013
4782,.....(((((.(..(((((..........((...........))....)))))..).)))....)).,13,-3.981,41,0.000013
4783,...(...)...((((..((....)).))))......(...........)...((((......)))).,12,-3.981,9,0.000013
4784,..(.....)..((((...........))))......((....))........((..((...)).)).,11,-3.98,23,0.000013
4785,...........((((...........))))...((.....))..((...)).((((......)))).,12,-3.98,16,0.000013
4786,...........((((.(((....)))))))...........(.......)..((((......)))).,12,-3.98,5,0.000013
4787,......(.((.((((.(((....)))))))..))..).......((...)).((((......)))).,16,-3.98,14,0.000013
4788,............(((.(((....))))))....((.....))..........((((......)))).,12,-3.98,8,0.000013
4789,.....(....)...(((....)))...(((.........))).((.....))((((......)))).,13,-3.98,28,0.000013
4790,.........(...((((....)))).).....(...)...((.....))...((((......)))).,12,-3.979,20,0.000013
4791,.........(.((((...........))))..)...........(.....).((((......)))).,10,-3.979,14,0.000013
4792,..............(((....))).(...((((.......)))).)......((((......)))).,12,-3.979,27,0.000013
4793,...(((..((.((((.(((....)))))))..))..)..........))...((((......)))).,16,-3.979,12,0.000013
4794,...........((((...........))))......((....)).(...)..((((......)))).,11,-3.978,16,0.000013
4795,...((.....)).((((....))))..(((.........))).((.....))((((......)))).,15,-3.978,29,0.000013
4796,.......(((.(..(((((..((.....((.....))......))...)))))..).))).......,13,-3.978,42,0.000013
4797,...(...)...((((..((....)).))))......((....))........(((........))).,12,-3.978,14,0.000013
4798,........((.(((((......))...)))..))......(((...)))...((((......)))).,14,-3.978,16,0.000013
4799,.......(((.(..(((((..........(((..(.....))))....)))))..).))).......,13,-3.978,41,0.000013
4800,...........(((..(((....))).)))..(...)...((.....))...(((........))).,12,-3.978,6,0.000013
4801,..((...)).((((.....)).))....((.........))...........((((......)))).,12,-3.978,27,0.000013
4802,.......(.(.((((.(((....)))))))....).)...(.......)...((((......)))).,14,-3.977,6,0.000013
4803,...........((((.(.......).))))..........((.....))...(((........))).,10,-3.977,8,0.000013
4804,.....(.(((.(..(((((..........(((.........)))....)))))..).))).).....,13,-3.977,42,0.000013
4805,..........(.(((.(((....))))))...)...((....))........((((......)))).,13,-3.977,12,0.000013
4806,..(((..(..(..((((....)))).)..)...)))....((.....))...((((......)))).,15,-3.977,25,0.000013
4807,.............(((......))).((.......))...(((...)))...((((......)))).,12,-3.977,20,0.000013
4808,..((...))....((((....))))...((.....))...(((...)))...((((......)))).,15,-3.976,25,0.000013
4809,........((...((((....)))).)).((((.......))))........(((.((...))))).,15,-3.976,33,0.000013
4810,........((...((((....)))).)).((((.......))))........((((.(...))))).,15,-3.976,30,0.000013
4811,...........((((.(((....)))))))....((......................)).......,9,-3.976,16,0.000013
4812,..((...))..((((((....))))...))..(...)...............((((......)))).,13,-3.976,23,0.000013
4813,......(.((.((((.(((....)))))))..))..)...((.....))..((...)).........,14,-3.975,17,0.000013
4814,.........(.(((((......)...))))..)...((....))........((((......)))).,12,-3.975,18,0.000013
4815,...........((((.(((....)))))))....(((...(((...)))....(.....)..)))..,14,-3.975,14,0.000013
4816,..(.....)..((((..((....)).))))....((....((.....)).))((((......)))).,15,-3.975,8,0.000013
4817,.....(....)((((...........))))..(...)...((.....))...((((......)))).,12,-3.975,10,0.000013
4818,...........((((.(((....)))))))(..((.....))..).......((((......)))).,14,-3.974,8,0.000013
4819,..((...))..((((.(((....)))))))....(.....)...(.....).((((......)))).,15,-3.974,11,0.000013
4820,..........(..((((....)))).)..(....).....((.....))...((((......)))).,12,-3.974,19,0.000013
4821,.......(((.((.(((((..(..(((.((.....))...)))..)..))))).)).))).......,16,-3.974,41,0.000013
4822,.....(...).((((.(((....)))))))..........(((...)))...(((........))).,14,-3.973,6,0.000013
4823,..((...))..((((..((....)).))))..(...)......((.....))((((......)))).,15,-3.973,16,0.000013
4824,..(.....)..((((.(((....)))))))......(((.....))..)...((((......)))).,15,-3.973,11,0.000013
4825,......((((.((((.(((....)))))))..(.(((..(...............).))).))))).,16,-3.973,25,0.000013
4826,.........(.((((..((....)).))))..)...........((...)).((((......)))).,13,-3.973,12,0.000013
4827,.......(.....((((....))))....)..........((.....))...((((......)))).,11,-3.972,18,0.000013
4828,...........((((.((......))))))..............((...)).((((......)))).,12,-3.972,10,0.000013
4829,..(.....).....((......))...(.((((.......)))).)......((((......)))).,12,-3.972,28,0.000013
4830,......(.....)(((......)))....((((.......))))........((((......)))).,12,-3.972,26,0.000013
4831,......((((....(((((........(((.........)))......)))))(.....)..)))).,13,-3.972,36,0.000013
4832,..............((......)).....((((.......)))).........(((......)))..,9,-3.972,27,0.000013
4833,...(((............))).........(((.......))).........((((......)))).,10,-3.972,27,0.000013
4834,....((((((.(..(((((.........((.........)).......)))))..).)))....))),14,-3.971,41,0.000013
4835,..............(((....)))...(((.........)))..........((..((...)).)).,10,-3.971,29,0.000013
4836,..(.....)(.((((.((......))))))..).......((.....))...((((......)))).,14,-3.971,6,0.000013
4837,...........((((.(((....)))))))....(.....)..(((...)))(((........))).,14,-3.971,13,0.000013
4838,...........((((.(((....)))))))..(...)...(((...)))..((...)).........,13,-3.971,15,0.000013
4839,........((.(((((......)))...))..))..((....))........((((......)))).,13,-3.971,24,0.000013
4840,...........((((..((....)).))))..................((....))...........,8,-3.971,15,0.000013
4841,......((((.((((.((......))))))....(((......(((...))).....)))..)))).,16,-3.971,30,0.000013
4842,..((...))..((((..(....)...))))......((....))........((((......)))).,13,-3.97,19,0.000013
4843,..((...))..((((..((....)).))))...(.......)..........((((......)))).,13,-3.97,11,0.000013
4844,...........(((..(((....))).)))........(.....).......((((......)))).,11,-3.97,8,0.000013
4845,..((...))..((((..((....)).)))).(...)....((.....))...((((......)))).,15,-3.969,8,0.000013
4846,..........((..........))....((.........))..((.....))((((......)))).,10,-3.969,25,0.000013
4847,..((...))..((((((....)))...)))..........(((...)))...(((........))).,14,-3.969,19,0.000013
4848,..........(..((((....)))).)...(....)....((.....))...((((......)))).,12,-3.969,20,0.000013
4849,.....(....)((((..((....)).))))..(...)...(((...)))...((((......)))).,15,-3.968,8,0.000013
4850,...........(((.(....................).)))...........((((......)))).,8,-3.968,22,0.000013
4851,..(.....)..((((((....))))...)).............(((...)))((((......)))).,14,-3.968,25,0.000013
4852,..((...)).(..((((....)))).)..((((.......))))........(((........))).,14,-3.968,33,0.000013
4853,.........(.((((..((....)).))))..).......((.....))..((...)).........,11,-3.968,15,0.000013
4854,..((...))..((((.(((....)))))))...((.....))..((...)).((((......)))).,17,-3.968,14,0.000013
4855,...........((((.(((....)))))))..(...)...((.....))...(((..(...).))).,14,-3.968,6,0.000013
4856,..((...))..((((.(.(....).)))))..........(((...)))...((((......)))).,15,-3.967,8,0.000013
4857,..(.....)..((((.(((....)))))))............(....)....((((......)))).,13,-3.967,7,0.000013
4858,...........((((.((......))))))..........((.....))..((...)).........,10,-3.967,13,0.000013
4859,..((...)).....((......))............................((((......)))).,8,-3.967,24,0.000013
4860,...((..(((.(..(((((..((..((.............)).))...)))))..).))).))....,15,-3.967,43,0.000013
4861,..(.....)..((((...(....)..))))......................((((......)))).,10,-3.967,10,0.000013
4862,...((...((.((((.(((....)))))))..))....))...((.....))((((......)))).,17,-3.967,16,0.000013
4863,..(.....)(.((((.(((....)))))))..)....((.....))......((((......)))).,15,-3.966,12,0.000013
4864,.....(...).((((.(((....)))))))..(...)...............((((......)))).,13,-3.966,8,0.000013
