,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
21580,.....((((.((((.....)))).))))...(((.(.....((((........))))....).))).((...))..,18,-6.952,13,0.000003
21581,.....((((.(((((...))))).)))).(.(((..(.((.((..(.......).)).)).).)))...)......,19,-6.952,8,0.000003
21582,.....(((..(((((...)))))..)))...(((............((...))..........)))..........,13,-6.952,20,0.000003
21583,.....((((.(((((...))))).)))).(((((..(.((..((.(......).))..)).).)))..))......,20,-6.952,13,0.000003
21584,.....((((.(((((...))))).))))..(.(((................((.(......).)))).).).....,16,-6.952,27,0.000003
21585,.....((((.(((((...))))).)))).((...)).................((..........))((...))..,15,-6.952,23,0.000003
21586,.....(((..(((((...)))))..)))....((..(.((.....((.....))....)).).))...(...)...,16,-6.952,14,0.000003
21587,.....((((.(((((...))))).)))).....(.(.((.....................)).).).((...))..,15,-6.952,19,0.000003
21588,.....(((..((((.....))))..)))...(((.(..((.....((.....))....)).).))).((...))..,17,-6.952,15,0.000003
21589,.....((((.(((((...))))).))))....(.((.((.(.................)...)).)).).......,15,-6.952,26,0.000003
21590,.....((((.(((((...))))).))))...((.(.(.((......(.....).....)).).))).((...))..,18,-6.951,9,0.000003
21591,.....((((.(((((...))))).)))).((.(((.........)......)).)).......(.....)......,15,-6.951,28,0.000003
21592,.....((((.(((((...))))).))))..(.(.((.(..((.................))..).)).).).....,16,-6.951,28,0.000003
21593,......((..(((((...)))))..))..((....))..............((..........))..((...))..,13,-6.951,25,0.000003
21594,.....((((.((((.....)))).))))....((((((....))))))....((.(.......).)).(...)...,18,-6.951,31,0.000003
21595,.....((((.(((((...))))).))))..(.(.((.(..(...((.........))...)..).)).).).....,17,-6.951,30,0.000003
21596,...(.((((.((.(((.......)))))...)))).)........((((................)))).......,14,-6.951,47,0.000003
21597,.....((((.(((((...))))).))))......((.((.((...(........)...))..)).)).........,16,-6.951,28,0.000003
21598,.....((((..((((...))))..)))).....................(((..((.........))...)))...,13,-6.951,29,0.000003
21599,.....(((..(((((...)))))..))).....(...........).....((.(......).))..((...))..,14,-6.951,22,0.000003
21600,.....((((.(((((...))))).))))..(.....)........((((((.....)).......)))).......,16,-6.951,29,0.000003
21601,.....((((.(((((...))))).))))...(((.(......(.................)).))).((...))..,16,-6.951,12,0.000003
21602,.....(((..((((.....))))..)))...(((..(.((((((.........)))).)).).))).((...))..,19,-6.951,12,0.000003
21603,.....(((..(((((...)))))..)))...(((..(.(((........)........)).).)))..(...)...,16,-6.951,10,0.000003
21604,.....(((..(((((...)))))..))).((.(((.((....))......))).))............(...)...,16,-6.951,29,0.000003
21605,......((..(((((...)))))..))...(.(.((.((.((..(((.......))).))..)).)).).).....,18,-6.951,36,0.000003
21606,.....((((.((((.....)))).)))).((...((.((.((................))..)).))..)).....,16,-6.951,32,0.000003
21607,..........(((((...)))))...........((.((...((...............)).)).)).........,11,-6.951,35,0.000003
21608,.....(((..(((((...)))))..)))...(((.(..((..((.........))...)).).)))..........,16,-6.951,16,0.000003
21609,......(((.(((((...))))).))).(((.....))).......(((..((.(......).)))))........,17,-6.951,33,0.000003
21610,..........(((((...))))).((.....))................(((((.(.......).))...)))...,13,-6.95,36,0.000003
21611,.....((((..((((...))))..))))...(((.(..((..(............)..)).).))).((...))..,17,-6.95,7,0.000003
21612,.....((((..((((...))))..))))......((.((...(((....(((...)))))).)).)).........,18,-6.95,34,0.000003
21613,.....((((.(((((...))))).)))).(.....).(....)........((.(......).))..((...))..,16,-6.95,22,0.000003
21614,.....(((..(((((...)))))..))).((.(((...(..........)))).)).....(.(....).).....,16,-6.95,31,0.000003
21615,.....(((..(((((...)))))..))).((.((((....).........))).)).....(.(....).).....,16,-6.95,32,0.000003
21616,.....(((..(((((...)))))..)))...(((..(.((.(..............).)).).)).).........,15,-6.95,11,0.000003
21617,.....((((.((((.....)))).))))...(..(.(.((.(((..........))).)).).).).((...))..,18,-6.95,9,0.000003
21618,.....((((.(((((...))))).)))).((....))........((.......))...........((...))..,15,-6.95,22,0.000003
21619,.....(((..((((.....))))..)))....((..(.((.(((..........))).)).).))..(.....)..,16,-6.95,10,0.000003
21620,.....((((.(((((...))))).))))...((...(.((.((............)).)).)..))..(...)...,17,-6.95,4,0.000003
21621,.....((((.((.........)).))))...(((..(.((.(((..........))).)).).))).((...))..,17,-6.95,8,0.000003
21622,..........((.((((.....)))))).((.....)).......(((...((.(......).)).))).......,14,-6.95,51,0.000003
21623,...(.((((...(((((.....)))))....)))).)...........((.((..(.....).)))).........,15,-6.95,48,0.000003
21624,.....(((..(((((...)))))..))).(((((.......((............))......)))...)).....,15,-6.95,16,0.000003
21625,..........((.((((.....)))))).((.....)).......((((..((..(.....).)))))).......,15,-6.95,51,0.000003
21626,..........(((((...))))).(((...)))............(((.((...........))..))).......,13,-6.95,36,0.000003
21627,.....((((.(((((...))))).))))...(((..(.(..(((.((.....)))))..).).)))..(...)...,20,-6.95,10,0.000003
21628,.....((((.(((((...))))).))))...(((..(.(..((.(((.....)))))..).).)))..(...)...,20,-6.95,10,0.000003
21629,.....((((.((((.....)))).))))...(((..(.((.(((.(.......)))).)).).)))..........,18,-6.95,10,0.000003
21630,.....((((.((((.....)))).))))...(((..(.((.((.((.......)))).)).).)))..........,18,-6.95,10,0.000003
21631,.....(((..(((((...)))))..)))...(((.(........(.........)......).))).((...))..,15,-6.95,15,0.000003
21632,.....((((.(((((...))))).))))..(.(...((....))...).).((.(......).))..((...))..,18,-6.95,24,0.000003
21633,.....(((..(((((...)))))..)))...(((.(..((.(((..(......)))).)).).))).((...))..,20,-6.95,9,0.000003
21634,.....((((.(((((...))))).))))...(((..(.(((....((.....))..).)).).)))..........,18,-6.95,13,0.000003
21635,......((..(((((...)))))..))..((....)).....(..((((..((.(......).)))))).).....,17,-6.95,36,0.000003
21636,.....(((..((((.....))))..))).((...)).........(((((.............).)))).......,14,-6.95,34,0.000003
21637,.....((((.(((((...))))).))))(((.....)))......(.......).............((...))..,15,-6.95,22,0.000003
21638,.....((((.(((((...))))).))))(((.....)))......(........)............((...))..,15,-6.95,22,0.000003
21639,.....((((.(((((...))))).))))(((.....)))...(..........).............((...))..,15,-6.95,21,0.000003
21640,.....(((..(((((...)))))..))).((...((.((..(..((.........))..)..)).))..)).....,17,-6.95,33,0.000003
21641,.....((((.(((((...))))).)))).((.(.((.((((...((.........)).))..)).)).))).....,20,-6.95,32,0.000003
21642,.....((((.((((.....)))).)))).........(....)........((..........))...........,11,-6.95,25,0.000003
21643,..........(((((...)))))..(.((((....((.....))....)))).).............((...))..,14,-6.95,34,0.000003
21644,.....((((.(((((...))))).)))).((....))........((((((.(....)..))...)))).......,18,-6.95,33,0.000003
21645,.....((((.(((((...))))).))))..((...............................))..((...))..,13,-6.95,17,0.000003
21646,.....(((..(((((...)))))..)))..(.(((..........))).)...(.......).....((...))..,15,-6.95,25,0.000003
21647,......(((.((((.....)))).)))..((....))........((((...(.(......).).)))).......,15,-6.95,34,0.000003
21648,.....((((.((((.....)))).))))..(.(((..........))).).....(.....).....((...))..,15,-6.949,24,0.000003
21649,.....(((..(((((...)))))..))).........(....).........((.(.(....)).)).........,13,-6.949,28,0.000003
21650,...(...)..(((((...))))).......(.(.((.((...(((.............))).)).)).).).....,15,-6.949,39,0.000003
21651,.....((((.((((.....)))).)))).((..............((((..((..........)))))))).....,16,-6.949,33,0.000003
21652,.....((((.(((((...))))).)))).((.((((.........))....)).)).....(........).....,16,-6.949,30,0.000003
21653,.....((((.((((.....)))).)))).................((((..((.(......).))))))..(...),16,-6.949,32,0.000003
21654,.....(((..(((((...)))))..)))...(((..(.(((......)..........)).).))).((...))..,17,-6.949,8,0.000003
21655,.....(((..(((((...)))))..))).(((.....(....)...)))...((.(.......).)).........,15,-6.949,31,0.000003
21656,.....((((.(((((...))))).))))..(.(..(...............).).)...........((...))..,14,-6.949,20,0.000003
21657,.....(((..(((((...)))))..))).((.((...(............))).)).......(.....)......,14,-6.949,30,0.000003
21658,.....(((..(((((...)))))..))).((.(((....)...........)).)).......(.....)......,14,-6.949,29,0.000003
21659,.....((((..((((...))))..)))).((....)).........(((..((.(......).)))))........,16,-6.949,32,0.000003
21660,.....((((.(((((...))))).)))).((.((((((.....))))....)).))............(...)...,18,-6.949,30,0.000003
21661,.....((((.((((.....)))).))))..............(.....)..((.(......).))...(...)...,13,-6.949,24,0.000003
21662,.....(((..(((((...)))))..))).((.....)).......((((..((.(......).)))))..).....,17,-6.949,34,0.000003
21663,.....((((.((((.....)))).)))).........(((.....((((..((.(......).)))))).)))...,18,-6.949,33,0.000003
21664,.....((((.(((((...))))).))))..(.(.((.(.......(((...))).........).)).).).....,17,-6.949,32,0.000003
21665,.....(((..((((.....))))..))).((.(.((.((.....((.........)).....)).)).))).....,16,-6.949,35,0.000003
21666,.....((((.(((((...))))).))))(((.....)))......((.....)).........(.....)......,15,-6.949,29,0.000003
21667,.....(((...((((((.....))))))....))).............((.((..(.....).)))).........,14,-6.949,47,0.000003
21668,.............((((.....)))).....(((..(.((.((............)).)).).))).((...))..,14,-6.949,21,0.000003
21669,......((..(((((...)))))..))..(.(((..(.((.((............)).)).).)))....).....,16,-6.949,10,0.000003
21670,.....((((.((((.....)))).))))....((..(.((..((..........))..)).).))...........,15,-6.949,12,0.000003
21671,.....((((.(((((...))))).)))).(....).................((...........)).........,12,-6.949,25,0.000003
21672,.....((((..((((...)))).).)))...(((..(.((.(((..........))).)).).)))..(...)...,18,-6.949,9,0.000003
21673,..((...))..((((((.....)))))).((.((.................)).))...........((...))..,14,-6.949,44,0.000003
21674,.....(((..((((.....))))..)))......((.((...(((.(.........).))).)).)).(...)...,16,-6.949,31,0.000003
21675,.....((((.((((.....)))).))))...(((............(.....)..........)))..(...)...,13,-6.949,16,0.000003
21676,.....((((.(((((...))))).)))).(..((.................)).)............((...))..,14,-6.949,20,0.000003
21677,.....((((.(((((...))))).)))).((.(((.......(.....).))).))....................,15,-6.949,28,0.000003
21678,.....((((.(((((...))))).)))).((.((.......((.....)).)).))....................,15,-6.949,27,0.000003
21679,.....(((..(((((...)))))..))).((.(((......((.....))))).))....(.....).........,16,-6.949,33,0.000003
21680,.....(((..(((((...)))))..)))..(.(.((.((...((((.(...)).....))).)).)).).).....,19,-6.949,36,0.000003
21681,.....(((..(((((...)))))..))).........(....)......(.((.(......).))).((...))..,15,-6.948,23,0.000003
21682,.....(((..((((.....))))..)))...(((..(.((....((((...))))...)).).))).((...))..,19,-6.948,16,0.000003
21683,.....(((..(((((...)))))..)))........(.....)..(((((((........).)).)))).......,16,-6.948,32,0.000003
21684,.....(((..(((((...)))))..))).((................))...................(...)...,11,-6.948,24,0.000003
21685,.....(((..(((((...)))))..)))...(((.(..((.((..((......)))).)).).)))..(...)...,19,-6.948,11,0.000003
21686,.....((((.(((((...))))).))))..(.(((.((....)).))).)....(......).....((...))..,18,-6.948,25,0.000003
21687,.....(((..((((.....))))..))).((....))........((((((....(.....))).)))).......,16,-6.948,35,0.000003
21688,.....(((..(((((...)))))..)))(((.................)))..((..........)).........,13,-6.948,31,0.000003
21689,.....((((.(((((...))))).))))(((.....)))...(.....)................(....).....,14,-6.948,26,0.000003
21690,.....(((..(((((...)))))..)))...(((..(.((.(..(((.....))))..)).).)))..........,18,-6.948,16,0.000003
21691,.....(((..(((((...)))))..)))...(((..(.((.(((..(.....))))..)).).)))..........,18,-6.948,15,0.000003
21692,.....(((..(((((...)))))..)))..(.((............)).)..((...........)).(...)...,14,-6.948,27,0.000003
21693,.....(((..(((((...)))))..))).(((..............))).....((.........)).........,13,-6.948,29,0.000003
21694,.....((((.(((((...))))).))))...(((..(.(.(.................)).).))).((...))..,17,-6.948,7,0.000003
21695,.....((((.(((((...))))).)))).((....))..........((....(.(.....).).)).........,15,-6.948,27,0.000003
21696,.....((((..((((...))))..))))..(.(.((.(((...................)..)).)).).).....,15,-6.948,29,0.000003
21697,.....(((..((((.....))))..)))....(.((.((...((((.........))..)).)).)).).......,16,-6.948,33,0.000003
21698,.....(((..(((((...)))))..)))..(....)............(..((.(......).)).).........,13,-6.948,29,0.000003
21699,.....(((..((((.....))))..)))...(((..(.((.....((......))...)).).))).((...))..,17,-6.948,12,0.000003
21700,.....((((.(((((...))))).)))).......(......)..(((.((...........))..))).......,15,-6.948,28,0.000003
21701,.....(((..(((((...)))))..)))..............(............)...........((...))..,11,-6.948,16,0.000003
21702,.....(((..(((((...)))))..)))...(((..(.(..((..(........)))..).).))).((...))..,18,-6.948,6,0.000003
21703,.....((((..((((...))))..)))).(......)........((((................)))).......,13,-6.948,28,0.000003
21704,......(((.(((((...))))).)))....(((..(.((....((.........)).)).).))).((...))..,18,-6.948,8,0.000003
21705,.....(((..(((((...)))))..)))....(.((.((.((..((.........))..)).)).)).).......,17,-6.948,31,0.000003
21706,.....(((..(((((...)))))..)))...(((..(.((..((.((.....))))..)).).)))..(...)...,19,-6.948,12,0.000003
21707,.....(((..(((((...)))))..)))...(((...(((((((..........))).)))).)))..(...)...,19,-6.948,15,0.000003
21708,.....(((..(((((...)))))..)))...(((..(.((..(.(((.....))))..)).).)))..(...)...,19,-6.948,12,0.000003
21709,.....((((.((((.....)))).)))).((....))..........((..((.(......).))))((...))..,17,-6.948,27,0.000003
21710,.....(((..(((((...)))))..))).((.....))....((...(.((...........)).).)).......,15,-6.948,30,0.000003
21711,.....((((.((((.....)))).)))).((.....)).......((.((.((..(.....).))))..)).....,17,-6.948,34,0.000003
21712,..........((((.....)))).((.....))............((((..((..........)))))).......,12,-6.948,37,0.000003
21713,.....((((.(((((...))))).)))).((..((.(..(....................)..).))..)).....,15,-6.948,27,0.000003
21714,.....((((..((((...))))..)))).......((....))..((((................)))).......,14,-6.947,28,0.000003
21715,.....(((..(((((...)))))..))).((.((.(..((.((............)).)).).))....)).....,17,-6.947,15,0.000003
21716,.....((((.(((((...))))).)))).((....)).....((....))..((...........)).........,15,-6.947,29,0.000003
21717,.....(((..(((((...)))))..)))..(.(((...............))).)......(......).......,13,-6.947,28,0.000003
21718,......((..(((((...)))))..))..((.(((...............))).)).....(......).......,13,-6.947,31,0.000003
21719,.....(((..(((((...)))))..)))..(.(.((.(......(((.....)))........).)).).).....,16,-6.947,34,0.000003
21720,.....((((.(((((...))))).))))..(.((((.(....).)))).).((.(......).))...(...)...,19,-6.947,30,0.000003
21721,.....(((..(((((...)))))..)))..(.(.((.....(((..........)))........)).).).....,15,-6.947,25,0.000003
21722,.....(((..(((((...)))))..)))....((((((....))))))............................,14,-6.947,30,0.000003
21723,.....((((.(((((...))))).))))..(.((............)).)..........(.....).........,13,-6.947,26,0.000003
21724,.....((((.(((((...))))).)))).((....))........................(......).......,12,-6.947,23,0.000003
21725,.....(((..(((((...)))))..))).((.................))..((...........)).........,12,-6.947,29,0.000003
21726,.....(((..(((((...)))))..))).((.((...(.......).....)).)).....(......).......,14,-6.947,29,0.000003
21727,.....((((.(((((...))))).)))).((....)).....((....)).((.(......).))...........,16,-6.947,29,0.000003
21728,.....((((.((((.....)))).)))).((.((.(..........)....)).)).........(....).....,14,-6.947,30,0.000003
21729,.....(((..(((((...)))))..))).(((...................))).....((..(......).))..,14,-6.947,29,0.000003
21730,.....((((.(((((...))))).))))(((.....)))........(...((.(......).)).).(...)...,17,-6.947,27,0.000003
21731,.....(((..(((((...)))))..))).((.....)).............................(.....)..,11,-6.947,23,0.000003
21732,.....((((.(((((...))))).))))....((.................))......((...........))..,13,-6.947,23,0.000003
21733,.....((((.((((.....)))).)))).((....))........(((((...........)...)))).......,15,-6.947,31,0.000003
21734,.....(((..(((((...)))))..)))(((.....)))..........(.((..........))).((...))..,16,-6.947,25,0.000003
21735,...(.((((..((((((.....))))))...)))).)........((((...(........)...)))).......,16,-6.947,49,0.000003
21736,.....((((.(((((...))))).))))(((.....)))........((..((..(.....).)))).(...)...,18,-6.947,27,0.000003
21737,.....((((.((.((((.....))))))...))))..........((((...(........)...)))).......,15,-6.947,48,0.000003
21738,.....(((..(((((...)))))..))).((...))......(.....)...((.(.......).))((...))..,16,-6.947,26,0.000003
21739,..........(((((...)))))......(....)..(....)..((((..((.(......).)))))).......,14,-6.947,39,0.000003
21740,.(...(((..((((.....))))..))).)...............((((..((.(......).)))))).......,15,-6.947,34,0.000003
21741,.....((((.(((((...))))).))))..(.(.((.((...(((.............))).)).)).).)(...),19,-6.947,32,0.000003
21742,.....(((..(((((...)))))..)))...(((.(...........(...).........).)))..........,13,-6.947,19,0.000003
21743,.....(((..(((((...)))))..))).((.................)).((.(......).))...........,13,-6.947,29,0.000003
21744,.....((((.((((.....)))).))))..(.(.((.((.((.......(((...)))))..)).)).).).....,19,-6.947,34,0.000003
21745,..........(((((...))))).....(((.....)))............(.((..........)).).......,11,-6.947,36,0.000003
21746,.....(((..(((((...)))))..))).(.....)................((...........)).........,11,-6.947,27,0.000003
21747,.....((((.(((((...))))).)))).((..((.(..(((................)))..).)).))......,17,-6.946,27,0.000003
21748,.....(((..(((((...)))))..))).((...)).....((..((((..((.(......).)))))).))....,19,-6.946,36,0.000003
21749,.....(((..((((.....))))..)))......((.((.((................))..)).)).(...)...,14,-6.946,28,0.000003
21750,.....(((..(((((...)))))..))).........(....).....(.(........).)..............,11,-6.946,25,0.000003
21751,.....((((..((((...))))..)))).......(......)..((((..((..........)))))).......,15,-6.946,30,0.000003
21752,.....((((.(((((...))))).))))..(.(.((....((..((.........)).)).....)).).).....,17,-6.946,28,0.000003
21753,.....((((.((((.....)))).)))).((.(...................).))...((...........))..,13,-6.946,27,0.000003
21754,..........(((((...))))).(((((((.................))))...........)))..(...)...,13,-6.946,33,0.000003
21755,.....((((.(((((...))))).)))).((.(((.((.......))...))).))...((...........))..,18,-6.946,31,0.000003
21756,.....(((..((((.....))))..)))......((.((...(((((.......)))..)).)).)).........,16,-6.946,35,0.000003
21757,.....((((.(((((...))))).))))..(.(..((..(..(((.............))).)..)).).).....,17,-6.946,28,0.000003
21758,.....(((..((((.....))))..)))..(.((((........)))).)..((.(.......).))((...))..,17,-6.946,31,0.000003
21759,.....((((.(((((...))))).))))..((((..(.((.((.(........).)).)).).)))..).......,19,-6.946,7,0.000003
21760,.....((((.(((((...))))).))))..(.....)..............((..(.....).))...........,13,-6.946,23,0.000003
21761,.....(((..(((((...)))))..)))......((.((.((..(((.......)))..)).)).)).........,17,-6.946,33,0.000003
21762,..........(((((...))))).((.....)).((.((...(((.............))).)).))((...))..,16,-6.946,32,0.000003
21763,.....((((.((((.....)))).)))).((.....))................((.........)).(...)...,13,-6.946,25,0.000003
21764,.....((((.(((((...))))).)))).........(....)..((((................))))..(...),15,-6.946,28,0.000003
21765,.....((((.(((((...))))).)))).((.....))..................(((..(.(....).)..))),16,-6.946,27,0.000003
21766,.....((((.(((((...))))).))))..(.(.((.((((((.....))........))..)).)).).).....,19,-6.946,30,0.000003
21767,.....((.(.(((((...))))).).)).((.(((...............))).))...........((...))..,15,-6.946,25,0.000003
21768,.....((((..((((...))))..))))...(((..(.((.........(((...))))).).))).((...))..,19,-6.946,10,0.000003
21769,.....((((.(((((...))))).))))......((((....)))).....................((...))..,15,-6.946,22,0.000003
21770,.....((((.(((((...))))).))))...(((.(..(..((...((...))..)).)..).))).((...))..,20,-6.946,11,0.000003
21771,.....((((.((((.....)))).)))).((.((...(....)........)).))....(....)..(...)...,15,-6.946,27,0.000003
21772,.....((((.(((((...))))).))))(((.....(.....).....))).((.(.......).)).........,16,-6.946,29,0.000003
21773,......((..(((((...)))))..))..((....))(....)..((((................)))).......,14,-6.946,33,0.000003
21774,.....((((.(((((...))))).)))).((....)).....((...))...((.(.......).)).(...)...,17,-6.946,27,0.000003
21775,.....((((.(((((...))))).))))..(.(((((......))))).).((.(......).))...(...)...,19,-6.946,30,0.000003
21776,.....((((.(((((...))))).))))..(.(.((.((.(((..((.....)).)).)...)).)).).).....,20,-6.946,28,0.000003
21777,.....((((.(((((...))))).))))....((.(.....(((..........)))....).))..((...))..,17,-6.945,11,0.000003
21778,.....(((..(((((...)))))..))).((.....)).............(..((.........)).).......,13,-6.945,28,0.000003
21779,.....(((..(((((...)))))..))).((.....)).............(..((.........))..)......,13,-6.945,29,0.000003
21780,.(...((((.(((((...))))).)))).)..((..(.((.(((..........))).)).).))..((...))..,20,-6.945,6,0.000003
21781,.....((((.(((((...))))).))))......((.((......(.........)......)).)).........,14,-6.945,26,0.000003
21782,.....((((.((((.....)))).)))).((.(.(................)).))...........((...))..,14,-6.945,24,0.000003
21783,.....((((.((((.....)))).)))).(((....(.....)........))).............((...))..,14,-6.945,23,0.000003
21784,.....(((..(((((...)))))..))).((.(((..........).....)).))....(....).((...))..,16,-6.945,26,0.000003
21785,.....(((..(((((...)))))..))).(......)...........((.((.(......).))))((...))..,16,-6.945,25,0.000003
21786,.....((((.(((((...))))).))))....((((((....))))))...((..........))...(...)...,18,-6.945,28,0.000003
21787,.....((((.(((((...))))).)))).(((((.......((............))......)))..))......,16,-6.945,13,0.000003
21788,.....((((.(((((...))))).)))).((....))...........((.((.(......).))))....(...),17,-6.945,31,0.000003
21789,.....((((.(((((...))))).))))..(.(.((.((.((..(.(.....)..)..))..)).)).).).....,19,-6.945,31,0.000003
21790,.....((((.((((.....)))).)))).(.....).........(((...((..(.....).)).))).......,15,-6.945,30,0.000003
21791,.....(((..(((((...)))))..))).(......)(....)..((((..((.(......).)))))).......,17,-6.945,32,0.000003
21792,.....((((.(((((...))))).))))...................(....((.(.......).)).....)...,13,-6.945,24,0.000003
21793,.....((((.(((((...))))).)))).((.(..(..............).).))............(...)...,14,-6.945,24,0.000003
21794,.....(((..(((((...)))))..))).(.(((..(.((.(((.((.....))))).)).).)))..).......,20,-6.945,13,0.000003
21795,.....(((..(((((...)))))..))).(.(((..(.((.((.(((.....))))).)).).)))..).......,20,-6.945,13,0.000003
21796,.....((((.(((((...))))).))))...(((..(.(..(..((.........)).)).).)))..........,17,-6.945,12,0.000003
21797,.....((((.(((((...))))).)))).((.....))..........(.(.(....).).).....((...))..,16,-6.945,23,0.000003
21798,.....((((.(((((...))))).)))).(.....)............((.((..(.....).)))).(...)...,16,-6.945,25,0.000003
21799,.....(((..(((((...)))))..))).((.....)).......((((.(.(....)....)..)))).......,16,-6.945,34,0.000003
21800,.....(((..(((((...)))))..))).((.(((.......)........)).)).......(....).......,14,-6.945,28,0.000003
21801,.....((((..(((.....)))..))))..(.....)........((((................)))).......,12,-6.945,30,0.000003
21802,.....((((..((((...))))..))))...(((..(.((.((...(......).)).)).).)))..........,17,-6.945,8,0.000003
21803,.....(((..(((((...)))))..)))..(.(....................).)............(...)...,11,-6.945,22,0.000003
21804,..........(((((...)))))......((.(...................).))............(...)...,9,-6.945,30,0.000003
21805,.....(((..(((((...)))))..))).......((....)).....((.((.(......).))))((...))..,17,-6.945,25,0.000003
21806,.....((((.(((((...))))).)))).((.....)).......((.((...............))..)).....,15,-6.945,30,0.000003
21807,..........((((.....))))......((.(((...............))).)).......(....).......,10,-6.945,37,0.000003
21808,.....((((.((((.....)))).))))...(((..(.(.((.............))..).).))).((...))..,17,-6.945,9,0.000003
21809,..((...)).(((((...)))))......(((((..(.((.((............)).)).).)))..))......,17,-6.945,17,0.000003
21810,.....((((.((((.....)))).)))).((....)).....(....)...((.(......).))...........,14,-6.945,29,0.000003
21811,.....((((.((((.....)))).))))..(....)............((.((.(......).))))((...))..,16,-6.945,26,0.000003
21812,.....((((.((((.....)))).)))).((.((..(.............))).))....................,13,-6.945,28,0.000003
21813,.....((((.(((((...))))).)))).........((....(.((((..((.(......).)))))).)))...,19,-6.945,32,0.000003
21814,.....((((.(((((...))))).)))).....((.(.((.(((((......))))).))...).)).........,19,-6.945,20,0.000003
21815,.....((((.((((.....)))).)))).((.(((......((.....))))).)).....(.(....).).....,17,-6.944,32,0.000003
21816,.....(((..(((((...)))))..)))....(((..........)))....((...........)).........,13,-6.944,29,0.000003
21817,.....((((.((((.....)))).))))...(((..(.((....(....)........)).).))).((...))..,17,-6.944,8,0.000003
21818,.....(((..(((((...)))))..)))..(.(.((.((..(.((..........))..)..)).)).).).....,17,-6.944,31,0.000003
21819,.....((((.(((((...))))).))))...(((..(.((.((.........))....)).).)))..(...)...,18,-6.944,8,0.000003
21820,.....(((..((((.....))))..))).((.((..(.((.((((........)))).)).).))...))......,18,-6.944,17,0.000003
21821,.....(((..(((((...)))))..))).(((((..(.(((((...........))).)).).)))...)).....,19,-6.944,16,0.000003
21822,.....((((..((((...))))..)))).((..((.(..........................).))..)).....,13,-6.944,28,0.000003
21823,.....((((.(((((...))))).))))....((((((....))))))...(((.(.......).)).).......,19,-6.944,32,0.000003
21824,.....((((.(((((...))))).))))(((.....)))...............(...........).........,13,-6.944,26,0.000003
21825,.....(((..(((((...)))))..))).....((.(.....((...............))..).)).........,13,-6.944,26,0.000003
21826,.....(((..(((((...)))))..)))...(((..(.((.((...(.....).))..)).).)))..(...)...,18,-6.944,11,0.000003
21827,.....((((.(((((...))))).))))......(.......)..((((...(..........).)))).......,15,-6.944,27,0.000003
21828,......(((.(((((...)))))......((.((.................)).))......)))..((...))..,14,-6.944,30,0.000003
21829,.....(((..((((.....))))..))).((....))........((.((.((..........))))..)).....,15,-6.944,36,0.000003
21830,..........(((((...)))))..(.((((.................)))).)......(....).((...))..,13,-6.944,33,0.000003
21831,..........((((.....)))).(((...)))............((((...(.(......).).)))).......,13,-6.944,38,0.000003
21832,......((..(((((...)))))..)).(((.....)))............((.(......).))...(...)...,14,-6.944,29,0.000003
21833,.(...((((.(((((...))))).)))).)......(.....)..((((..((.(......).)))))).......,18,-6.944,30,0.000003
21834,.....(((..((((.....))))..)))..(.(.((.((.....((.......)).......)).)).).).....,15,-6.944,35,0.000003
21835,.....(((..(((((...)))))..)))...(((..(.((.(((.((.....))))).)).).))).(.....)..,20,-6.944,10,0.000003
21836,.....(((..(((((...)))))..)))...(((..(.((.((.(((.....))))).)).).))).(.....)..,20,-6.944,10,0.000003
21837,.....(((..(((((...)))))..)))(((.....))).............((.(.....)...)).........,14,-6.944,29,0.000003
21838,.....((((.(((((...))))).)))).((.((.................)).)).(................).,14,-6.944,27,0.000003
21839,.....((((.(((((...))))).))))...(((..(.(.....(((.......)))..).).))).((...))..,19,-6.944,10,0.000003
21840,.....((((.(((((...))))).))))...(((................((...))......))).((...))..,16,-6.944,12,0.000003
21841,..........((((.....))))..((.....))...........(((...((..(.....).)).))).......,12,-6.944,36,0.000003
21842,.....(((..((((.....))))..)))(((.....)))......(..((.((.(......).)))).).......,16,-6.944,35,0.000003
21843,.....((((..((((...))))..))))...(((..(.((..((.........))...)).).))).((...))..,18,-6.944,9,0.000003
21844,.....(((..(((((...)))))..))).......(......)........((..........))..((...))..,13,-6.944,21,0.000003
21845,.....(((..(((((...)))))..)))....(.((.(((...................)..)).)).).......,14,-6.944,27,0.000003
21846,.....((((.((((.....)))).))))..((((..(.((.(..............).)).).)))....).....,16,-6.944,10,0.000003
21847,..........(((((...)))))..((.....))..............((.((..(.....).)))).(...)...,13,-6.943,31,0.000003
21848,.....((((.(((((...))))).)))).(...................)..((.(.......).)).........,13,-6.943,25,0.000003
21849,.....(((..(((((...)))))..))).((...))............(((.............))).........,13,-6.943,30,0.000003
21850,.....(((..((((.....))))..))).(.(((..(.(..((............))..).).)))..).......,15,-6.943,11,0.000003
21851,.....((((.(((((...))))).)))).((....)).....(....).............(.(....).).....,14,-6.943,25,0.000003
21852,..........(((((...)))))......((....))..............((.(......).))...(...)...,11,-6.943,32,0.000003
21853,.....(((..(((((...)))))..)))...(((..(.((..(.....)..(...)..)).).))).((...))..,18,-6.943,8,0.000003
21854,.....(((..((((.....))))..))).((.....))....(....)....((.(.......).))((...))..,15,-6.943,27,0.000003
