,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
1998,.....(((..(((((...)))))..)))..(.(.((.((.......((...)).........)).)).).).....,16,-8.572,33,0.000051
1999,.....((((..(((.....)))..)))).((.....)).......((((..((.(......).)))))).......,16,-8.572,35,0.000051
2000,.....(((..((((.....))))..))).((.((.................)).))...........(.....)..,12,-8.571,27,0.000051
2001,.....((((.((((.....)))).))))....((..(.((.((............)).)).).))...(...)...,16,-8.57,6,0.000051
2002,.....(((..(((((...)))))..)))..(....)............((.((.(......).)))).........,14,-8.569,30,0.000051
2003,.....((((.(((((...))))).))))(((.....)))...............((.........)).........,14,-8.569,26,0.000051
2004,.....(((..(((((...)))))..)))....((..(.((.(..............).)).).))..((...))..,16,-8.569,6,0.000050
2005,.....(((..((((.....))))..))).((.....)).............((.(......).))..((...))..,14,-8.569,26,0.000050
2006,.....(((..(((((...)))))..)))...(((.(..(..((............)).)..).)))..........,15,-8.568,13,0.000050
2007,.....(((..(((((...)))))..))).(((((..(.((.((...((...))..)).)).).)))...)).....,20,-8.568,14,0.000050
2008,.....((((.(((((...))))).))))..(.(.((.(((.(((..........))).))...).)).).).....,19,-8.567,20,0.000050
2009,.....((((.(((((...))))).)))).((.(...................).)).........(....).....,13,-8.567,25,0.000050
2010,.....((((.(((((...))))).))))..(.(.((.((.......(......)........)).)).).).....,16,-8.566,29,0.000050
2011,.....((((.(((((...))))).)))).................((((......(.....)...)))).......,14,-8.566,25,0.000050
2012,.....((((..((((...))))..))))..(.(.((.((.((..((.........)).))..)).)).).).....,18,-8.566,32,0.000050
2013,.....(((..(((((...)))))..))).................(((..................))).......,11,-8.566,26,0.000050
2014,..........((((.....)))).....(((.....)))......((((................)))).......,11,-8.566,39,0.000050
2015,.....((((.((((.....)))).)))).((.(((...............))).))....(.....).........,14,-8.565,31,0.000050
2016,.....(((..(((((...)))))..)))..(.(.((.(((((((..........))).))..)).)).).).....,19,-8.565,28,0.000050
2017,.....(((..((((.....))))..)))...(((.(.........................).)))..........,11,-8.565,19,0.000050
2018,..((.((((.((.((((.....))))))...))))..))......((((..((.(......).)))))).......,19,-8.565,53,0.000050
2019,.....(((..(((((...)))))..)))..(.(.((.((......((............)).)).)).).).....,16,-8.564,32,0.000050
2020,.....((((.((((.....)))).)))).(((((..(.((.((..((.....)).)).)).).)))...)).....,20,-8.564,14,0.000050
2021,.....((((.(((((...))))).)))).(((((..(.((.((...((...))..)).)).).)))..))......,21,-8.563,11,0.000050
2022,.....(((..(((((...)))))..)))...(((..(.((.(((.........)))..)).).)))..(...)...,18,-8.563,11,0.000050
2023,.....((((.((((.....)))).))))...(((..(.((.((..(.......).)).)).).))).((...))..,19,-8.563,4,0.000050
2024,.....((((.(((((...))))).))))..........................((.........)).........,11,-8.562,22,0.000050
2025,.....(((..(((((...)))))..)))....(.((.((.((..((.........)).))..)).)).).......,17,-8.561,30,0.000050
2026,.....((((.(((((...))))).))))..(.(.((.(........((.............))).)).).).....,16,-8.561,29,0.000050
2027,.....((((.((((.....)))).))))...(((..(.((.((..(((...))).)).)).).)))..(...)...,20,-8.561,10,0.000050
2028,.....(((..(((((...)))))..))).((.(...................).)).....(.(....).).....,13,-8.56,27,0.000050
2029,.....(((..(((((...)))))..)))......((.((.((..(((.......))).))..)).)).........,17,-8.56,32,0.000050
2030,.....(((..(((((...)))))..))).((.....)).......((.((.((.(......).))))..)).....,17,-8.559,35,0.000050
2031,.....((((.(((((...))))).)))).(....)..........(((...((.(......).)).))).......,16,-8.559,29,0.000050
2032,.....((((.(((((...))))).)))).(....)..........((((..((..(.....).)))))).......,17,-8.559,29,0.000050
2033,.....(((..(((((...)))))..)))...(((.(..((.(((..(.....).))).)).).))).((...))..,20,-8.558,9,0.000050
2034,.....((((.(((((...))))).)))).(((((..(.((....((.........)).)).).)))...)).....,19,-8.558,14,0.000050
2035,.....((((.(((((...))))).))))...(((..(.((.(((..........))).)).).)))(...).....,19,-8.557,8,0.000049
2036,.....(((..(((((...)))))..))).((.....))..........((.((..........))))((...))..,16,-8.557,26,0.000049
2037,.....(((..(((((...)))))..))).(.....).........(((...((.(......).)).))).......,15,-8.557,31,0.000049
2038,.....(((..(((((...)))))..))).(.....).........((((..((..(.....).)))))).......,16,-8.556,31,0.000049
2039,.....(((..((((.....))))..)))....((..(.((.((............)).)).).))...........,14,-8.556,10,0.000049
2040,.....((((.(((((...))))).)))).........(....).........((.(.......).)).(...)...,14,-8.556,22,0.000049
2041,.....((((.(((((...))))).)))).((.((........(....)...)).))....................,14,-8.555,26,0.000049
2042,.....(((..(((((...)))))..))).((.....))....(..((((................)))).).....,15,-8.555,31,0.000049
2043,.....(((..((((.....))))..)))..(.(.((.((.......(.....).........)).)).).).....,14,-8.555,33,0.000049
2044,.....((((.(((((...))))).)))).((....))...............((...........)).........,13,-8.555,26,0.000049
2045,.....((((.(((((...))))).))))...(((.(.....(((..........)))....).)))..........,16,-8.554,13,0.000049
2046,.....(((..(((((...)))))..))).((...((.((.......................)).))..)).....,14,-8.553,31,0.000049
2047,.....((((.(((((...))))).))))...(((..(.((............(....))).).)))..(...)...,17,-8.553,8,0.000049
2048,.....((((.(((((...))))).)))).((...))...............((.(......).))..((...))..,16,-8.551,23,0.000049
2049,.....(((..((((.....))))..))).(((((..(.((.((...(.....)..)).)).).)))...)).....,18,-8.551,14,0.000049
2050,.....(((..(((((...)))))..))).((.....)).......((.((.((.(......).)))).))......,17,-8.551,34,0.000049
2051,.....((((.(((((...))))).))))...(((..(.((...(............).)).).))).((...))..,18,-8.551,5,0.000049
2052,.....((((.(((((...))))).))))...(((..(.((..((..(.....).))..)).).))).((...))..,20,-8.55,6,0.000049
2053,.....((((.(((((...))))).))))..(.(.((.((.((..(((.....)))...))..)).)).).).....,20,-8.55,34,0.000049
2054,.....((((.(((((...))))).))))(((.....)))......((((....(.......)...)))).......,17,-8.55,30,0.000049
2055,.....((((.((((.....)))).))))....(.((.((...((...............)).)).)).).......,15,-8.55,29,0.000049
2056,.....((((.(((((...))))).)))).(....).............((.((.(......).)))).........,15,-8.55,28,0.000049
2057,.....((((.(((((...))))).)))).((.....)).......((((((.(........))).)))).......,18,-8.55,32,0.000049
2058,.....(((..(((((...)))))..)))(((.....)))........((..((.(......).)))).........,16,-8.549,32,0.000049
2059,...(.((((.((.((((.....))))))...)))).)........(((...((.(......).)).))).......,17,-8.549,50,0.000049
2060,.....(((..(((((...)))))..)))...(((..(.(..((((........))))..).).)))..(...)...,18,-8.549,10,0.000049
2061,...(.((((.((.((((.....))))))...)))).)........((((..((..(.....).)))))).......,18,-8.549,50,0.000049
2062,.....((((.(((((...))))).))))...(((.(..((..((..........))..)).).))).((...))..,19,-8.549,7,0.000049
2063,.....(((..(((((...)))))..)))...(((..(.(..((..((.....)).))..).).))).((...))..,19,-8.549,8,0.000049
2064,.....((((.(((((...))))).)))).((.(((...............))).)).....(.......)......,15,-8.548,28,0.000049
2065,.....(((..((((.....))))..)))...(((..(.((.((...((...))..)).)).).)))..(...)...,18,-8.548,10,0.000049
2066,.....((((.(((((...))))).))))..(.(.((.((.........(............))).)).).).....,16,-8.548,28,0.000049
2067,.....((((.(((((...))))).))))..(.(.((.((........(.............))).)).).).....,16,-8.548,28,0.000049
2068,.....((((.(((((...))))).))))..(.(.((.((...(.(((.......)))...).)).)).).).....,19,-8.547,32,0.000049
2069,.....(((..(((((...)))))..))).(.....)............((.((.(......).)))).........,14,-8.547,30,0.000049
2070,.....(((..((((.....))))..)))...(((..(.((.((..(((...))).)).)).).)))..........,18,-8.547,14,0.000049
2071,.....((((.((((.....)))).)))).........(....).........((.(.......).)).........,12,-8.547,26,0.000049
2072,.....((((..((((...))))..)))).((.....)).......(((...((.(......).)).))).......,16,-8.546,32,0.000049
2073,.....((((..((((...))))..)))).((.....)).......((((..((..(.....).)))))).......,17,-8.546,32,0.000049
2074,.....(((..(((((...)))))..)))...(((..(.((.(..(((.....))).).)).).))).((...))..,20,-8.546,10,0.000049
2075,.....((((.(((((...))))).)))).((....))........((((..(((.......).)))))).......,18,-8.546,31,0.000049
2076,.....((((.((((.....)))).)))).(((((..(.((.((...(.....)..)).)).).)))..))......,19,-8.546,11,0.000049
2077,.....(((..(((((...)))))..))).((.((((......)).......)).))...........((...))..,16,-8.545,26,0.000049
2078,.....(((..(((((...)))))..)))...(((..(.((.((....(...)...)).)).).)))..(...)...,18,-8.545,6,0.000048
2079,.....(((..(((((...)))))..))).((....))........(((.((...........))..))).......,15,-8.544,32,0.000048
2080,......((..(((((...)))))..)).(((.....)))......((((..((..........)))))).......,16,-8.544,35,0.000048
2081,.....(((..(((((...)))))..)))..((((..(.((.(((..........))).)).).)))...)......,18,-8.544,10,0.000048
2082,......((..(((((...)))))..))..(((((..(.((.(((..........))).)).).)))...)).....,18,-8.544,14,0.000048
2083,..........(((((...)))))......((....))........((((..((..........)))))).......,13,-8.544,38,0.000048
2084,.....(((..(((((...)))))..))).((.....)).............((..(.....).))..((...))..,15,-8.544,23,0.000048
2085,.....((((.(((((...))))).)))).................((((....(.......)...)))).......,14,-8.543,26,0.000048
2086,.....(((..(((((...)))))..)))...(((.(..((.(..............).)).).)))..(...)...,16,-8.543,9,0.000048
2087,.....(((..(((((...)))))..)))...................((..((.(......).)))).........,13,-8.542,28,0.000048
2088,.....(((..(((((...)))))..))).((...)).........((((((...........)).)))).......,16,-8.542,34,0.000048
2089,.....(((..(((((...)))))..)))..(.((...(....)...)).)..((.(.......).)).........,15,-8.542,30,0.000048
2090,.....((((.(((((...))))).))))..(......).......((((..((..........)))))).......,16,-8.541,29,0.000048
2091,.....(((..(((((...)))))..))).((.((.................)).))..(..(.(....).)..)..,15,-8.54,28,0.000048
2092,...(.((((.((.((((.....))))))...)))).)...........((.((.(......).)))).........,16,-8.54,49,0.000048
2093,......(((.(((((...))))).)))..(((((..(.((.(((..........))).)).).)))..))......,19,-8.539,11,0.000048
2094,.....(((..(((((...)))))..)))...(((..(.((............(....))).).)))..........,15,-8.539,12,0.000048
2095,.....((((.((((.....)))).))))...(((..(.((....((.........)).)).).)))..(...)...,17,-8.538,10,0.000048
2096,.....(((..((((.....))))..))).((....))........((((...(.(......).).)))).......,15,-8.538,34,0.000048
2097,.....((((..((((...))))..)))).((.....))..........((.((.(......).)))).........,15,-8.537,31,0.000048
2098,.....((((.(((((...))))).))))..(.(.((.((...((.((.....)).....)).)).)).).).....,19,-8.537,33,0.000048
2099,.....((((.(((((...))))).)))).(((((..(.((.((.(........).)).)).).)))...)).....,20,-8.537,10,0.000048
2100,.....((((.(((((...))))).))))..(.(((..........))).)...((..........)).........,15,-8.537,29,0.000048
2101,.....(((..(((((...)))))..)))......((.((...(((....((.....))))).)).)).........,17,-8.536,33,0.000048
2102,.....((((.(((((...))))).))))........(.((.((((........)))).)).).....((...))..,18,-8.535,10,0.000048
2103,.....((((.(((((...))))).)))).((....))...........(..((.(......).)).).........,15,-8.534,28,0.000048
2104,.....(((..(((((...)))))..)))...(((..(.((.(((((.(...)))))).)).).))).((...))..,22,-8.533,10,0.000048
2105,.....((((.(((((...))))).))))....((..(.((..................)).).))...........,14,-8.533,10,0.000048
2106,.....(((..(((((...)))))..)))...(((.(......(((.............)))).)))..(...)...,16,-8.532,18,0.000047
2107,.....((((.(((((...))))).)))).(.(((..(.((.(..............).)).).)))..).......,17,-8.532,7,0.000047
2108,.....((((.(((((...))))).))))...(((..(.(((...............).)).).))).((...))..,18,-8.532,5,0.000047
2109,......(((.((((.....)))).)))..((.....)).......((((..((.(......).)))))).......,16,-8.532,35,0.000047
2110,.....((((..((((...))))..)))).((.(((...............))).))............(...)...,14,-8.531,27,0.000047
2111,.....((((.(((((...))))).))))(((.....))).............((...........)).........,14,-8.531,27,0.000047
2112,.....(((..(((((...)))))..)))...(((..(.((.........((.....)))).).))).((...))..,18,-8.531,9,0.000047
2113,.....((((.(((((...))))).))))...(((..(.((.(..............).)).).))).(.....)..,17,-8.531,4,0.000047
2114,.....((((.(((((...))))).))))...(((..(.((.....(((...)))....)).).)))..........,18,-8.53,14,0.000047
2115,.....(((..(((((...)))))..))).((....))............(((..((.........))...)))...,15,-8.53,32,0.000047
2116,..........(((((...)))))......(((((..(.((.((............)).)).).)))..))......,15,-8.53,15,0.000047
2117,.....((((...(((((.....)))))....))))..........((((..((.(......).)))))).......,16,-8.53,50,0.000047
2118,.....(((..(((((...)))))..)))...(((..(.((.((..(........))).)).).)))..(...)...,18,-8.529,6,0.000047
2119,.....(((..(((((...)))))..)))...(((.(.........((.....)).......).))).((...))..,16,-8.529,17,0.000047
2120,.....((((.((((.....)))).))))..(.(.((.((...((((.........)..))).)).)).).).....,18,-8.529,33,0.000047
2121,.....(((..(((((...)))))..)))....((((((....))))))....((.(.......).)).........,17,-8.528,33,0.000047
2122,.....((((..((((...))))..))))..(.(.((.((...(((((.....))....))).)).)).).).....,19,-8.527,36,0.000047
2123,.....(((..(((((...)))))..))).((.....)).......((((......(.....)...)))).......,15,-8.527,30,0.000047
2124,.....((((.(((((...))))).)))).((.(((...............))).))....(.....)((...))..,17,-8.526,25,0.000047
2125,.....(((..((((.....))))..)))...(((..(.((....((.........)).)).).)))..........,15,-8.524,14,0.000047
2126,.....((((.(((((...))))).))))........................((...........)).........,11,-8.524,23,0.000047
2127,.....((((.(((((...))))).))))..(....).(....)..((((..((.(......).)))))).......,18,-8.524,31,0.000047
2128,.....((((.(((((...))))).))))...(((..(.(..(..............)..).).)))..........,15,-8.523,8,0.000047
2129,.....(((..(((((...)))))..))).((.....))................((.........)).........,12,-8.523,27,0.000047
2130,.....((((.(((((...))))).))))...(((.(..........(.....)........).)))..........,14,-8.523,17,0.000047
2131,.....((((.(((((...))))).))))(((.....)))......((((..(((.......).)))))).......,19,-8.523,32,0.000047
2132,.....(((..(((((...)))))..)))....(.((.((...(((((.....))....))).)).)).).......,18,-8.522,34,0.000047
2133,.....((((.(((((...))))).))))..(.(.((.((...((.((.......))...)).)).)).).).....,19,-8.521,32,0.000047
2134,.....(((..(((((...)))))..)))(((.....)))......(((.((...........))..))).......,16,-8.521,33,0.000047
2135,.....((((.(((((...))))).))))..(.(.((.((...(((....(.......)))).)).)).).).....,19,-8.52,32,0.000046
2136,.....((((..((((...))))..))))...(((.(..((.((............)).)).).)))..........,16,-8.52,9,0.000046
2137,.....(((..((((.....))))..))).(((...................))).............((...))..,12,-8.52,25,0.000046
2138,.....((((.(((((...))))).))))...(((.(.....((............))....).)))..(...)...,16,-8.519,9,0.000046
2139,..........(((((...)))))......((.(((...............))).))....................,10,-8.518,35,0.000046
2140,.....((((.(((((...))))).)))).((....)).....(.....)..((.(......).))..((...))..,17,-8.518,23,0.000046
2141,.....(((..(((((...)))))..)))......(.(.((.(((..........))).)).).)...((...))..,17,-8.518,11,0.000046
2142,.....(((..(((((...)))))..)))..(.(.((.(((.((............)).))...).)).).).....,17,-8.518,20,0.000046
2143,.....((((.((((.....)))).))))...(((..(.((.((.(........).)).)).).)))..(...)...,18,-8.517,6,0.000046
2144,.....(((..((((.....))))..))).((.((.................)).)).....(........).....,12,-8.517,30,0.000046
2145,.....((((.(((((...))))).))))........(.((.((............)).)).)...(....).....,15,-8.517,11,0.000046
2146,.....(((..(((((...)))))..)))..(...)..........((((..((.(......).)))))).......,16,-8.517,32,0.000046
2147,.....(((..(((((...)))))..))).((.((..(.........)....)).))...........((...))..,15,-8.517,24,0.000046
2148,.....((((.(((((...))))).))))....((..(.((.((((........)))).)).).))...(...)...,19,-8.516,8,0.000046
2149,.....((((.((((.....)))).))))...(((.(..((.((((........)))).)).).))).((...))..,20,-8.516,9,0.000046
2150,.....((((.(((((...))))).)))).................((((..(((.......).)))))).......,16,-8.516,28,0.000046
2151,.....((((.((((.....)))).))))....(.((.((.......................)).)).).......,13,-8.515,27,0.000046
2152,.....(((..(((((...)))))..))).((....))........((.((.((.(......).)))))).......,17,-8.515,33,0.000046
2153,.....(((..(((((...)))))..))).((....))........(((.(.((.(......).)))))).......,17,-8.515,33,0.000046
2154,.....((((.(((((...))))).))))...(((..(.((.(((....)......)).)).).))).((...))..,20,-8.515,2,0.000046
2155,.....((((.(((((...))))).))))..(.....)........((((((...........)).)))).......,16,-8.515,29,0.000046
2156,.....((((.(((((...))))).)))).((.....))........(((................)))........,14,-8.515,27,0.000046
2157,.....(((..((((.....))))..)))(((.....)))......((((...(.(......).).)))).......,16,-8.515,35,0.000046
2158,.....((((.(((((...))))).)))).((..((.(.((.(((..........))).)).)...))..)).....,19,-8.514,18,0.000046
2159,.....(((..(((((...)))))..))).................(((.((...........))..))).......,13,-8.514,29,0.000046
2160,.....((((.(((((...))))).))))..(.(.((.((.((.((..........)).))..)).)).).).....,19,-8.514,30,0.000046
2161,.....((((.(((((...))))).))))...(((..(.((......((...)).....)).).)))..........,17,-8.513,12,0.000046
2162,.....((((.((((.....)))).))))...(((..(.((.....((.....))....)).).)))..........,16,-8.513,14,0.000046
2163,...(.(((.....((((.....))))......))).)........((((..((.(......).)))))).......,15,-8.513,51,0.000046
2164,.....(((..(((((...)))))..))).((....))........((((...(..(.....).).)))).......,16,-8.513,31,0.000046
2165,.....(((..(((((...)))))..)))..(.(.((.((...(((.....(....)..))).)).)).).).....,18,-8.512,33,0.000046
2166,.....((((.(((((...))))).))))...(((..(.((.(((..(......)))).)).).)))..........,19,-8.511,8,0.000046
2167,.....((((.(((((...))))).))))....((..(.((.(((..(.....).))).)).).))..((...))..,20,-8.511,6,0.000046
2168,.....((((.((((.....)))).))))..(.(.((.((...(((.(........)..))).)).)).).).....,18,-8.511,33,0.000046
2169,.....((((.(((((...))))).))))...(((..(........................).))).((...))..,15,-8.511,8,0.000046
2170,.....((((.(((((...))))).))))(((.....))).........(..((.(......).)).).........,16,-8.51,29,0.000046
2171,.....(((..(((((...)))))..)))...(((.(..(..(((..........))).)..).))).((...))..,18,-8.51,11,0.000046
2172,.....((((.(((((...))))).))))....((.(..((.(((..........))).)).).))..((...))..,19,-8.509,7,0.000046
2173,.....(((..(((((...)))))..)))..(.((((((....)))))).).................((...))..,17,-8.509,28,0.000046
2174,.....((((.(((((...))))).))))..(.(.((.((((...(((.......))).))..)).)).).).....,20,-8.509,32,0.000046
2175,.....((((.((((.....)))).)))).((.....))..........((.((.(......).)))).(...)...,16,-8.509,29,0.000046
2176,.....((((.(((((...))))).)))).....((.(..........................).)).........,12,-8.509,22,0.000046
2177,.....((((.(((((...))))).)))).((.(((...............))).))..........(...).....,15,-8.508,29,0.000046
2178,.....(((..((((.....))))..)))..(.(.((.((.....(((.......))).....)).)).).).....,16,-8.508,35,0.000046
2179,.....(((..((((.....))))..))).((....))............(((((.(.......).))...)))...,15,-8.508,35,0.000046
2180,.....((((.(((((...))))).)))).((.((.................)).))...(.............)..,14,-8.508,25,0.000046
2181,.....((((.(((((...))))).)))).........(....).........((.(.......).))((...))..,15,-8.508,20,0.000046
2182,.....(((..((((.....))))..))).................((((...(.(......).).)))).......,13,-8.508,31,0.000046
2183,..........(((((...)))))......((.((.................)).)).......(.....)......,10,-8.508,34,0.000046
2184,.....(((..(((((...)))))..)))...(((..(.((.((............)).)).).)))(...).....,17,-8.508,8,0.000046
2185,.....((((.(((((...))))).))))...(((..(.((.((...(......).)).)).).)))..(...)...,19,-8.507,4,0.000046
2186,.....((((.(((((...))))).))))...(((..(.((.((............)).)).).))).....(...),18,-8.507,6,0.000046
2187,.....((((.(((((...))))).))))...(((.(........((.........))....).)))..........,15,-8.507,17,0.000045
2188,.....(((..(((((...)))))..)))(((.....)))..........(((..((.........))...)))...,16,-8.507,33,0.000045
2189,.....((((.((((.....)))).))))..(.(.((.((...((((((...)))....))).)).)).).).....,20,-8.507,38,0.000045
2190,......(((.(((((...))))).)))..((.....)).......(((...((.(......).)).))).......,16,-8.507,32,0.000045
2191,......(((.(((((...))))).)))..((.....)).......((((..((..(.....).)))))).......,17,-8.506,32,0.000045
2192,.....(((..(((((...)))))..)))..(.(((..........))).).((.(......).))..((...))..,17,-8.506,27,0.000045
2193,.....((((.(((((...))))).))))........(.....)..((((...(.(......).).)))).......,16,-8.505,27,0.000045
2194,.....(((..(((((...)))))..)))...(((.(.....((............))....).)))..........,14,-8.505,13,0.000045
2195,.....((((.(((((...))))).))))..(.(.((.((.(.................)...)).)).).).....,16,-8.505,28,0.000045
2196,.....(((..(((((...)))))..))).((.....)).......((((....(.......)...)))).......,15,-8.504,31,0.000045
2197,.....(((..(((((...)))))..)))......(.......)..((((................)))).......,13,-8.504,28,0.000045
2198,.....((((.(((((...))))).))))....................(..((.(......).)).).........,13,-8.504,25,0.000045
2199,.....(((..((((.....))))..)))...(((..(.((.((.(........).)).)).).)))..........,16,-8.503,10,0.000045
2200,......((..(((((...)))))..))..((....))........((((..((..........)))))).......,15,-8.503,34,0.000045
2201,.....(((..(((((...)))))..)))....((..(.((.((((........)))).)).).))...........,17,-8.502,12,0.000045
2202,.....(((..((((.....))))..))).((.((.................)).)).....(......).......,12,-8.502,29,0.000045
2203,.....((((.(((((...))))).)))).(.....).(....)..((((..((.(......).)))))).......,18,-8.502,31,0.000045
2204,.....((((.(((((...))))).))))....(.((.((...(((.(.........).))).)).)).).......,18,-8.502,29,0.000045
2205,.....((((.(((((...))))).))))...(((.(..(..((............))..).).))).((...))..,18,-8.501,5,0.000045
2206,.....(((..((((.....))))..)))..(.(.((.((...((((.........))..)).)).)).).).....,17,-8.501,35,0.000045
2207,.....(((..(((((...)))))..)))..(.(.((.((.((..((.........))..)).)).)).).).....,18,-8.501,33,0.000045
2208,.....((((.(((((...))))).)))).((.....)).........(.((...........)).).((...))..,16,-8.5,23,0.000045
2209,.....(((..(((((...)))))..))).....................(((..((.........))...)))...,13,-8.5,29,0.000045
2210,.....((((..((((...))))..))))...(((..(.((.(((((......))))).)).).)))..(...)...,20,-8.5,10,0.000045
2211,.....((((.(((((...))))).))))....(.((.((.((................))..)).)).).......,16,-8.5,26,0.000045
2212,.....((((.(((((...))))).))))......((.((.......(.....).........)).)).........,14,-8.499,27,0.000045
2213,.....(((..(((((...)))))..)))...(((.(..((..(............)..)).).))).((...))..,17,-8.499,7,0.000045
2214,.....(((..(((((...)))))..)))......((.((...(((....(((...)))))).)).)).........,18,-8.499,34,0.000045
2215,.....(((..(((((...)))))..))).((....)).........(((..((.(......).)))))........,16,-8.498,32,0.000045
2216,......(((.(((((...))))).)))..((.....))..........((.((.(......).)))).........,15,-8.497,31,0.000045
2217,..........(((((...)))))......((.((.................)).)).......(....).......,10,-8.497,33,0.000045
2218,.....(((..(((((...)))))..)))..(.(.((.(((...................)..)).)).).).....,15,-8.497,29,0.000045
2219,.....(((..(((((...)))))..))).(......)........((((................)))).......,13,-8.496,28,0.000045
2220,.....((((.((((.....)))).))))...(((..(.((......(.....).....)).).)))..........,15,-8.496,12,0.000045
2221,.....(((..(((((...)))))..))).......((....))..((((................)))).......,14,-8.496,28,0.000045
2222,.....((((.((((.....)))).)))).((.....)).......((((....(.(.....).).)))).......,16,-8.496,31,0.000045
2223,.....((((.((((.....)))).))))..(....).........((((................)))).......,13,-8.496,29,0.000045
2224,.....(((..(((((...)))))..))).......(......)..((((..((..........)))))).......,15,-8.495,30,0.000045
2225,.....((((.(((((...))))).))))(((.....)))...(.....)..((.(......).))..((...))..,18,-8.495,24,0.000045
2226,.....(((..(((((...)))))..)))...(((..(.((.........(((...))))).).))).((...))..,19,-8.495,10,0.000045
2227,.....(((..((((.....))))..)))..(.....)........((((................)))).......,12,-8.494,30,0.000044
2228,.....(((..(((((...)))))..)))...(((..(.((.((...(......).)).)).).)))..........,17,-8.494,8,0.000044
2229,.....(((..(((((...)))))..))).((..((.(..........................).))..)).....,13,-8.493,28,0.000044
2230,.....(((..(((((...)))))..)))...(((..(.((..((.........))...)).).))).((...))..,18,-8.492,9,0.000044
2231,.....((((.(((((...))))).))))...(((.(..((.(((.(......).))).)).).))).((...))..,21,-8.492,7,0.000044
2232,.....(((..(((((...)))))..)))(((.....)))......((.((.((.(......).)))))).......,18,-8.492,34,0.000044
2233,.....(((..(((((...)))))..)))(((.....)))......(((.(.((.(......).)))))).......,18,-8.492,34,0.000044
2234,.....(((..(((((...)))))..)))........(.((.(((..........))).)).)......(...)...,15,-8.492,12,0.000044
2235,.....((((.(((((...))))).))))..(.((............)).).((.(......).))..((...))..,17,-8.491,23,0.000044
2236,.....((((.(((((...))))).))))..(.(((...............))).).............(...)...,14,-8.491,24,0.000044
2237,......(((.(((((...))))).)))..((.(((...............))).))............(...)...,14,-8.491,27,0.000044
2238,.....((((.(((((...))))).)))).((.((...(.......).....)).))............(...)...,15,-8.491,25,0.000044
2239,.....(((..((((.....))))..))).((.((.................)).))...(((.(....).).))..,15,-8.491,31,0.000044
2240,.....((((.(((((...))))).)))).....(........)..((((................)))).......,14,-8.491,25,0.000044
2241,.....((((.(((((...))))).))))...(((..(.((.((............)).)).).)).).........,17,-8.49,7,0.000044
2242,...(.(((..(((((...)))))..((...))))).)........((((..((.(......).)))))).......,18,-8.49,39,0.000044
2243,.....((((.(((((...))))).))))((.......))......((((..((.(......).)))))).......,18,-8.49,31,0.000044
2244,..........(((((...)))))........(((..(.((.(((..........))).)).).)))..(...)...,15,-8.489,12,0.000044
2245,......((..(((((...)))))..))..(((((..(.((.((............)).)).).)))..))......,17,-8.489,11,0.000044
2246,.....(((..(((((...)))))..)))(((.....)))......((((...(..(.....).).)))).......,17,-8.489,32,0.000044
2247,.....(((..(((((...)))))..)))...(((.(..(....................).).))).((...))..,15,-8.488,11,0.000044
2248,.....((((.(((((...))))).))))..............(.....)..((.(......).))..((...))..,15,-8.488,20,0.000044
2249,...(.((((...(((((.....)))))....)))).)........((((................)))).......,14,-8.488,48,0.000044
2250,.....(((..(((((...)))))..)))...(..........)..((((..((.(......).)))))).......,16,-8.487,30,0.000044
2251,.....(((...((((((.....))))))....)))..........((((................)))).......,13,-8.487,47,0.000044
2252,.....((((.(((((...))))).))))...(((..(.((...(..........)...)).).)))..........,16,-8.487,10,0.000044
2253,.....(((..(((((...)))))..))).................((.((.((.(......).)))))).......,15,-8.485,30,0.000044
2254,.....(((..(((((...)))))..))).................(((.(.((.(......).)))))).......,15,-8.485,30,0.000044
2255,.....(((..(((((...)))))..))).((.....))..............((...........)).........,12,-8.485,28,0.000044
2256,.....(((..(((((...)))))..))).((.((.................)).))...((..(....)...))..,15,-8.485,28,0.000044
2257,.....(((..((((.....))))..)))(((.....)))..........(((((.(.......).))...)))...,16,-8.485,36,0.000044
2258,.....((((.(((((...))))).))))...(((.(..((.(((..(.....).))).)).).)))..(...)...,20,-8.485,9,0.000044
2259,.....(((..(((((...)))))..)))..(.(.((.((......((......)).......)).)).).).....,16,-8.484,33,0.000044
2260,.....((((.((((.....)))).)))).((.....)).......(((...((..(.....).)).))).......,16,-8.484,31,0.000044
2261,.....((((.(((((...))))).)))).((.....))..........((.((..(.....).)))).(...)...,17,-8.483,26,0.000044
2262,.....((((..(((.....)))..)))).((.((.................)).))....................,11,-8.483,29,0.000044
2263,.....(((..(((((...)))))..))).................((((...(..(.....).).)))).......,14,-8.482,28,0.000044
2264,.....((((.((((.....)))).)))).(((((..(.((.(((((......))))).)).).)))...)).....,21,-8.482,16,0.000044
2265,.....(((..(((((...)))))..)))..(.(.((.((...(((.(.....).....))).)).)).).).....,18,-8.481,34,0.000044
2266,.....((((.(((((...))))).))))..(.(.((.((...(((...(........)))).)).)).).).....,19,-8.481,32,0.000044
2267,.....((((.(((((...))))).)))).....((.(.((.((............)).)).)...)).........,16,-8.48,12,0.000043
2268,.....(((..((((.....))))..))).((....))........(((...((..........)).))).......,14,-8.48,33,0.000043
