,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
19453,......((((.(...((.((((.....((......................)))))).)).)))))..........,13,-2.139,42,0.000004
19454,..((....(((((....))))).)).................(.((((.......((....))....)))).)...,14,-2.139,35,0.000004
19455,((......((((......))))...))............((.(.....).))...((....)).............,11,-2.139,33,0.000004
19456,........((((......))))..............((..(((............))).))...............,9,-2.139,27,0.000004
19457,........((((......))))...............((..((((...(.(...).)..)))).)).((...))..,14,-2.139,16,0.000004
19458,..............(....)..................(((......))).....((....)).............,6,-2.139,34,0.000004
19459,.........(((......))).................(((......)))............(......)......,7,-2.139,26,0.000004
19460,........((((......))))...........((......)).(((((......((....))...))))).....,13,-2.139,30,0.000004
19461,..(((....((((....)))))))......(((....((..((((.(.........)..)))).)).....)))..,17,-2.139,21,0.000004
19462,..((....((((......))))))......((.((..((..((((..(......)....)))).)).)).))....,17,-2.139,8,0.000004
19463,..(((....(((......))))))......(((((..((..((((...(.(...).)..)))).)).))..)))..,19,-2.139,17,0.000004
19464,........((((......))))......((...((..((..((((...(....).....)))).)).))..))...,15,-2.139,11,0.000004
19465,......(...((...((.((((.....(((.((..............)).))))))).)).)).)...........,14,-2.139,44,0.000004
19466,..((....((((......))))))..................(.(((((.(....((....)))..))))).)...,15,-2.139,37,0.000004
19467,.........((((....))))..................((.(.....).))...(......).......(...).,9,-2.139,29,0.000004
19468,.........((((....)))).........(((.....((.(((((((....)))....)))).)).....)))..,16,-2.139,24,0.000004
19469,...(...).(((......))).........((.((..((..((((...((......)).)))).)).)).))....,16,-2.138,6,0.000004
19470,...((....((((....))))))................((.(.....).)).......((.(.(...).)..)).,13,-2.138,33,0.000004
19471,.........((((....))))..........((........((((...(.(...).)..))))........))...,12,-2.138,20,0.000004
19472,.........((((....)))).........((.((..((..((((.(((....))..).)))).)).)).))....,17,-2.138,8,0.000004
19473,.........((((....))))...(....)((.((..((..(((................))).)).)).))....,14,-2.138,6,0.000004
19474,.........(((......))).......(.((.((..((..((((..(((......))))))).)).)).)))...,17,-2.138,8,0.000004
19475,.........(((......))).......((.(.((..((..((((..(((......))))))).)).)).)))...,17,-2.138,11,0.000004
19476,..((...))..((((((((((......(((.((..............)).)))......).)))))))))......,17,-2.138,48,0.000004
19477,........(((((....)))))................(((......)))...((.......))............,10,-2.138,32,0.000004
19478,..((...))(((......)))..........(.((...((.((((.((.......))..)))).)).)).).....,16,-2.138,15,0.000004
19479,.......((((.(((.....)))...............))))..(((((.((..........))..))))).....,14,-2.138,44,0.000004
19480,..(((.....((......)).)))..............((.((((..............)))).))..........,11,-2.138,21,0.000004
19481,........(((((....))))).(......)..........((((..............)))).............,10,-2.138,17,0.000004
19482,........(((((....)))))......(............)..((((...................)))).....,10,-2.138,29,0.000004
19483,.........((((....))))....................((((....((....))..)))).......(...).,11,-2.138,19,0.000004
19484,.........((((....))))....(..........).......(((((.((..........))..))))).....,12,-2.138,33,0.000004
19485,..((...))((((....))))............(.....)....((((...................)))).....,11,-2.138,31,0.000004
19486,..((....(((((....))))))).........(....).....((((...................)))).....,12,-2.138,32,0.000004
19487,..(.....)(((......)))............(.....)..(.((((...................)))).)...,10,-2.138,28,0.000004
19488,..(((....((((....))))))).........((..((..((((..............)))).)).)).(...).,16,-2.138,13,0.000004
19489,........((((......)))).((....)).......((.((((...(.(...).)..)))).))..........,14,-2.137,22,0.000004
19490,.........(((......)))..........(.((..((..((((..........)....))).)).)).).....,12,-2.137,5,0.000004
19491,.........(((......)))..........(.((..((..((((....)..........))).)).)).).....,12,-2.137,5,0.000004
19492,............(((.....)))................((.(.....).))....((.....))..(.....)..,9,-2.137,40,0.000004
19493,.........(((......))).................(((......))).........((...(...)....)).,9,-2.137,27,0.000004
19494,.........(((......)))....................(((.(.....)..))).....(.(...).).....,9,-2.137,25,0.000004
19495,.........((((....))))........(...((...((.((((..............)))).)).))..)....,13,-2.137,12,0.000004
19496,...(...).((((....)))).................((.(((................))).))..........,10,-2.137,19,0.000004
19497,..((...))(((......))).........((.((...((.((((...(.......)..)))).)).)).))....,16,-2.137,11,0.000004
19498,...((...((((......))))........))............(((.....................))).....,9,-2.137,27,0.000004
19499,.........(((......))).....................(.(((......((.......))....))).)...,9,-2.137,27,0.000004
19500,.........((((....))))........((....))....((.((((...................)))).).).,12,-2.137,31,0.000004
19501,.......((((...........................))))..(((((.................))))).....,9,-2.137,36,0.000004
19502,.......(((..(...............)..)))........(.((((.......((....))....)))).)...,11,-2.137,38,0.000004
19503,.........(((......)))..................((.(.(....).).))....((............)).,9,-2.137,28,0.000004
19504,.........((((....)))).......................((........))......(.(...).).....,8,-2.137,25,0.000004
19505,..(((....(((......)))))).(..........)..((.(.....).))...((....)).............,12,-2.137,35,0.000004
19506,..(.....)(((......)))..................(.((((..............))))..)..........,9,-2.137,15,0.000004
19507,..((....((((......))))))....(............)..((((.......((....))....)))).....,13,-2.137,33,0.000004
19508,......((((...(.((.((((.................((.(.....).)).)))).)).)))))..........,14,-2.137,44,0.000004
19509,......((..((...((.((((.....(((.(((.....).......)).))))))).)).)).))..........,16,-2.137,46,0.000004
19510,.........(((......)))....................((((...(.(...).)..))))....(...)....,10,-2.137,16,0.000004
19511,......(((.((.(....((((.....(((.((..............)).)))))))..).)))))..........,15,-2.137,45,0.000004
19512,......((((.(.(....((((.....(((.((..............)).)))))))..).)))))..........,15,-2.137,45,0.000004
19513,............((.((.((((.....(((.((..............)).))))))).)).)).....(...)...,14,-2.137,46,0.000004
19514,........((((......))))...........((......)).(((((.((.(......).))..))))).....,14,-2.137,32,0.000004
19515,.........((((....))))..........((((...((.((((....((....))..)))).)).))..))...,16,-2.137,17,0.000004
19516,............(((.....)))...............(((.(.(....).).)))...((............)).,10,-2.137,40,0.000004
19517,...........(.((((.((((.........((..............))....))))...)))).)...(....).,12,-2.137,41,0.000004
19518,.........((((....)))).........(((.((.((..((((..............)))).)).).).)))..,15,-2.137,15,0.000004
19519,......((..((.((((.((((................((........))...))))...)))).))..)).....,14,-2.137,43,0.000004
19520,.........(((......))).......((...((..((..((..................)).)).))..))...,11,-2.137,11,0.000004
19521,.........(((......)))................((((.(.....).))..)).............(....).,9,-2.137,29,0.000004
19522,.........((((....))))................((((.(.....).)).................)).....,9,-2.137,28,0.000004
19523,.........(((......)))........(.....).....((.((((......(.((.....)).))))).).).,13,-2.137,33,0.000004
19524,........((((......))))...........((......((((..............))))....)).......,10,-2.137,10,0.000004
19525,..............................((.((...((.((((.(.........)..)))).)).)).))....,11,-2.137,13,0.000004
19526,.........(((......))).......((.......((..((((...(.......)..)))).)).....))...,12,-2.136,13,0.000004
19527,.........(((......)))..(.....).(.((..((..((((.((.......))..)))).)).)).).....,15,-2.136,8,0.000004
19528,.........(((......)))...................((((.((...))..))))..................,9,-2.136,29,0.000004
19529,.........((((....)))).......((.(.((...((.((((..(..........))))).)).))).))...,16,-2.136,17,0.000004
19530,.........((((....)))).......................(((((.......((.....)).))))).....,11,-2.136,31,0.000004
19531,.........(((......))).......(..(.((...((.((((.((.......))..)))).)).)).).)...,15,-2.136,13,0.000004
19532,...((....((((....))))))..........((..((..((((.((.......))..)))).)).)).......,16,-2.136,14,0.000004
19533,...(..(....(.((((.((((.....(((.((..............)).)))))))...)))).)......).).,16,-2.136,49,0.000004
19534,.........((((....))))((..........))..((..(((................))).))..........,11,-2.136,14,0.000004
19535,........((((......)))).......((...))........(((((......((....))...))))).....,13,-2.136,32,0.000004
19536,..((....((((......)))))).......((.(...((.((((.((.......))..)))).))...).))...,17,-2.136,26,0.000004
19537,........(((((....)))))......................((((..(....((....))..).)))).....,12,-2.136,31,0.000004
19538,..((...))(((......))).................((.((((....((....))..)))).))..........,13,-2.136,21,0.000004
19539,..(.....)......((.((((.....(((.(................).))))))).))..((.......))...,13,-2.136,45,0.000004
19540,.........((((....))))........((...))...((.(.....).))........(.(.(...)).)....,12,-2.136,30,0.000004
19541,.........((((....)))).................(((.(........).)))..............(...).,9,-2.136,29,0.000004
19542,..((....(((((....)))))))..............((.((((...(((....))).)))).))...(....).,17,-2.136,29,0.000004
19543,..(.....((((......))))............)....((.(.....).))...((....)).............,10,-2.136,30,0.000004
19544,.........(((......)))....(.........)..((.(((................))).))..........,9,-2.136,17,0.000004
19545,.........((((....)))).........((.((...((.((((....(.......).)))).)).)).))....,15,-2.136,9,0.000004
19546,........((((......))))........((.((..((..(((....(....)......))).)).)).))....,14,-2.136,6,0.000004
19547,.........((((....)))).((........))..........((((.....((.......))...)))).....,12,-2.136,32,0.000004
19548,.........(((......))).........((.((......(((((((....))))....)))....)).))....,14,-2.136,13,0.000004
19549,.........(((......))).................((.((((((......)))....))).))..(...)...,12,-2.136,21,0.000004
19550,..(.....)(((......))).................((.((((...((......)).)))).))..........,12,-2.136,19,0.000004
19551,......((..((.((((.((((..(((......................))).))))...)))).))..)).....,15,-2.136,46,0.000004
19552,.........(((......)))....(........)..((..((((.((.......))..)))).))..........,12,-2.135,13,0.000004
19553,..(.....)...(((.....)))...............((........)).....((....)).............,8,-2.135,38,0.000004
19554,.........(((......))).......(....)......(.(.....).)....((....)).............,8,-2.135,26,0.000004
19555,.........(((......)))..................((.(.....).)).((.......))...(.....)..,9,-2.135,29,0.000004
19556,.........((((....)))).........(...).........((((......(.((.....)).))))).....,12,-2.135,31,0.000004
19557,......((((.....((.((((.....(((.(((..........)..)).))))))).))..))))...(....).,17,-2.135,49,0.000004
19558,.........((((....)))).................((.(((....(.(...).)...))).))..........,11,-2.135,21,0.000004
19559,........((((......)))).........((.....(((......)))))........................,9,-2.135,30,0.000004
19560,...(...)...(.((((.((((..............(((((......))).))))))...)))).)..........,15,-2.135,46,0.000004
19561,.........((((....))))....((......))......((((.(.........)..)))).............,11,-2.135,18,0.000004
19562,.........((((....))))........(.(.((...((.(((................))).)).))).)....,13,-2.135,15,0.000004
19563,...((.((((.....((.((((..............(((((......))).)))))).))..)))).)).......,17,-2.135,48,0.000004
19564,.........(((......)))..(.....)............(.(((((......((....))...))))).)...,12,-2.135,31,0.000004
19565,...(....((((......)))))...............((..(((..............)))..))..........,10,-2.135,19,0.000004
19566,..(((....(((......)))))).........((..((..((((...(....).....)))).)).)).......,15,-2.135,12,0.000004
19567,.........((((....))))(((........)))....((.(.....).))........(.(......).)....,12,-2.135,32,0.000004
19568,.........(((......)))........(((.((..((..((((...(.(...).)..)))).)).)).)).)..,16,-2.135,6,0.000004
19569,...(...)((((......))))........((.((..((..((((.(.........)..)))).)).)).))....,16,-2.135,6,0.000004
19570,........((((......))))........(((.(...((.((((...(....).....)))).))...).)))..,15,-2.135,21,0.000004
19571,.........((((....))))............(....)((.(.....).))....((.....))...........,10,-2.135,30,0.000004
19572,........((((......)))).................((.(.....).))..(...................).,8,-2.135,29,0.000004
19573,.(......((((......)))).......)((.((..((..((((..............)))).)).)).))....,15,-2.135,4,0.000004
19574,..((...))...(..((.((((.....(((.((..............)).))))))).))..).............,14,-2.135,48,0.000004
19575,..((...))..(.((((.((((......((.((..............)).)).))))...)))).)...(....).,16,-2.135,49,0.000004
19576,.........(((......))).................((..(...).)).....((....)).............,8,-2.135,26,0.000004
19577,.........(((......))).................((..((((.....).......)))..))..........,9,-2.135,17,0.000004
19578,.........((((....))))..............(..((.((((..............)))).)).).(....).,12,-2.135,18,0.000004
19579,.........(((......))).......((.(...(..((.((((...(((....))).)))).)).).).))...,16,-2.135,24,0.000004
19580,..((....(((((....))))).))............((..((((..............)))).))..........,13,-2.135,16,0.000004
19581,..((....((((......))))))......((.((...((.((((.....(....)...)))).)).)).))....,17,-2.135,13,0.000004
19582,.........(((......)))........(....)...((.((((...(((....))).)))).))..........,13,-2.135,20,0.000004
19583,..((...))(((......))).................((.((((..............)))).)).(.....)..,12,-2.135,18,0.000004
19584,...((.....))..........................((.((((..............)))).))..........,8,-2.135,21,0.000004
19585,..((....((((......)))))).............((..(((((((....)))....)))).))..........,15,-2.135,20,0.000004
19586,.........(((......))).................(((............)))((.....))...........,8,-2.134,28,0.000004
19587,.......(...(((((((((.......(((.((..............)).)))........)))))))))..)...,15,-2.134,46,0.000004
19588,.........(((......))).......((...((...((.((((...((......)).)))).)).))..))...,15,-2.134,16,0.000004
19589,......((((...(.((.((((.....(((.(((.....).......)).))))))).)).)))))..........,17,-2.134,49,0.000004
19590,.........(((......)))........(.....)......(.(((((.((.(.....)..))..))))).)...,13,-2.134,33,0.000004
19591,........((((......)))).((....))......((..((((..............)))).))...(....).,13,-2.134,15,0.000004
19592,............(((.....)))........((..............))......((....)).............,7,-2.134,36,0.000004
19593,(.(((....(((......))))))..)............((.(.....).))...((....)).............,12,-2.134,35,0.000004
19594,........((((......)))).......((...))........(((((.((.(......).))..))))).....,14,-2.134,34,0.000004
19595,......(....(.(((((((((.....(((.((..............)).)))))))..))))).)...)......,16,-2.134,48,0.000004
19596,...(...)(((((....)))))...................((((..............)))).............,10,-2.134,18,0.000004
19597,.........(((......)))................((..((((..(....)......)))).))..........,10,-2.134,10,0.000004
19598,...((....(((......)))))........((.....(((......)))))...((....)).............,12,-2.134,34,0.000004
19599,...(....(((((....))))))...................(.((((..((..........))...)))).)...,13,-2.134,34,0.000004
19600,........((((......))))........(((....((..((((...(.......)..)))).)).....)))..,14,-2.134,15,0.000004
19601,........((((......))))................((.((((..(......)....)))).))..........,11,-2.134,17,0.000004
19602,.........((((....))))((..........))....((.(.....).))..........(.(...).).....,11,-2.134,29,0.000004
19603,.........(((......))).........((.((..(.((.(.....).))..)((....))....)).))....,13,-2.134,20,0.000004
19604,...(.....((((....)))).)........(.((..((..((((..............)))).)).)).).....,14,-2.134,6,0.000004
19605,.........(((......)))..........(.((...((.(((................))).)).))...)...,11,-2.134,12,0.000004
19606,..(.....).(((....)))........................((((.......((....))....)))).....,10,-2.134,32,0.000004
19607,.........((((....))))...(.....)........((.(.....).))...((....)).(...).......,11,-2.134,30,0.000004
19608,.........((((....)))).......((.(.(.....((.(.....).))...((....)).....)).))...,13,-2.134,31,0.000004
19609,...(....((((......)))))..................((((..............)))).(...).......,10,-2.134,16,0.000004
19610,........((((......))))...........(.....).((((..............))))....(.....)..,10,-2.134,16,0.000004
19611,.........((((....))))(((........)))...((.((((..............)))).))..(...)...,14,-2.134,20,0.000004
19612,..((....((((......)))))).......(.((..((((.(.....).))...((....)).)).)).).....,16,-2.134,23,0.000004
19613,..........................................(.(((((.((..........))..))))).)...,8,-2.134,36,0.000004
19614,........(((((....))))).................((.(.....).))...((....)).(.(.....).).,12,-2.134,34,0.000004
19615,.........(((......)))....((...((.((..((..((((.((.......))..)))).)).)).))))..,17,-2.134,8,0.000004
19616,..(((....((((....))))))).....((....)).(((......))).....((....)).............,14,-2.134,38,0.000004
19617,........(((((....)))))........(((.(.(.((.((((.(.........)..)))).)).).).)))..,17,-2.134,24,0.000004
19618,...((....((((....))))))...............((.((((..............)))).)).((...))..,14,-2.133,21,0.000004
19619,........((((......))))......(....)....((.((((.((.......))..)))).))..........,13,-2.133,20,0.000004
19620,(((.....((((......))))..)))...((.((..((..((((...(.(...).)..)))).)).)).))....,19,-2.133,12,0.000004
19621,........(((((....)))))......((.(.((...((.(((((((....)))....)))).)).))).))...,19,-2.133,23,0.000004
19622,.....(....).(((.....))).....((.(.((...((.((((..............)))).)).))).))...,15,-2.133,25,0.000004
19623,.........(((......)))....................(((((.....).......)))).(...).......,9,-2.133,14,0.000004
19624,.........(((......))).................((..(((....(......)..)))..))..........,9,-2.133,17,0.000004
19625,.........(((......)))..(.....)............(.(((((.((.(......).))..))))).)...,13,-2.133,33,0.000004
19626,.........(((......)))..........((((...(..((((..............))))..).))..))...,12,-2.133,10,0.000004
19627,..((...))..(((((((((..((..((((.((..............)).)))..)..)).)))))))))......,19,-2.133,53,0.000004
19628,.........((((....))))............(....)..((((...((......)).)))).............,11,-2.133,18,0.000004
19629,.........((((....))))............(........).(((((.................))))).....,10,-2.133,28,0.000004
19630,......((((.(.(((((((((.....(((.((..............)).)))))))..)))))).)).)).....,19,-2.133,51,0.000004
19631,........(((((....))))).......(.....)........(((((.................))))).....,11,-2.133,32,0.000004
19632,..(.....)((((....)))).........((.((..((..((((..............)))).)).))...))..,15,-2.133,10,0.000004
19633,.......(((..(...............)..)))...((..((((..............)))).))..........,10,-2.133,19,0.000004
19634,..............(....)...................((.(.....).))...((....))....((...))..,8,-2.133,36,0.000004
19635,........((((......))))(..........)....((.(((................))).))..........,10,-2.133,18,0.000004
19636,.........((((....))))......(....)...........((((...................)))).....,9,-2.133,28,0.000004
19637,.........((((....))))..................((.(.....).))............(((.....))).,10,-2.133,31,0.000004
19638,.........(((......))).........(((.(...((.((..................)).))...).)))..,11,-2.133,21,0.000004
19639,............(((.....)))..............((..((((.(.(....)..)..)))).))..........,11,-2.133,23,0.000004
19640,........(((((....)))))...........(.....)....(((........((....)).....))).....,11,-2.133,30,0.000004
19641,..(.....)..(((((((((..((..............(((......)))........)).)))))))))......,15,-2.133,45,0.000004
19642,..((...))(((......))).................((.((((..............)))).))....(...).,12,-2.133,18,0.000004
19643,..(((....((........)))))..................(.((((.......((....))....)))).)...,12,-2.133,35,0.000004
19644,..(.....)..(.(((..((((.....(((.(................).)))))))....))).)..........,13,-2.133,44,0.000004
19645,............(((.....))).......((.((...((.((((..(.......)...)))).)).)).))....,14,-2.133,18,0.000004
19646,..(.....)...(((.....))).....(....).....((.(.....).))...((....)).............,10,-2.133,41,0.000004
19647,.........(((......))).......................(((((....(....).......))))).....,9,-2.133,28,0.000004
19648,........(((((....)))))......((.(......((.((((.((.......))..)))).))...).))...,16,-2.133,25,0.000004
19649,..((...))(((......))).....(.....)......((.(.....).))...((....)).............,11,-2.133,33,0.000004
19650,..((...))...(((.....))).....((.(.((..((..((((...(((....))).)))).)).))).))...,19,-2.133,29,0.000004
19651,..((....((((......))))))....((.(.((..((..((((...(.(...).)..)))).)).)).)))...,19,-2.132,15,0.000004
19652,..((....((((......))))))....(.((.((..((..((((...(.(...).)..)))).)).)).)))...,19,-2.132,12,0.000004
19653,.........(((......))).................((.((((.(......).....)))).))..........,10,-2.132,15,0.000004
19654,.........((((....))))..(.....)...(.....)..(.((((.......((....))....)))).)...,13,-2.132,32,0.000004
19655,.........((((....))))..........(.....((..((((.((.......))..)))).))...)......,13,-2.132,15,0.000004
19656,.........((((....)))).........(((.(..((..((((......(....)..)))).))...).)))..,15,-2.132,16,0.000004
19657,...((...((((......))))........)).(.....)..(.((((.......((....))....)))).)...,14,-2.132,32,0.000004
19658,..((...))..(((.((.((((.....(((.((..............)).))))))).)).......)))......,16,-2.132,50,0.000004
19659,.........(((......))).................((........)).....((....))....(...)....,8,-2.132,25,0.000004
19660,.........(((......))).(..........).......((((..............))))....((...))..,10,-2.132,15,0.000004
19661,......(....(.((((.((((.....(((.(................).)))))))...)))).)...)......,14,-2.132,45,0.000004
19662,.........((((....))))....................((((.(((....)).)..)))).............,11,-2.132,20,0.000004
19663,.........((((....))))....................((((.(((....).))..)))).............,11,-2.132,20,0.000004
19664,..(((....(((......)))))).........(....).....((((...................)))).....,11,-2.132,30,0.000004
19665,...........(.(((((((((.....(((.((..............)).))))))).).)))).)..(...)...,16,-2.132,48,0.000004
19666,.........(((......)))..........(.((..((..(((((........)....)))).)).)))......,13,-2.132,7,0.000004
19667,.........(((......)))..........(.((..((..(((((.........)...)))).)).)))......,13,-2.132,7,0.000004
19668,..(.......((.((((.((((.....(((.((..............)).)))))))...)))).))......)..,16,-2.132,48,0.000004
19669,.........(((......)))....................((((....(......)..)))).(...).......,9,-2.132,14,0.000004
19670,...(....((((......))))......)....((..((..((((.(.........)..)))).)).)).......,14,-2.132,10,0.000004
19671,.........(((......)))..........(.((...((.((((...(....).....)))).)).)))......,13,-2.132,12,0.000004
19672,......((.....(((((((((.....(((.(................).)))))))..))))).....)).....,15,-2.132,47,0.000004
19673,......((((........((((.....(((.(((((....)))....)).))))))).....))))..........,16,-2.132,46,0.000004
19674,.........((((....))))........((...)).....((((...(((....))).)))).............,13,-2.132,22,0.000004
19675,.........((((....)))).....................(.((((....(...((.....)).))))).)...,12,-2.132,32,0.000004
19676,.........((((....)))).((........))...((..((((...(.......)..)))).))..........,13,-2.132,15,0.000004
19677,.........((((....))))...................(((............)))....(......)......,8,-2.132,27,0.000004
19678,.........(((......))).......((.((..............)).))......(.(.(......).).)..,10,-2.131,30,0.000004
19679,...........(((((.(((((.....(((.((..............)).)))))))..).))....)))......,15,-2.131,46,0.000004
19680,.........((((....))))............(...).((.(.....).))....((.....))...........,10,-2.131,30,0.000004
19681,...(...).((((....))))..................((.(.....).))....((.....))...........,10,-2.131,32,0.000004
19682,...((...((((......))))........))............((((....((.((....))..)))))).....,14,-2.131,33,0.000004
19683,.........(((......))).......................(((((....(.....)......))))).....,9,-2.131,27,0.000004
19684,.........(((......)))............(.....)..(.(((((((....))).........)))).)...,12,-2.131,32,0.000004
19685,............(((.....)))...............(((......))).....((....)).......(...).,9,-2.131,39,0.000004
19686,..((....(((((....)))))))....................(((((....(.((....)).).))))).....,15,-2.131,37,0.000004
19687,.........((((....))))....(.......((..((..((((..............)))).)).))....)..,13,-2.131,8,0.000004
19688,.........(((......))).........(...)....((.(.....).))...((....)).(...).......,10,-2.131,27,0.000004
19689,..((....(((((....))))))).................((((.(.........)..))))....((...))..,14,-2.131,24,0.000004
19690,.......(((.(.((((.((((.....(((.((..............)).))))))).))..)).)..))).....,17,-2.131,49,0.000004
19691,............(((.....)))..................((((.(.........)..))))......(....).,9,-2.131,27,0.000004
19692,.........((((....)))).........(....)...((.(.....).))...((....)).....(...)...,11,-2.131,31,0.000004
19693,...........(((((((((..((...(((.((((......))....)).))).....)).)))))))))......,18,-2.131,47,0.000004
19694,.........(((......)))...................(((............)))....(.........)...,7,-2.131,25,0.000004
19695,((......(((((....)))))...))............((.(.....).))...((....)).............,12,-2.131,35,0.000004
19696,......((((.(.((((.((((.....(((.(................).)))))))...))))).)).)).....,17,-2.131,48,0.000004
19697,.........(((......)))..........(..(..((..(((................))).)).).)......,10,-2.131,9,0.000004
19698,.........(((......)))................((((......))).)...((....)).....(...)...,10,-2.131,29,0.000004
19699,........(((((....)))))..............((..(((............))).))...............,10,-2.131,29,0.000004
19700,........(((((....)))))...............((..((((...(.(...).)..)))).)).((...))..,15,-2.131,18,0.000004
19701,.........((((....)))).................(((......)))............(......)......,8,-2.131,28,0.000004
19702,..((....((((......)))))).......((........((((..............))))........))...,12,-2.131,20,0.000004
19703,........(((((....)))))...........((......)).(((((......((....))...))))).....,14,-2.131,32,0.000004
19704,..((....(((((....)))))))......((.((..((..((((..(......)....)))).)).)).))....,18,-2.131,10,0.000004
19705,.........(((......)))............(.....)....((((..(............)...)))).....,9,-2.131,27,0.000004
19706,..(((....((((....)))))))......(((((..((..((((...(.(...).)..)))).)).))..)))..,20,-2.131,19,0.000004
19707,........(((((....)))))......((...((..((..((((...(....).....)))).)).))..))...,16,-2.131,13,0.000004
19708,..((....(((((....)))))))..................(.(((((.(....((....)))..))))).)...,16,-2.131,39,0.000004
19709,........((((......)))).................((.(.....).)).......(........).......,8,-2.131,27,0.000004
19710,...(....((((......)))))................(.((((..............)))).)...........,10,-2.131,17,0.000004
19711,.........(((......))).((........))....(..((((..............)))).)...........,10,-2.131,13,0.000004
19712,..((....((((......))))))...(....)......((.(.....).))...((....)).............,12,-2.131,35,0.000004
19713,.........(((......)))........((....))((..(((................))).))..........,10,-2.13,13,0.000004
19714,.........(((......)))........((....))....((((...(.......)..)))).............,10,-2.13,17,0.000004
19715,...(...).((((....)))).........((.((..((..((((...((......)).)))).)).)).))....,17,-2.13,8,0.000004
19716,..((....((((......))))))...............((.(.(....).).))((....)).............,12,-2.13,34,0.000004
19717,..(((....(((......))))))..............((.((((...(((....))).)))).))...(....).,16,-2.13,27,0.000004
19718,........((((......))))................((.((((...(((....))).)))).))..(...)...,14,-2.13,22,0.000004
19719,.........(((......))).......(....)..........((((..((.(......).))...)))).....,11,-2.13,29,0.000004
19720,........((((......))))......((.(((.....).......)).))...((....)).............,11,-2.13,32,0.000004
19721,.........(((......))).................(((......)))............(.........)...,7,-2.13,26,0.000004
19722,.........(((......)))..................(.(((((.....).......)))).)...........,9,-2.13,15,0.000004
19723,........((((......))))........((.....((..((((...(.(...).)..)))).))....))....,14,-2.13,10,0.000004
19724,.........((((....)))).......((.(.((..((..((((..(((......))))))).)).)).)))...,18,-2.13,13,0.000004
19725,.........((((....)))).......(.((.((..((..((((..(((......))))))).)).)).)))...,18,-2.13,10,0.000004
19726,......((((.(...((.((((.....(((.......((.........))))))))).)).)))))..........,16,-2.13,46,0.000004
19727,......(((.((...((.((((.....(((.......((.........))))))))).)).)))))..........,16,-2.13,46,0.000004
19728,.........(((......)))((..........))......((((.((.......))..)))).............,11,-2.13,18,0.000004
19729,........((((......))))........(.....)..((.(.....).))...((....))....((...))..,12,-2.13,32,0.000004
19730,.........(((......)))....(.........)...((.(.....).))....((.....))...........,9,-2.13,30,0.000004
19731,..((...))((((....))))..........(.((...((.((((.((.......))..)))).)).)).).....,17,-2.13,17,0.000004
19732,........((((......))))...........(....)..((((..............))))....((...))..,11,-2.13,16,0.000004
19733,..(((.....(((....))).)))..............((.((((..............)))).))..........,12,-2.13,23,0.000004
19734,..........((......))..................(((.(.(....).).)))....................,7,-2.13,29,0.000004
19735,............(((.....))).......((.((..((..((((((...)).......)))).)).)).))....,15,-2.13,15,0.000004
19736,............(((.....)))....(((.((..............)).)))..((....))....((...))..,12,-2.13,44,0.000004
19737,..(.....)((((....))))............(.....)..(.((((...................)))).)...,11,-2.13,30,0.000004
19738,..((...))(((......)))..................((.(.....).))...((....)).(.........).,11,-2.13,32,0.000004
19739,........(((((....))))).((....)).......((.((((...(.(...).)..)))).))..........,15,-2.129,24,0.000004
19740,.........((((....))))..........(.((..((..((((..........)....))).)).)).).....,13,-2.129,7,0.000004
19741,.........((((....))))..........(.((..((..((((....)..........))).)).)).).....,13,-2.129,7,0.000004
19742,.........((((....)))).................(((......))).........((...(...)....)).,10,-2.129,29,0.000004
19743,..(.....)..((((((.((((.....(((.(((...........).)).)))))))...)))....)))......,17,-2.129,49,0.000004
19744,..(.....)(((......)))........((....)).((.((((..............)))).))..........,12,-2.129,18,0.000004
19745,.........((((....))))....................(((.(.....)..))).....(.(...).).....,10,-2.129,27,0.000004
19746,.........(((......))).......(....).....((.(.....).))...((....))....(...)....,10,-2.129,28,0.000004
19747,..((...))((((....)))).........((.((...((.((((...(.......)..)))).)).)).))....,17,-2.129,13,0.000004
19748,............(((.....))).....((.(.((..((..(((((........))....))).)).))).))...,15,-2.129,24,0.000004
19749,...((...(((((....)))))........))............(((.....................))).....,10,-2.129,29,0.000004
19750,.........((((....)))).....................(.(((......((.......))....))).)...,10,-2.129,29,0.000004
19751,.........(((......)))...(....)........((.((((.((.......))..)))).))..........,12,-2.129,19,0.000004
19752,.........((((....))))..................((.(.(....).).))....((............)).,10,-2.129,30,0.000004
19753,.........(((......))).........((.((...((.((((.((.(...).))..)))).)).)).))....,16,-2.129,11,0.000004
19754,.........(((......))).......(........((..((((..............)))).))...)......,10,-2.129,10,0.000004
19755,..(((....((((....))))))).(..........)..((.(.....).))...((....)).............,13,-2.129,37,0.000004
19756,..(.....)((((....))))..................(.((((..............))))..)..........,10,-2.129,17,0.000004
19757,..((....(((((....)))))))....(............)..((((.......((....))....)))).....,14,-2.129,35,0.000004
19758,.........((((....))))....................((((...(.(...).)..))))....(...)....,11,-2.129,18,0.000004
19759,.........(((......))).........(.....).((.((((...(.(...).)..)))).))..........,12,-2.129,18,0.000004
19760,........(((((....)))))...........((......)).(((((.((.(......).))..))))).....,15,-2.129,34,0.000004
