,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
3021,.....(((..((((....)))).)))....................((((........))))..............,11,-5.219,16,0.000039
3022,.....(((.((((......)))))))....((............))((((((....))))))..............,15,-5.218,12,0.000039
3023,.....(((...............)))..............((....)).....((.(......).)).........,8,-5.218,27,0.000039
3024,.....((..(((((....)))))..))............(((....(((((......)))))..))).(...)...,16,-5.218,15,0.000039
3025,.....(((..((........)).)))...........................((.((....)).))((...))..,11,-5.218,28,0.000039
3026,.....(((((((..((....))...)).........))))).....(((((......))))).....((...))..,16,-5.217,31,0.000039
3027,.((..((..(((........))).))...))...............((((((....))))))......(...)...,14,-5.217,14,0.000039
3028,.....(((.(((((....))))))))......(......)......((((((....))))))......(...)...,16,-5.217,13,0.000039
3029,.....(((.(((........)))))).............(.(..((((................))))..).)...,12,-5.217,23,0.000039
3030,.....(((..(((......))).)))...........................((.((....)).)).(...)...,11,-5.216,28,0.000039
3031,.....(((((((((..(....).)))).........))))).....(((((......)))))...(....).....,16,-5.216,29,0.000039
3032,.((..(((...............)))...))...............((((((....))))))..............,11,-5.216,16,0.000039
3033,.....(((.((((......))))))).............(((....(((..........)))..)))((...))..,15,-5.216,12,0.000039
3034,.((..(((..((........)).)))...))...............(((((......)))))......(...)...,13,-5.216,16,0.000039
3035,...(.(((.(((........)))))))...........((....))((((((....))))))......(...)...,16,-5.215,13,0.000039
3036,.....(((.((((......))))))).((....))...((....))((((((....)))))).....((...))..,19,-5.215,19,0.000039
3037,.....((..(((((....))))).))((......))...(((....((((((....))))))..))).........,18,-5.215,10,0.000039
3038,......((.((((......)))))).....................((((((....))))))..............,12,-5.215,10,0.000039
3039,..........................(((....)))..........((((((....)))))).....((...))..,11,-5.214,28,0.000039
3040,.....(((.((((......)))))))......(.......).....((((((....))))))...(....).....,15,-5.214,10,0.000039
3041,.....(((.((((......)))))))..............((....))......(.((....)).)..(...)...,13,-5.214,25,0.000039
3042,.....(((..((((....)))).)))((......))...(((....(((((......)))))..))).........,17,-5.214,12,0.000039
3043,.....(((.(((........)))))).............(((..((.(((........))))).))).(...)...,15,-5.214,11,0.000039
3044,.....(((.(((........)))))).............(((..(.((((........))))).))).(...)...,15,-5.214,8,0.000039
3045,.....(((..(((......))).)))............((((....((((........))))..))).).......,14,-5.213,10,0.000039
3046,.....((..((((......)))).))............((....)).......((.((....)).))((...))..,14,-5.213,33,0.000039
3047,.((..((..(((........))).))...))........(((..((.(((((....))))))).))).........,17,-5.213,11,0.000039
3048,.((..((..(((........))).))...))........(((..(.((((((....))))))).))).........,17,-5.213,8,0.000039
3049,......((..((.......))..)).(((....)))..........((((((....))))))..............,13,-5.212,21,0.000039
3050,.....(((.((((......)))))))(((....)))..........((((((....)))))).(....).......,17,-5.212,16,0.000039
3051,.....(((..((.......))..))).............(((..(..(((((....))))).).)))((...))..,16,-5.212,15,0.000039
3052,.((..((..((((......))))..))..)).........((....)).....((.((....)).))((...))..,16,-5.211,39,0.000039
3053,.((..(((..((........)).)))...))........(((..((.((((......)))))).))).........,16,-5.211,13,0.000039
3054,.((..(((..((........)).)))...))........(((..(.(((((......)))))).))).........,16,-5.211,10,0.000039
3055,.......................((.(((....)))..))......(((((......))))).....((...))..,12,-5.211,31,0.000039
3056,.....((..(((........))).))(((....)))...(((....(((((......)))))..))).(...)...,17,-5.211,12,0.000039
3057,.....(((..((........)).)))....................((((((....))))))....(...).....,12,-5.21,9,0.000039
3058,.....(((..((........)).)))............(.((....((((((....))))))..))..).......,14,-5.21,6,0.000039
3059,.....(((.....(((....)))))).............(((....(((((......)))))..))).........,14,-5.21,11,0.000039
3060,.....(((.((((......)))))))............((....))(((..........))).....((...))..,14,-5.21,21,0.000039
3061,.....(((..(.........)..)))............((....))((((((....))))))..............,12,-5.21,15,0.000039
3062,...(.(((.((((......))))))))...................(((((......)))))......(...)...,14,-5.21,14,0.000039
3063,.....(((.(((........))))))................((....))...((.((....)).)).........,12,-5.21,24,0.000039
3064,.....(((.(((........)))))).............(.(...).)....((.(.....).))..((...))..,13,-5.21,27,0.000039
3065,.....(((..(((......))).)))..(....).....(((....((((((....))))))..))).........,16,-5.209,6,0.000039
3066,.....(((.((((......)))))))(((....)))...(((..((.((((......)))))).)))((...))..,21,-5.209,19,0.000039
3067,.....(((.((((......)))))))(((....)))...(((..(.(((((......)))))).)))((...))..,21,-5.209,16,0.000039
3068,.....(((..((.......))..)))............((......((((((....)))))).))...........,13,-5.209,15,0.000039
3069,.((..((..((((......))))..))..))........(((....((((.(....).))))..))).........,16,-5.209,15,0.000038
3070,.....(((..((.......))..)))............((....))((((((....)))))).(....).......,14,-5.209,18,0.000038
3071,.....(((.((((......)))))))((......))....((....)).....((.((....)).))((...))..,17,-5.208,32,0.000038
3072,...(.(((..((.......))..))))........((..(((....((((((....))))))..)))..)).....,17,-5.207,13,0.000038
3073,.((..(((..((((....)))).)))...))...............((((((....))))))......(...)...,16,-5.207,18,0.000038
3074,(((..(((..((........)).)))...)))........((....)).....((.((....)).)).........,14,-5.206,30,0.000038
3075,.....((..(((........)))..))...........((....)).......((.((....)).))((...))..,13,-5.206,36,0.000038
3076,.....((..((((......)))).))..............((....))....((.(.....).))..((...))..,13,-5.206,30,0.000038
3077,.....(((.((((......)))))))........((...(((....((((((....))))))..)))...))....,18,-5.206,6,0.000038
3078,.....(((..((.......))..)))..((.............)).((((((....)))))).....((...))..,15,-5.206,21,0.000038
3079,...(.(((.((((......))))))))............(((..((.((((......)))))).))).........,17,-5.206,11,0.000038
3080,...(.(((.((((......))))))))............(((..(.(((((......)))))).))).........,17,-5.206,8,0.000038
3081,.....(((.((((......)))))))((......))...(((....((((.(....).))))..))).........,17,-5.206,8,0.000038
3082,.....((((.....((....))....(((....))).)))).....((((((....)))))).....((...))..,17,-5.205,33,0.000038
3083,..........((((((....)).))))...................((((((....))))))..............,12,-5.205,23,0.000038
3084,.....((..((((......))))..))...........((....)).......((.((....)).)).(...)...,13,-5.205,36,0.000038
3085,..........((........))....(((....)))...(((....(((((......)))))..))).........,13,-5.205,16,0.000038
3086,.....(((.(((........)))))).........(...)......(((((......))))).....((...))..,14,-5.204,13,0.000038
3087,.....(((..((........)).)))....(.((.....(((..((.(((((....))))))).))))).).....,18,-5.204,13,0.000038
3088,.....(((..((........)).)))....(.((.....(((..(.((((((....))))))).))))).).....,18,-5.204,10,0.000038
3089,.....((..((((......)))).))...((.((.....(((....((((((....))))))..))))).))....,19,-5.204,12,0.000038
3090,.....((..(((((....))))).))....................(((((......)))))......(...)...,13,-5.204,16,0.000038
3091,.....(((.((((......)))))))..............((..((.(((((....))))))).)).((...))..,18,-5.203,13,0.000038
3092,.....(((.((((......)))))))..............((..(.((((((....))))))).)).((...))..,18,-5.203,10,0.000038
3093,.....(((.((((......)))))))..(.....)....(((....(((((......)))))..))).........,16,-5.203,6,0.000038
3094,.....(((.((((......)))))))(...)........(((....((((((....))))))..))).........,17,-5.203,4,0.000038
3095,.....(((.(((..(....))))))).............(((....((((((....))))))..)))((...))..,18,-5.203,6,0.000038
3096,.....(((..((.......))..))).........(...(((....(((((......)))))..))).).......,14,-5.203,11,0.000038
3097,.....(((..(((......))).)))...((.((.....(((....(((((......)))))..))))).))....,18,-5.202,14,0.000038
3098,.((..(((..((((....)))).)))...))........(((..((.(((((....))))))).))).........,19,-5.202,15,0.000038
3099,.((..(((..((((....)))).)))...))........(((..(.((((((....))))))).))).........,19,-5.202,12,0.000038
3100,.....(((..((.......))..)))....(.((.....(((....((((........))))..))))).).....,15,-5.202,17,0.000038
3101,.....(((((((........)))...(((....))).)))).....(((((......)))))......(...)...,16,-5.202,25,0.000038
3102,.....((..(((((....))))).))(((....)))...(((....((((((....))))))..))).(...)...,20,-5.202,14,0.000038
3103,.....(((.(((........))))))..........................((.(.....).))..((...))..,11,-5.202,26,0.000038
3104,.....(((..(((......))).)))((......))..((....)).......((.((....)).)).........,14,-5.201,33,0.000038
3105,.....(((..((.......))..)))....(........)......(((((......))))).....((...))..,13,-5.201,20,0.000038
3106,...(.(((..((.......))..))))............(((....(((((......)))))..)))((...))..,16,-5.201,15,0.000038
3107,.....(((..((((....)))).)))(((....)))...(((....(((((......)))))..))).(...)...,19,-5.2,16,0.000038
3108,.....(((.((..........))))).............(((....(((((......)))))..))).(...)...,14,-5.2,6,0.000038
3109,.....(((.(((........)))))).........(....).....((((........)))).....((...))..,13,-5.2,15,0.000038
3110,.....((..((((......))))..))........((..(((....((((((....))))))..))))).......,17,-5.2,13,0.000038
3111,.........((((......))))................(((....(((((......)))))..))).........,12,-5.2,10,0.000038
3112,.....(((..((.......))..)))((......))..((....))((((((....))))))......(...)...,16,-5.2,22,0.000038
3113,.....(((..((.......))..)))(((....)))....((....((((((....))))))..))..(...)...,17,-5.2,17,0.000038
3114,.....(((.(((........))))))............((....))((((.(....).))))......(...)...,14,-5.199,13,0.000038
3115,.....((..(((((....))))).)).............(((..((.((((......)))))).))).........,16,-5.199,13,0.000038
3116,.....((..(((((....))))).)).............(((..(.(((((......)))))).))).........,16,-5.199,10,0.000038
3117,.....((..(((........)))..)).............((....))....((.(.....).))..((...))..,12,-5.199,33,0.000038
3118,.....(((((((((.(....)..)))).........))))).....((((........)))).....((...))..,16,-5.199,34,0.000038
3119,.....(((.((((......))))))).((....))...........((((((....))))))......(...)...,16,-5.199,14,0.000038
3120,.....(((.((((......)))))))......((.....)).....(((((......)))))......(...)...,15,-5.199,14,0.000038
3121,.((..(((..((.......))..)))...)).........((....)).....((.(......).)).........,12,-5.198,32,0.000038
3122,(((..(((.(((........))))))...)))......((....)).......((.((....)).)).........,15,-5.198,31,0.000038
3123,.....(((.(((..(....)))))))............((....))((((((....)))))).....((...))..,17,-5.197,15,0.000038
3124,.((..(((..((........)).)))...)).........((....)).....((.((....)).)).(...)...,14,-5.197,30,0.000038
3125,.....((..(((........)))..))..((.((.....(((....((((((....))))))..))))).))....,18,-5.197,15,0.000038
3126,.....(((.((((......)))))))(((....)))..((....))(((((......)))))...(....).....,18,-5.196,20,0.000038
3127,.....(((..((........)).)))....(.........).....((((((....)))))).....((...))..,14,-5.196,13,0.000038
3128,......((.(((........))))).((......))...(((....((((((....))))))..))).........,16,-5.196,6,0.000038
3129,..........((((....))))....(((....)))...(((....((((((....))))))..))).........,16,-5.196,18,0.000038
3130,.....(((((..........................)))))............((.((....)).)).........,9,-5.196,38,0.000038
3131,...(.(((..((.......))..))))...........((....))(((((......))))).....((...))..,15,-5.195,24,0.000038
3132,.....(((.((((......)))))))............((....)).(((((....)))))......((...))..,16,-5.195,17,0.000038
3133,.((..(((..(((......))).)))...))....((..(((....((((((....))))))..)))..)).....,19,-5.195,12,0.000038
3134,.....((((((((......)))....(((....)))))))).....((((((....)))))).....((...))..,19,-5.195,30,0.000038
3135,.....(((.(((((....)))))))).........(...)......((((((....)))))).....((...))..,17,-5.195,15,0.000038
3136,.....(((..((.......))..)))(((....)))....((....))....(((.((....)).)).).......,15,-5.195,37,0.000038
3137,.((..(((.((..........)))))...))...............((((((....)))))).....((...))..,15,-5.195,16,0.000038
3138,.....(((..((.......))..)))..(.......)..(((....((((((....))))))..))).........,15,-5.194,9,0.000038
3139,.....(((.((((......))))))).((....))....(((..((.(((((....))))))).))).........,19,-5.194,11,0.000038
3140,.....(((.((((......))))))).((....))....(((..(.((((((....))))))).))).........,19,-5.194,8,0.000038
3141,.....(((.((((......)))))))....................(((..........)))......(...)...,11,-5.193,16,0.000038
3142,.....(((.((((......)))))))....................(((.((....)).))).....((...))..,14,-5.193,14,0.000037
3143,.....(((..((........)).)))..............((....))....((.(.....).))...(...)...,11,-5.193,26,0.000037
3144,.....(((.(((........))))))(((....)))...(((....((((.(....).))))..)))((...))..,19,-5.193,12,0.000037
3145,.....(((..((.......))..))).............(((..((...............)).))).........,10,-5.193,22,0.000037
3146,.....(((((((((....)))))...(((....))).)))).....((((((....))))))......(...)...,19,-5.193,27,0.000037
3147,.....(((.(((((....))))))))(((....)))....((....)).....((.(......).)).........,16,-5.193,31,0.000037
3148,.....(((...............)))......((.....(((....((((((....))))))..))))).......,14,-5.192,10,0.000037
3149,...(.(((.(((........))))))).............((....)).....((.((....)).))((...))..,15,-5.192,28,0.000037
3150,.....(((.((((......)))))))(((....)))...(((....((((.(....).))))..))).(...)...,19,-5.192,12,0.000037
3151,.....((..((((......)))).)).........((..(((....(((((......)))))..)))..)).....,16,-5.192,10,0.000037
3152,.....((..(((((....))))).))(((....)))..........(((((......))))).....((...))..,17,-5.192,24,0.000037
3153,.....(((.(((........))))))....(.........).....((((((....))))))..............,13,-5.192,7,0.000037
3154,.....((((((((..(....)...))).........))))).....((((((....))))))......(...)...,16,-5.191,27,0.000037
3155,.....(((..((.......))..)))(((....)))..........((((((....)))))).(.....)......,15,-5.191,21,0.000037
3156,...(.(((.((((......)))))))).............((....)).....((.((....)).)).(...)...,15,-5.191,28,0.000037
3157,.((..((..((((......)))).))...))........(((....((((((....))))))..)))((...))..,19,-5.191,12,0.000037
3158,.....(((.((((......)))))))............((((....(((((......)))))..)))...).....,16,-5.191,6,0.000037
3159,.....(((..((.......))..))).........((..(((....((((.(....).))))..)))..)).....,15,-5.191,13,0.000037
3160,..........((........)).................(((....((((((....))))))..))).........,11,-5.19,8,0.000037
3161,.....(((.(((.(....).)))))).............(((....((((((....))))))..)))((...))..,18,-5.19,6,0.000037
3162,...(.(((.(((........)))))))............(((....((((.(....).))))..))).........,15,-5.19,4,0.000037
3163,.....(((..((.......))..))).((....))....(((....((((((....))))))..)))((...))..,18,-5.189,15,0.000037
3164,.....(((.((((......))))))).............(((..((.((..........)))).))).........,14,-5.189,13,0.000037
3165,.....(((.((((......))))))).............(((..(.(((..........)))).))).........,14,-5.189,10,0.000037
3166,.((..(((..(((......))).)))...))........(((....(((((......)))))..)))((...))..,18,-5.189,14,0.000037
3167,.....(((..((........)).)))(((....)))..((....)).......((.((....)).))((...))..,16,-5.189,37,0.000037
3168,.((..(((.(((........))))))...)).......((....)).......((.((....)).)).(...)...,15,-5.188,31,0.000037
3169,.....(((.(((........))))))(((....)))..((....))((((.(....).)))).....((...))..,18,-5.188,21,0.000037
3170,.....(((..(((......))).)))(((....)))..((....)).......((.((....)).)).(...)...,16,-5.188,37,0.000037
3171,.....(((((((((....))))..............))))).....(((((......))))).....((...))..,16,-5.187,28,0.000037
3172,.....(((.(((((....))))))))....................((((........))))...(....).....,13,-5.187,15,0.000037
3173,.....(((..((........)).)))....................((((((....)))))).(......).....,12,-5.187,10,0.000037
3174,.....(((..((.......))..)))....((............))((((((....))))))..............,13,-5.187,17,0.000037
3175,.....(((.(((........)))))).....................(((((....)))))......((...))..,13,-5.187,12,0.000037
3176,...(..((.((((......)))))).)............(((....(((((......)))))..))).........,15,-5.186,8,0.000037
3177,.....(((..((........)).)))..................((((................))))........,9,-5.186,23,0.000037
3178,.....((..(((........)))..))........((..(((....(((((......)))))..)))..)).....,15,-5.185,13,0.000037
3179,...(.(((..((........)).))))...........((....)).......((.((....)).)).........,12,-5.185,29,0.000037
3180,.((..((..((((......)))).))...)).......((....))((((((....)))))).....((...))..,18,-5.185,21,0.000037
3181,.....((((............................)))).....(((((......)))))......(...)...,10,-5.185,25,0.000037
3182,.....((..(((((....))))).))..............((....)).....((.((....)).)).(...)...,14,-5.185,30,0.000037
3183,.....(((((((........)))..............)))).....((((((....)))))).....(.....)..,14,-5.185,17,0.000037
3184,.((..(((.((((......)))))))...))........(((...(((((((....)))))).)))).........,19,-5.184,8,0.000037
3185,.....(((.(((........))))))............((....))......((.(.....).))...(...)...,12,-5.184,27,0.000037
3186,.....(((..((........)).)))............((....))((((........))))..............,11,-5.184,15,0.000037
3187,.....(((.(((.(....).))))))............((....))((((((....)))))).....((...))..,17,-5.184,15,0.000037
3188,.....(((..((.......))..))).............(((....(((..........)))..)))((...))..,13,-5.184,17,0.000037
3189,.....((............))((((.(((....)))..))))....((((((....)))))).....((...))..,17,-5.184,30,0.000037
3190,.....(((..((.......))..))).((....))...((....))((((((....)))))).....((...))..,17,-5.184,24,0.000037
3191,.((..(((..(((......))).)))...)).......((....))(((((......))))).....((...))..,17,-5.184,23,0.000037
3192,......((..((.......))..)).....................((((((....))))))..............,10,-5.183,15,0.000037
3193,.((..(((.(((........))))))...))....((..(((....((((((....))))))..))))).......,19,-5.183,8,0.000037
3194,.....(((.(((........)))))).............(((..((..((((....)))).)).))).(...)...,16,-5.183,9,0.000037
3195,.....(((..((.......))..)))......(.......).....((((((....))))))...(....).....,13,-5.183,15,0.000037
3196,.....(((..((.......))..)))..............((....))......(.((....)).)..(...)...,11,-5.182,30,0.000037
3197,......((.(((........))))).(((....)))...(((....((((((....))))))..))).(...)...,18,-5.182,10,0.000037
3198,.....(((.((((......)))))))(((....)))..........(((..........))).....((...))..,15,-5.182,24,0.000037
3199,.....(((..(.........)..)))(((....)))..........((((((....))))))..............,13,-5.182,18,0.000037
3200,.....(((..((........)).)))(((....)))....((....))....((.(.....).))..((...))..,15,-5.181,34,0.000037
3201,.....(((.(((........)))))).............(((....((((((....))))))..)))....(...),16,-5.181,2,0.000037
3202,.....(((((((...(....)....)).........))))).....((((((....)))))).....((...))..,16,-5.181,28,0.000037
3203,.....(((..((........)).)))(.....).......((....)).....((.((....)).)).........,12,-5.181,26,0.000037
3204,.....(((.(((..(....)))))))....................((((((....))))))......(...)...,14,-5.18,10,0.000037
3205,.....((..((((......)))).))....................((((........))))..............,10,-5.18,14,0.000037
3206,.....(((..((.......))..)))(((....)))..........((((((....)))))).(....).......,15,-5.18,21,0.000037
3207,.....(((.(((........)))))).........(...(((....(((((......)))))..)))..)......,15,-5.18,4,0.000037
3208,.((..(((.((((......)))))))...)).......((....))(((((......)))))..............,16,-5.179,17,0.000037
3209,.....(((.((((......))))...((......))..))).....((((((....))))))..............,15,-5.179,19,0.000037
3210,.....(((..((.......))..)))............((....))(((..........))).....((...))..,12,-5.179,26,0.000037
3211,...(.(((..((.......))..))))...................(((((......)))))......(...)...,12,-5.178,19,0.000037
3212,.....(((..((.......))..)))(((....)))...(((..((.((((......)))))).)))((...))..,19,-5.178,24,0.000037
3213,.....(((..((.......))..)))(((....)))...(((..(.(((((......)))))).)))((...))..,19,-5.178,21,0.000037
3214,.....(((.(((........))))))(((....)))....((....))....((.(.....).))...........,14,-5.177,28,0.000036
3215,.....(((.((((......)))))))......(......)......(((((......)))))......(...)...,14,-5.177,13,0.000036
3216,.....(((..((.......))..)))((......))....((....)).....((.((....)).))((...))..,15,-5.177,37,0.000036
3217,.....(((..(((......))).))).............(.(...).).....((.((....)).))((...))..,14,-5.177,31,0.000036
3218,..........((((.........))))...................((((((....))))))..............,10,-5.176,21,0.000036
3219,.....(((.(((..(....))))))).............(((..((.(((((....))))))).))).........,17,-5.176,7,0.000036
3220,.....(((.(((..(....))))))).............(((..(.((((((....))))))).))).........,17,-5.176,4,0.000036
3221,.....((..(((((....)))))..))........((..(((....((((((....))))))..)))..)).....,18,-5.176,15,0.000036
3222,.....((..((((......)))).))((......))...(((....(((((......)))))..))).........,16,-5.176,10,0.000036
3223,.....((..(((........))).))......(.......).....((((((....)))))).....((...))..,14,-5.175,13,0.000036
3224,(((..((..((((......))))..))..)))..............((((((....))))))..............,15,-5.175,21,0.000036
3225,.....(((((((((....)))))..............)))).....((((........)))).....((...))..,15,-5.175,27,0.000036
3226,.....(((...............)))(((....)))..((((....((((((....))))))..))).).......,16,-5.174,14,0.000036
3227,.....(((..((.......))..)))........((...(((....((((((....))))))..)))...))....,16,-5.174,11,0.000036
3228,.((..((..((((......))))..))..))...............((((........)))).....((...))..,14,-5.174,27,0.000036
3229,...(.(((..((.......))..))))............(((..((.((((......)))))).))).........,15,-5.174,16,0.000036
3230,...(.(((..((.......))..))))............(((..(.(((((......)))))).))).........,15,-5.174,13,0.000036
3231,.....(((..((.......))..)))((......))...(((....((((.(....).))))..))).........,15,-5.174,13,0.000036
3232,.....(((.((((......))))...(((....)))..))).....((((........)))).....((...))..,16,-5.174,29,0.000036
3233,.........(((........)))...(((....)))..........((((((....))))))...(....).....,13,-5.174,19,0.000036
3234,.....(((..((........)).)))......(.......).....(((((......))))).....((...))..,13,-5.174,15,0.000036
3235,.......((.(((((..(((...((.(((....)))..)).)))..((((((....))))))..).)))).))...,21,-5.173,39,0.000036
3236,.......((.(((((..(((...((.(((....)))..)).)))..((((((....))))))..)).))).))...,21,-5.173,39,0.000036
3237,.....((..(((........)))..))...................((((........))))..............,9,-5.173,17,0.000036
3238,.....(((...............))).............(((...(((((((....)))))).)))).........,13,-5.173,8,0.000036
3239,.....(((.(((........))))))(((....)))..((....))......((.(.....).))..((...))..,16,-5.173,35,0.000036
3240,.....(((.((((......)))))))....(........)......((((((....))))))......(...)...,15,-5.172,11,0.000036
3241,.((..(((..((........)).)))...)).......((....))((((((....))))))......(...)...,16,-5.172,17,0.000036
3242,.....(((.(((........))))))(.....).....((....)).......((.((....)).)).........,13,-5.172,27,0.000036
3243,......((.(((........))))).(((....)))..........(((((......))))).....((...))..,15,-5.172,20,0.000036
3244,.....(((...(.........).)))....................((((((....)))))).....((...))..,12,-5.172,16,0.000036
3245,.....(((..((.......))..)))..............((..((.(((((....))))))).)).((...))..,16,-5.172,18,0.000036
3246,.....(((..((.......))..)))..............((..(.((((((....))))))).)).((...))..,16,-5.172,15,0.000036
3247,.....(((..((.......))..)))..(.....)....(((....(((((......)))))..))).........,14,-5.172,11,0.000036
3248,.....(((..((.......))..)))(...)........(((....((((((....))))))..))).........,15,-5.171,9,0.000036
3249,.....(((..((........))....((......))..))).....((((((....)))))).....((...))..,15,-5.171,23,0.000036
3250,.....((((.((((....))))....(((....))).)))).....(((((......))))).....((...))..,18,-5.171,33,0.000036
3251,.....(((.(((........))))))(((....)))..........((((.(....).))))......(...)...,15,-5.171,16,0.000036
3252,.....(((.((((......)))))))((......))..........((((........)))).....((...))..,15,-5.171,20,0.000036
3253,.....((..(((........))).)).............(((..(..(((((....))))).).))).........,14,-5.171,6,0.000036
3254,.....(((.(((((....)))))))).........(...(((....((((((....))))))..)))..)......,18,-5.171,6,0.000036
3255,.....((..(((((....)))))..))............(((....(((((......)))))..)))((...))..,17,-5.17,17,0.000036
3256,.....(((.(((........))))))..............(......).....((.((....)).)).........,11,-5.17,22,0.000036
3257,.....(((.(((........))))))......(.......).....(((((......)))))..............,12,-5.17,9,0.000036
3258,.....((..(((........))).))............((....))(((((......)))))......(...)...,13,-5.169,15,0.000036
3259,.....(((.(((((....)))))))).........((..(((....(((((......)))))..))))).......,18,-5.169,10,0.000036
3260,.....(((..((........)).))).............(((..(..((((......)))).).))).........,13,-5.169,8,0.000036
3261,.....................((((.............))))....((((((....)))))).....((...))..,12,-5.169,23,0.000036
3262,.....(((.(((........))))))............((......(((((......))))).))..((...))..,15,-5.169,14,0.000036
3263,.....(((.(((..(....)))))))(((....)))..........((((((....)))))).....((...))..,18,-5.169,18,0.000036
3264,.....(((..(((......))).)))...........................((.((....)).))((...))..,12,-5.169,30,0.000036
3265,.....(((.(((........)))))).....(....)..(((....(((((......)))))..))).........,15,-5.168,4,0.000036
3266,.((..((..((((......)))).))...))...............((((((....))))))......(...)...,15,-5.168,16,0.000036
3267,.....(((...............)))............((....))(((((......)))))..............,10,-5.168,17,0.000036
3268,.((..(((..((.(...).))..)))...))........(((....(((((......)))))..))).........,16,-5.168,15,0.000036
3269,.....(((.((((......))))))).............(.(..((((................))))..).)...,13,-5.168,25,0.000036
3270,.....(((.(((........))))))(((....)))..((((....((((((....))))))..)))...).....,19,-5.168,8,0.000036
3271,.....(((.(((.(....).))))))....................((((((....))))))......(...)...,14,-5.168,10,0.000036
3272,.....(((..((.......))..))).((....))...........((((((....))))))......(...)...,14,-5.167,19,0.000036
3273,.....(((..((.......))..)))......((.....)).....(((((......)))))......(...)...,13,-5.167,19,0.000036
3274,.((..(((..(((......))).)))...))...............(((((......)))))......(...)...,14,-5.167,18,0.000036
3275,.....(((.(((........))))))..................((((((((....))))....))))........,14,-5.167,13,0.000036
3276,.....(((.(((........))))))(((....)))...(((..((.(((.(....).))))).))).........,18,-5.167,13,0.000036
3277,.....(((.(((........))))))(((....)))...(((..(.((((.(....).))))).))).........,18,-5.167,10,0.000036
3278,...(.(((.((((......))))))))...........((....))((((((....))))))......(...)...,17,-5.167,15,0.000036
3279,.....(((..........)))..((.(((....)))..))......((((((....))))))..............,14,-5.166,27,0.000036
3280,.....(((.(((........)))))).............(((..((.(((........))))).)))((...))..,16,-5.166,13,0.000036
3281,.....(((.(((........)))))).............(((..(.((((........))))).)))((...))..,16,-5.166,10,0.000036
3282,.........(((((....)))))...(((....)))....((....)).....((.((....)).)).........,14,-5.165,38,0.000036
3283,.....(((.(((........))))))..............((..((.(((((....))))))).))..........,15,-5.165,7,0.000036
3284,.....(((.(((........))))))..............((..(.((((((....))))))).))..........,15,-5.165,4,0.000036
3285,.....(((..((.......))..)))(((....)))..((....))(((((......)))))...(....).....,16,-5.165,25,0.000036
3286,.....(((..((((....)))).)))......(.......).....((((((....)))))).....((...))..,16,-5.165,17,0.000036
3287,.....(((.((((......))))))).............(((..((.(((........))))).))).(...)...,16,-5.165,13,0.000036
3288,.....(((.((((......))))))).............(((..(.((((........))))).))).(...)...,16,-5.165,10,0.000036
3289,.....(((..((........)).)))............((((....((((((....))))))..)))..)......,15,-5.165,4,0.000036
3290,.....((..(((((....)))))..))...........((....))(((((......))))).....((...))..,16,-5.164,26,0.000036
3291,.....((.............)).((.(((....)))..))......((((((....)))))).....((...))..,15,-5.164,29,0.000036
3292,.((..((..((((......)))).))...))........(((..((.(((((....))))))).))).........,18,-5.164,13,0.000036
3293,.((..((..((((......)))).))...))........(((..(.((((((....))))))).))).........,18,-5.164,10,0.000036
3294,....(((.............)))...(((....)))..........((((((....)))))).....((...))..,14,-5.164,29,0.000036
3295,.....(((..((.......))..)))............((....)).(((((....)))))......((...))..,14,-5.164,22,0.000036
3296,..........((((.......((((.(((....)))..))))....((((((....))))))....))))......,17,-5.163,30,0.000036
3297,.....(((.(((........))))))..(.....).....((....)).....((.((....)).)).........,13,-5.163,24,0.000036
3298,.....(((.(((.(....).)))))).............(((..((.(((((....))))))).))).........,17,-5.163,7,0.000036
3299,.....(((.(((.(....).)))))).............(((..(.((((((....))))))).))).........,17,-5.163,4,0.000036
3300,.....((..(((........))).))(((....)))...(((....(((((......)))))..)))((...))..,18,-5.163,14,0.000036
3301,......((.(((((....))))))).(((....)))..........((((((....)))))).....((...))..,18,-5.163,22,0.000036
3302,.....(((..((.......))..))).((....))....(((..((.(((((....))))))).))).........,17,-5.163,16,0.000036
3303,.....(((..((.......))..))).((....))....(((..(.((((((....))))))).))).........,17,-5.163,13,0.000036
3304,.....((((((((.((....))..))).........))))).....(((((......)))))..............,15,-5.163,28,0.000036
3305,.((..(((..(((......))).)))...))........(((..((.((((......)))))).))).........,17,-5.162,15,0.000036
3306,.((..(((..(((......))).)))...))........(((..(.(((((......)))))).))).........,17,-5.162,12,0.000036
3307,.....((..((((......)))).))(((....)))...(((....(((((......)))))..))).(...)...,18,-5.162,14,0.000036
3308,.....(((..((.......))..)))....................(((..........)))......(...)...,9,-5.162,21,0.000036
3309,.....(((..((.......))..)))....................(((.((....)).))).....((...))..,12,-5.162,19,0.000036
3310,(((..(((.(((((....))))))))...))).......(((....(((((......)))))..))).........,19,-5.162,12,0.000036
3311,.....(((..(((......))).)))....................((((((....))))))....(...).....,13,-5.161,11,0.000036
3312,.....(((..(((......))).)))............(.((....((((((....))))))..))..).......,15,-5.161,8,0.000036
3313,.....(((..............................))).....((((((....)))))).....((...))..,11,-5.161,23,0.000036
