,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
3314,.....(((.((((......)))))))................((....))...((.((....)).)).........,13,-5.161,26,0.000035
3315,.....(((.(((((....))))))))......(.......).....((((((....))))))..............,15,-5.161,11,0.000035
3316,.....(((.((((......))))))).............(.(...).)....((.(.....).))..((...))..,14,-5.161,29,0.000035
3317,.....(((..((.......))..)))(((....)))...(((....((((.(....).))))..))).(...)...,17,-5.161,17,0.000035
3318,.....(((..((.(...).))..)))....(.((.....(((....((((((....))))))..))))).).....,18,-5.16,15,0.000035
3319,.....((..(((((....))))).))............((....))((((((....))))))......(...)...,16,-5.16,17,0.000035
3320,.....(((..((((....)))).))).............(((..(..(((((....))))).).))).........,16,-5.16,10,0.000035
3321,.........(((........))).................((....)).....((.((....)).)).........,9,-5.16,28,0.000035
3322,..........((.......)).....(((....)))....((....)).....((.((....)).)).........,11,-5.16,41,0.000035
3323,.....(((.(((((....))))))))............((......((((((....)))))).))..((...))..,18,-5.16,16,0.000035
3324,...(.((..(((........))).)))............(((....(((((......)))))..))).........,14,-5.16,6,0.000035
3325,...(.(((..((.......))..)))).............((....)).....((.((....)).)).(...)...,13,-5.16,33,0.000035
3326,.....(((.(((((....)))))))).....(....)..(((....((((((....))))))..))).........,18,-5.159,6,0.000035
3327,.....(((..((........)).))).............(((...(.(((((....)))))..)))).........,14,-5.159,6,0.000035
3328,.....(((..((.......))..)))............((((....(((((......)))))..)))...).....,14,-5.159,11,0.000035
3329,.....(((..((((....)))).)))............((....))(((((......)))))......(...)...,15,-5.159,19,0.000035
3330,.....(((((((((..(....).)))).........))))).....((((.(....).)))).....((...))..,17,-5.158,32,0.000035
3331,.....(((.((..........))))).........((..(((....((((((....))))))..)))..)).....,16,-5.158,6,0.000035
3332,.....(((...............)))(((....)))...(((....((((........))))..))).........,13,-5.158,16,0.000035
3333,.....(((..((.......))..))).............(((..((.((..........)))).))).........,12,-5.158,18,0.000035
3334,.....(((..((.......))..))).............(((..(.(((..........)))).))).........,12,-5.158,15,0.000035
3335,.....((..(((........))).))(((....)))..((....))(((((......))))).....((...))..,17,-5.158,23,0.000035
3336,.....((..(((........))).))..............((....((((((....))))))..)).((...))..,15,-5.158,8,0.000035
3337,(((..(((..(((......))).)))...)))........((....)).....((.((....)).)).........,15,-5.158,32,0.000035
3338,.....(((((((..((....))...)).........))))).....((((((....))))))......(...)...,16,-5.157,27,0.000035
3339,.....((..((((......))))..))...........((....)).......((.((....)).))((...))..,14,-5.157,38,0.000035
3340,.....(((.(((........))))))(((....)))...(((...((((((......))))).)))).........,18,-5.157,10,0.000035
3341,..........((.......))..((.(((....)))..))......((((((....))))))...(....).....,14,-5.156,27,0.000035
3342,.....(((..((........)).)))..............((....(((((......)))))..)).((...))..,14,-5.156,10,0.000035
3343,.....(((((((((((....)).)))).........))))).....((((((....)))))).....(.....)..,18,-5.156,29,0.000035
3344,.....(((..((........)).)))(((....)))..........((((........))))..............,12,-5.156,18,0.000035
3345,..........(((......)))....(((....)))...(((....(((((......)))))..))).........,14,-5.156,18,0.000035
3346,.....(((.(((.(....).))))))(((....)))..........((((((....)))))).....((...))..,18,-5.156,18,0.000035
3347,.....(((.((((......))))))).........(...)......(((((......))))).....((...))..,15,-5.155,15,0.000035
3348,.....(((..((.(...).))..))).............(.(...).).....((.((....)).)).........,12,-5.155,32,0.000035
3349,.....(((..(((......))).)))....(.((.....(((..((.(((((....))))))).))))).).....,19,-5.155,15,0.000035
3350,.....(((..(((......))).)))....(.((.....(((..(.((((((....))))))).))))).).....,19,-5.155,12,0.000035
3351,...(.(((.(((........)))))))...................((((........)))).....((...))..,13,-5.155,16,0.000035
3352,...(..((..((.......))..)).)............(((....(((((......)))))..))).........,13,-5.155,13,0.000035
3353,.....(((((((........)))...(.....)....)))).....((((((....)))))).....((...))..,16,-5.154,21,0.000035
3354,.....((..(((((....))))).))(((....)))...(((....((((((....))))))..)))((...))..,21,-5.154,16,0.000035
3355,......((.(((........)))))..............(((....((((((....))))))..))).(...)...,15,-5.153,4,0.000035
3356,.....((((((((......))))...(((....))).)))).....(((((......)))))......(...)...,17,-5.153,27,0.000035
3357,.....(((.(((........))))))............((....))((((........))))...(....).....,13,-5.153,14,0.000035
3358,.((..(((..((.......))..)))...))........(((...(((((((....)))))).)))).........,17,-5.153,13,0.000035
3359,.....(((.((((......)))))))..........................((.(.....).))..((...))..,12,-5.153,28,0.000035
3360,.....((((.((.......)).....(((....))).)))).....(((((......)))))..............,14,-5.153,30,0.000035
3361,.....(((..((((....)))).)))(((....)))...(((....(((((......)))))..)))((...))..,20,-5.152,18,0.000035
3362,.....(((.((..........))))).............(((....(((((......)))))..)))((...))..,15,-5.152,8,0.000035
3363,.((..(((.(((((....))))))))...))........(((....(((((......)))))..))).(...)...,19,-5.152,12,0.000035
3364,.......................((.(((....)))..))......((((((....))))))......(...)...,12,-5.151,27,0.000035
3365,.....(((.((((......))))))).........(....).....((((........)))).....((...))..,14,-5.151,17,0.000035
3366,...(.((..(((((....))))).)))............(((....((((((....))))))..))).........,17,-5.15,8,0.000035
3367,.....(((.((((......)))))))............((....))((((.(....).))))......(...)...,15,-5.15,15,0.000035
3368,.....(((..((.......))..)))(((....)))..........(((..........))).....((...))..,13,-5.15,29,0.000035
3369,.....(((.(((........)))))).............(((....((((..(...).))))..))).........,14,-5.15,5,0.000035
3370,.....((..((((......))))..)).............((....))....((.(.....).))..((...))..,13,-5.15,35,0.000035
3371,.....(((((((..((....))..))..........))))).....((((((....))))))...(....).....,16,-5.15,25,0.000035
3372,.((..(((..((........)).)))...)).........((....)).....((.((....)).))((...))..,15,-5.149,32,0.000035
3373,...(.(((..((((....)))).))))............(((....(((((......)))))..))).........,16,-5.149,10,0.000035
3374,(((..(((.((((......)))))))...)))......((....)).......((.((....)).)).........,16,-5.149,33,0.000035
3375,.....((..(((((....))))).))(((....)))..((....))((((((....)))))).....((...))..,20,-5.148,25,0.000035
3376,.....((..(((........))).)).((....))....(((....((((((....))))))..))).........,16,-5.148,6,0.000035
3377,.((..(((..(((......))).)))...)).........((....)).....((.((....)).)).(...)...,15,-5.148,32,0.000035
3378,.....((..((((......))))..))..((.((.....(((....((((((....))))))..))))).))....,19,-5.148,17,0.000035
3379,.((..(((..((.......))..)))...)).......((....))(((((......)))))..............,14,-5.148,22,0.000035
3380,.....(((.(((((....))))))))(((....)))...(((...(((((((....)))))).)))).........,21,-5.148,12,0.000035
3381,.....((..(((((....)))))..))...................(((((......)))))......(...)...,13,-5.148,21,0.000035
3382,.....(((.(((........)))))).........((..(((....((((........))))..))).))......,15,-5.147,8,0.000035
3383,.....(((..((.(...).))..)))...........................((.((....)).)).........,10,-5.147,31,0.000035
3384,.....(((..(((......))).)))....(.........).....((((((....)))))).....((...))..,15,-5.147,15,0.000035
3385,.....(((..((((....)))).)))(((....)))..((....))(((((......))))).....((...))..,19,-5.147,27,0.000035
3386,......((.((((......)))))).((......))...(((....((((((....))))))..))).........,17,-5.147,8,0.000035
3387,.....(((..((........)).))).((....))....(((....(((((......)))))..))).........,15,-5.147,8,0.000035
3388,.....(((..((((....)))).)))..............((....((((((....))))))..)).((...))..,17,-5.147,12,0.000035
3389,.....(((.((..........)))))............((....))(((((......))))).....((...))..,14,-5.147,17,0.000035
3390,.((..(((..((........)).)))...))........(((....((((.(....).))))..))).........,15,-5.147,8,0.000035
3391,.....(((.(((........))))))....((............))(((((......))))).....((...))..,15,-5.146,16,0.000035
3392,...(..((.(((........))))).).............((....)).....((.((....)).)).........,12,-5.146,26,0.000035
3393,.....(((..((.......))..)))......(......)......(((((......)))))......(...)...,12,-5.145,18,0.000035
3394,.((..((..((..........))..))..))........(((....((((((....))))))..))).........,15,-5.145,13,0.000035
3395,.....(((((....((....))..............))))).....((((((....)))))).....((...))..,15,-5.145,28,0.000035
3396,.....(((..(((......))).)))..............((....))....((.(.....).))...(...)...,12,-5.144,28,0.000035
3397,.....(((.((((......)))))))(((....)))...(((....((((.(....).))))..)))((...))..,20,-5.144,14,0.000035
3398,.....(((.(((........)))))).........(...)......((((((....))))))......(...)...,14,-5.144,9,0.000034
3399,.....((((((((.(.....)...))).........))))).....((((((....)))))).....((...))..,17,-5.144,29,0.000034
3400,.....((((((((((......).)))).........))))).....((((((....))))))...(....).....,17,-5.143,27,0.000034
3401,.....(((.(((........))))))......((.....)).....((((........)))).....((...))..,14,-5.143,16,0.000034
3402,.....((..(((((....)))))..))............(((..((.((((......)))))).))).........,16,-5.143,18,0.000034
3403,.....((..(((((....)))))..))............(((..(.(((((......)))))).))).........,16,-5.143,15,0.000034
3404,......((.(((........))))).....................(((((......))))).....((...))..,12,-5.143,14,0.000034
3405,.....((..(((........))).)).............(((....(((..........)))..))).........,11,-5.143,8,0.000034
3406,...(.(((.((((......)))))))).............((....)).....((.((....)).))((...))..,16,-5.143,30,0.000034
3407,..........(((...........)))............(((....(((((......)))))..))).........,11,-5.143,16,0.000034
3408,.....(((..(.........)..))).............(((....(((((......)))))..))).(...)...,13,-5.143,10,0.000034
3409,.....(((.((((......)))))))....(.........).....((((((....))))))..............,14,-5.143,9,0.000034
3410,.....(((.(((((....))))))))(((....)))..((....))(((((......)))))..............,18,-5.143,21,0.000034
3411,.....(((.((..........)))))((......))...(((....((((((....))))))..))).........,16,-5.142,6,0.000034
3412,..........(((......))).................(((....((((((....))))))..))).........,12,-5.141,10,0.000034
3413,.....((..(((........))).))(((....)))..........(((((......)))))......(...)...,14,-5.141,18,0.000034
3414,.....(((..((.......))..)))....(........)......((((((....))))))......(...)...,13,-5.141,16,0.000034
3415,...(.(((.((((......))))))))............(((....((((.(....).))))..))).........,16,-5.141,6,0.000034
3416,.((..(((.(((........))))))...)).......((....)).......((.((....)).))((...))..,16,-5.14,33,0.000034
3417,.....(((..(((......))).)))(((....)))..((....)).......((.((....)).))((...))..,17,-5.14,39,0.000034
3418,.....(((...............)))(((....)))..........(((((......)))))..............,11,-5.14,20,0.000034
3419,.....(((.(((((....)))))))).............(.(...).).....((.((....)).)).(...)...,15,-5.139,29,0.000034
3420,.((..(((.((((......)))))))...)).......((....)).......((.((....)).)).(...)...,16,-5.139,33,0.000034
3421,.....(((..((.......))..)))((......))..........((((........)))).....((...))..,13,-5.139,25,0.000034
3422,.....(((.((((......)))))))(((....)))..((....))((((.(....).)))).....((...))..,19,-5.139,23,0.000034
3423,.....(((.....(((....))))))(((....)))...(((....((((((....))))))..))).........,18,-5.138,15,0.000034
3424,.....(((..(((......))).)))....................((((((....)))))).(......).....,13,-5.138,12,0.000034
3425,.....(((..((((....)))).))).((....))....(((....((((((....))))))..))).........,18,-5.138,10,0.000034
3426,.....(((.((((......))))))).....................(((((....)))))......((...))..,14,-5.138,14,0.000034
3427,.((..(((..(.........)..)))...))...............((((((....)))))).....((...))..,14,-5.137,20,0.000034
3428,.....(((.(((((....))))))))....((............))((((((....)))))).....((...))..,18,-5.137,18,0.000034
3429,.....(((..(((......))).)))..................((((................))))........,10,-5.137,25,0.000034
3430,.....((..(((((....))))).))..............((....)).....((.((....)).))((...))..,15,-5.137,32,0.000034
3431,.....((..(((........))).))(((....)))...(((..((.((((......)))))).))).........,17,-5.137,15,0.000034
3432,.....((..(((........))).))(((....)))...(((..(.(((((......)))))).))).........,17,-5.137,12,0.000034
3433,.....(((((((........))..............))))).....(((((......)))))......(...)...,13,-5.137,22,0.000034
3434,.....((..((((......))))..))........((..(((....(((((......)))))..)))..)).....,16,-5.136,15,0.000034
3435,...(.(((..(((......))).))))...........((....)).......((.((....)).)).........,13,-5.136,31,0.000034
3436,.....(((.(((((....))))))))(.....)......(((....(((((......)))))..))).........,17,-5.136,8,0.000034
3437,.....(((..((.......))..))).............(.(..((((................))))..).)...,11,-5.136,30,0.000034
3438,.....((((((((......))))..............)))).....((((((....)))))).....(.....)..,15,-5.136,19,0.000034
3439,.....(((.((((......)))))))............((....))......((.(.....).))...(...)...,13,-5.136,29,0.000034
3440,.....((..(((........))).))((......))....((....)).....((.((....)).)).........,13,-5.136,28,0.000034
3441,.....(((..(((......))).)))............((....))((((........))))..............,12,-5.135,17,0.000034
3442,.....(((((.....(((.......)))........))))).....((((((....)))))).....((...))..,16,-5.135,31,0.000034
3443,.....(((((...(..................)...))))).....((((((....)))))).....((...))..,14,-5.135,28,0.000034
3444,.....(((.(((........)))))).............(((..((..((((....)))).)).)))((...))..,17,-5.135,11,0.000034
3445,...(.(((..((.......))..))))...........((....))((((((....))))))......(...)...,15,-5.135,20,0.000034
3446,.....(((((((..(.....)...))..........))))).....((((((....)))))).....((...))..,16,-5.135,27,0.000034
3447,.....(((((((..(......)..))..........))))).....((((((....)))))).....((...))..,16,-5.135,27,0.000034
3448,......((.(((........))))).(((....)))...(((....((((((....))))))..)))((...))..,19,-5.134,12,0.000034
3449,.....((..(((((....))))).)).............(((....((((.(....).))))..))).........,15,-5.134,8,0.000034
3450,......((.(((((....))))))).....................((((((....)))))).....((...))..,15,-5.134,16,0.000034
3451,.((..(((.((((......)))))))...))....((..(((....((((((....))))))..))))).......,20,-5.134,10,0.000034
3452,.....(((.((((......))))))).............(((..((..((((....)))).)).))).(...)...,17,-5.134,11,0.000034
3453,.....(((..((........)).)))((......))..........((((((....))))))...(....).....,14,-5.134,13,0.000034
3454,.....(((.(((........))))))..(....).....(((....(((((......)))))..))).........,15,-5.133,4,0.000034
