,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
17325,...................((..(((..((......)).)))..))........(((......)))..........,10,-2.561,44,0.000005
17326,..........((......)).......................((...))....((....))......(...)...,7,-2.561,41,0.000005
17327,..........((......)).(((((..((....((((.......))))....)).)))))......((...))..,15,-2.561,50,0.000005
17328,.....(((.........)))........((..((((((.((.(.....)...)).))))))..))...(...)...,15,-2.561,22,0.000005
17329,.....(((.........)))....(((....((.((....)).)))))......(((......)))..(...)...,14,-2.561,50,0.000005
17330,......((...(.......).....)).(((.((((((.((..(.....)..)).)))))).)))..((...))..,17,-2.561,19,0.000005
17331,..........((......))........(((.((((((.(.(.((...)))..).)))))).)))...........,15,-2.561,20,0.000005
17332,.(....)...((((....(..((((((.((....(((((.....)))))....))))))))..)..))))......,19,-2.561,55,0.000005
17333,..........((......)).....((.........)).....((...))....((....))...(....).....,9,-2.561,42,0.000005
17334,.....((...........)).(....).(((.(((.((.((...........)).)).))).)))..((...))..,15,-2.561,22,0.000005
17335,.......((.((((...............(..((((((.((..(.....)..)).))))))....))))).))...,16,-2.561,26,0.000005
17336,......((.................)).........(((.....))).......((....))......(...)...,8,-2.561,47,0.000005
17337,.......((.((......))))......(((.((((((.((..(.....)..)).)))))).))).(...).....,17,-2.561,18,0.000005
17338,.....(.............(((.(((..((......)).))).)))).......(((......))).((...))..,14,-2.561,49,0.000005
17339,.(...((.........((((........(((.((((((.((...........)).)))))).))))))))).)...,18,-2.561,10,0.000005
17340,..(.....)............(....).(((.((((((.((..((...))..)).)))))).)))...(...)...,16,-2.561,19,0.000005
17341,.....((((....))...))........(((.(((.((.((..((...))..)).)).))).)))...(...)...,17,-2.56,22,0.000005
17342,...((.......))..((((.(((((..((....((((.......))))....)).)))))....)))).......,17,-2.56,42,0.000005
17343,.(..............)...((....))(((.((((((.((..((...))..)).)))))).)))..((...))..,18,-2.56,21,0.000005
17344,..........((......))......((...))..(((.......)))......((....))......(...)...,10,-2.56,47,0.000005
17345,..(.....).....(....)........(((.((.(((.((..((...))..)).))).)).)))..((...))..,16,-2.56,20,0.000005
17346,.(....)...((((......((....))(((.((((((.((...........)).)))))).))).))))......,18,-2.56,24,0.000005
17347,...(.(((...........(((.(((.............))).))).........)))..)......((...))..,12,-2.56,50,0.000005
17348,.......((.((((.....((...))...((.((((((.((..((...))..)).)))))).))..)))).))...,20,-2.56,27,0.000005
17349,...................(((....)))..((.((....)).)).(....)..((....))..............,10,-2.56,47,0.000005
17350,..........((((......................))))..............((....))..............,6,-2.56,43,0.000005
17351,.....(.(........).).........(((.((((((.(.............).)))))).)))..((...))..,14,-2.56,20,0.000005
17352,..........((.....(((........(((.((.(((.((..((...))..)).))).)).))))))))......,17,-2.56,12,0.000005
17353,..............(.((((........(((.((.(((.(.............).))).)).))))))).).....,14,-2.56,8,0.000005
17354,.(((......((......))......)))......((((.....))))......(((......)))..........,12,-2.56,49,0.000005
17355,.......((.((((.......((((((.((....(.(((.....))).)....)))))))).....)))).))...,18,-2.56,56,0.000005
17356,.......((.((((..(..(.((.(((.((.(..((((.......)))).)..))))).)))..).)))).))...,20,-2.56,57,0.000005
17357,...(...)..((......))...........((.((....)).)).........((....)).....((...))..,11,-2.56,47,0.000005
17358,...(.........).....(((....)))...((((((.((...........)).)))))).......(...)...,13,-2.56,27,0.000005
17359,...................(.....)..((.((.((....)).))))..((((.(((......))).)))).....,14,-2.56,45,0.000005
17360,.....((...........)).(.(((..((......)).))).).....((...(((......))).)).......,13,-2.56,45,0.000005
17361,..(.....).((......)).....(((....(((.((.((..(.....)..)).)).))).)))..((...))..,16,-2.56,29,0.000005
17362,..........((((.....((..((((.(((.(......).))).)))).))..(((......)))))))......,17,-2.56,54,0.000005
17363,..(.....)..((.....))........((..((((((.((..(.....)..)).))))))..))..((...))..,16,-2.56,20,0.000005
17364,..(.....).....(.((((.....(((....((((((.((...........)).)))))).))))))).).....,17,-2.56,15,0.000005
17365,...(......((......))......).(((.((((((.((..(.....)..)).)))))).)))...(...)...,16,-2.56,17,0.000005
17366,...(..............).........((..((((((.((..((...))..)).))))))..))...........,13,-2.56,17,0.000005
17367,.(....)...((((............(.(((.((((((.(.............).)))))).))))))))......,16,-2.56,23,0.000005
17368,...((.......))...........(((....((((((.((..((...))..)).)))))).)))...(...)...,16,-2.56,28,0.000005
17369,..((...))...................(((.((((((.((..(......).)).)))))).)))..((...))..,16,-2.56,21,0.000005
17370,............(.(.((((........(((.(((.((.((..(.....)..)).)).))).)))))))).)....,17,-2.56,8,0.000005
17371,................................((((((.(.............).))))))....(....).....,8,-2.56,22,0.000005
17372,..........((......))............(......)...(((...((...(((......))).)).)))...,11,-2.559,44,0.000005
17373,.......(........)...........(((.(((.((.((...........)).)).))).)))..((...))..,13,-2.559,19,0.000005
17374,..(.....).((......))........(((.((((((.(.............).)))))).)))..(.....)..,14,-2.559,21,0.000005
17375,...((.(......)...)).........((..((((((.((..(.....)..)).))))))..))..((...))..,16,-2.559,20,0.000005
17376,...................(((....))).....(((((.....)))))......((......))..((...))..,12,-2.559,48,0.000005
17377,.........................((..................)).......(((......)))..........,5,-2.559,41,0.000005
17378,..................((....))..(((.(((.((.((..(.....)..)).)).))).)))..((...))..,15,-2.559,18,0.000005
17379,.....((((........(.(((.(((.(.........).))).))).)......)))).........((...))..,14,-2.559,53,0.000005
17380,............................((..((.(((.((..(.....)..)).))).))..))...........,10,-2.559,16,0.000005
17381,...(...)........((((........((..((((((.(.............).))))))..)))))).......,14,-2.559,12,0.000005
17382,..(.....).((......))...............(((.......)))......((....)).....((...))..,10,-2.559,47,0.000005
17383,...(...)..((......))........(((.((.(((.((...........)).))).)).)))...(...)...,14,-2.559,21,0.000005
17384,...(.(((...........(((.(((..((......)).))).))).........)))..)....(....).....,13,-2.559,48,0.000005
17385,..((...)).((((.......(((.((.((....(((((.....)))))....)))).))).....))))......,18,-2.559,56,0.000005
17386,..(.....).((......))............(((.((.((..((...))..)).)).)))......((...))..,14,-2.559,28,0.000005
17387,.....(((...........(((....))).......)))....(((...((..((........))..)).)))...,13,-2.559,50,0.000005
17388,.....((.........((((........(((..((.((.((..(.....)..)).)).))..))))))))).....,16,-2.559,10,0.000005
17389,.((((.......)).))..(((.(((.............))).)))...((((.(((......))).)))).....,17,-2.559,53,0.000005
17390,..........((((.....((..((((.....((....)).....)))).))..((....))....))))......,14,-2.559,54,0.000005
17391,.((((((((((..................))))....))...))))........((....)).....((...))..,14,-2.559,55,0.000005
17392,.....((...........)).....((.........)).....(.....)....(((......)))..(...)...,9,-2.559,40,0.000005
17393,.........(......((((........(((.((((((.((...........)).)))))).)))))))....)..,16,-2.559,8,0.000005
17394,.((...(......).))...........(((.((((((.(.............).)))))).)))..((...))..,15,-2.559,22,0.000005
17395,.....(.......)..((((........(((.((((((.((.....(....))).)))))).))))))).......,17,-2.559,10,0.000005
17396,.....(((.........)))......((...)).(((((.....))))).....(((......))).((...))..,15,-2.559,51,0.000005
17397,..........((......))......(.(((.((.(((.((..((...))..)).))).)).))).).(...)...,16,-2.559,20,0.000005
17398,.(((......((......))......))).....((((.......))))..((.(((......))).)).......,14,-2.559,49,0.000005
17399,.......((.((((..(..((..((((.((......)).......)))).))..((....))..).)))).))...,17,-2.559,57,0.000005
17400,..........(((((..(((((....)))...((((((.((..((...))..)).)))))))).)).)))......,20,-2.559,29,0.000005
17401,..........(((((..(((((....)))...((((((.((..((...))..)).)))))))).).))))......,20,-2.559,29,0.000005
17402,..........((((...(((((....)))...((((((.((..(.....)..)).))))))))...))))......,18,-2.559,27,0.000005
17403,..............(....(((....))))..((((((.((..(.....)..)).))))))......((...))..,15,-2.558,24,0.000005
17404,..........((......)).....(.((((.(((.((.((...........)).)).))).)))...).).....,14,-2.558,20,0.000005
17405,..........((......)).((((((.((.(..((((.......)))).)..))))))))....(....).....,16,-2.558,51,0.000005
17406,.....((...........))........(((.(.((((.((..((...))..)).)))).).)))...(...)...,15,-2.558,19,0.000005
17407,.........................((....((.((....)).)))).......(((......)))..(...)...,10,-2.558,45,0.000005
17408,.(((((((..((......))......(.....)...)))...))))........(((......)))..........,13,-2.558,51,0.000005
17409,............................((..(((.((.(.............).)).)))..))..((...))..,10,-2.558,22,0.000005
17410,..(.....)..(......).........(((.((((((.((..(.....)..)).)))))).)))...(...)...,15,-2.558,16,0.000005
17411,..........((......))....(((.(..............).)))......((....))......(...)...,9,-2.558,47,0.000005
17412,..........(........)............((((((.((...........)).)))))).......(...)...,10,-2.558,22,0.000005
17413,.......((....))....(((.(((..((......)).))).)))...((...(((......)))...)).....,15,-2.558,49,0.000005
17414,.......((.((((...((...((.((.((....(((((.....)))))....)))).)).))...)))).))...,19,-2.558,56,0.000005
17415,....................((....))(((.(((.((.((...........)).)).))).)))...........,12,-2.558,20,0.000005
17416,...((.......)).....(((.(((.(((......)))))).)))........((....)).....((...))..,15,-2.558,54,0.000005
17417,...................((..((((.(((.(......).))).)))).))..((....))......(...)...,13,-2.558,52,0.000005
17418,...(...)....................(((.(((.((.((..(.....)..)).)).))).)))...........,12,-2.558,16,0.000005
17419,......((........).).........(((.((((((.((..((...))..)).)))))).)))..((...))..,17,-2.558,18,0.000005
17420,..(.....)..(.......)........(((.((((((.((...........)).)))))).)))...........,13,-2.558,17,0.000005
17421,.....(((.........)))...(((((((......)))......)))).....((....)).....((...))..,14,-2.558,53,0.000005
17422,.......((...........))......((.((.((....)).)))).......(((......))).((...))..,13,-2.558,48,0.000005
17423,.(...)........(.((((........(((.((((((.((...........)).)))))).))))))).).....,17,-2.558,6,0.000005
17424,.........(.....)............(((.(((.((.((..((...))..)).)).))).)))..((...))..,15,-2.557,19,0.000005
17425,................((((.....(((((....((((.......))))....)).......))))))).......,13,-2.557,36,0.000005
17426,..............(....)........(((.((((((.(...(.......).).)))))).)))..((...))..,14,-2.557,19,0.000005
17427,.(........)...((((((........((..(((.((.((..((...))..)).)).)))..)))))))).....,18,-2.557,8,0.000005
17428,..........((((.......(((.((.((.....(((.......))).....)))).))).....))))......,14,-2.557,49,0.000005
17429,.......((.(.......).))......((.((.((....)).)))).......((....))..............,11,-2.557,48,0.000005
17430,..........(((......(((....)))........)))...(.....)....((....))..............,9,-2.557,44,0.000005
17431,..........((......))..............((((.......)))).....((....)).(.....)......,9,-2.557,44,0.000005
17432,.......((.((((....(..(((((((((.((.((....)).)))).......)))))))..)..)))).))...,20,-2.557,57,0.000005
17433,.....................((.....(((.((((((.((...........)).)))))).)))...))......,13,-2.557,16,0.000005
17434,...................((...))..((.((.((....)).)))).......((....)).....((...))..,12,-2.557,48,0.000005
17435,.............(((((((.(((((((......((((.......)))).....)))))))....)))))).)...,18,-2.557,38,0.000005
17436,..(.....).......((((((....))(((.((((((.((...........)).)))))).))))))).......,18,-2.557,12,0.000005
17437,.......((.(((.............(..((.((((((.((...........)).)))))).))..)))).))...,16,-2.557,24,0.000005
17438,.......................((((.(((.((....)).))).)))).....(((......))).((...))..,14,-2.557,50,0.000005
17439,.((............))...........(((.((((((.((.....(....))).)))))).)))..((...))..,16,-2.557,20,0.000005
17440,.....((...........)).....(..((..((((((.((...........)).))))))..))...).......,13,-2.557,19,0.000005
17441,.....((((........(.(((.(((..((......)).))).))).)......))))..(.....).........,14,-2.557,50,0.000005
17442,...................(((....)))...((((((.((...........)).)))))).....(...).....,12,-2.557,24,0.000005
17443,...................((..((((.(..............).)))).))..((....))...(....).....,10,-2.557,49,0.000005
17444,.......((.((......))))..........((((((.((..((...))..)).))))))....(....).....,15,-2.557,26,0.000005
17445,...................(((....)))..............((...))....(((......)))..........,8,-2.557,41,0.000005
17446,...((............))......(..(((.((((((.((..(.....)..)).)))))).)))...).......,15,-2.557,15,0.000005
17447,..............(....)........(((.((((((.......(((....))))))))).)))...(...)...,14,-2.557,23,0.000005
17448,.....((...........))............((((((.((.....(....))).))))))...............,11,-2.557,24,0.000005
17449,..((...)).....((((((........(((..(.(((.((..(.....)..)).))).)..))))))))).....,18,-2.557,8,0.000005
17450,............................(((.((((((.(...((...))...).)))))).)))...........,12,-2.557,16,0.000005
17451,...(...)......((((((.(((((((......((((.......)))).....)))))))....)))))).....,18,-2.556,38,0.000005
17452,.....(((.........))).........((.(((.((.((..(.....)..)).)).))).))...((...))..,15,-2.556,21,0.000005
17453,.....((..(.....)..))........(((.((((((.......(((....))))))))).)))..((...))..,17,-2.556,27,0.000005
17454,.............(..((((........(((..(((((.((...........)).)))))..)))))))...)...,15,-2.556,10,0.000005
17455,.......((((..((...........)).)))).(((((.....))))).....(((......))).((...))..,16,-2.556,53,0.000005
17456,.(.........).......(((....)))...((((((.((..((...))..)).)))))).......(...)...,15,-2.556,27,0.000005
17457,.....((...........))........(((.((((((.(......(....).).)))))).)))..((...))..,15,-2.556,22,0.000005
17458,.((.....................))..(((.((((((.(.............).)))))).)))..((...))..,14,-2.556,22,0.000005
17459,.......(..((......)).)......((..((((((.(.............).))))))..))..((...))..,14,-2.556,24,0.000005
17460,..............((((((((....)))...((((((.((..((...))..)).)))))).....))))).....,18,-2.556,14,0.000005
17461,.......((.((((..(..(............((((((.((..((...))..)).)))))))..).)))).))...,18,-2.556,29,0.000005
17462,.....(((............................)))....((...))....((....))......(...)...,8,-2.556,43,0.000005
17463,...(...)........((((............((((((.((..((...))..)).))))))....)))).......,15,-2.556,14,0.000005
17464,.((............))...((....))(((.((((((.((..((...))..)).)))))).)))...........,17,-2.556,20,0.000005
17465,.......(......).............(((.((.(((.((..((...))..)).))).)).)))..((...))..,15,-2.556,19,0.000005
17466,..........((......))............(((..(.((..(.....)..)).)..)))......((...))..,11,-2.556,26,0.000005
17467,...................(((.(((.............))).))).....((.(((......)))...)).....,11,-2.556,46,0.000005
