,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
8048,..........((((..(..(((....)))((.((((((.((..((...))..)).)))))).))).))))......,20,-3.065,24,0.000011
8049,...................(.....)..(((.(((.((.((..((...))..)).)).))).)))...........,13,-3.065,17,0.000011
8050,..................................((((.......)))).....((....))......(...)...,7,-3.065,43,0.000011
8051,...................(((.(((..((......)).))).)))(....)..((....))...(....).....,12,-3.065,48,0.000011
8052,.....((...........))...((((....((.((....)).)))))).....((....))...(....).....,13,-3.065,51,0.000011
8053,.......((.(((((....)......(.(((.((((((.((..((...))..)).)))))).)))))))).))...,21,-3.065,23,0.000011
8054,.....(((.........)))........(((.(((.((.((.....(....))).)).))).)))..((...))..,16,-3.065,23,0.000011
8055,.......((.((((....(......)..(((.((((((.((.(.....)...)).)))))).))).)))).))...,19,-3.065,25,0.000011
8056,..........((......)).....(((....((.(((.((..((...))..)).))).)).)))...(...)...,15,-3.065,28,0.000011
8057,..........((((...(.(((.(((.............))).))).)......((....))....))))......,13,-3.065,51,0.000011
8058,...................(((....)))......(((.......)))......((....))...(....).....,9,-3.065,45,0.000011
8059,..........((......))...(((..((......)).))).(((...((...(((......))).)).)))...,15,-3.065,48,0.000011
8060,...................(((....)))...(((.((.((..((...))..)).)).)))....(....).....,13,-3.065,26,0.000011
8061,.......((.((((...((......((.((....(((((.....)))))....))))....))...)))).))...,17,-3.065,54,0.000011
8062,..............((((((...(((..((.(..((((.......)))).)..))..))).....)))))).....,16,-3.065,34,0.000011
8063,..........((......)).....((.........))........(....)..((....)).....((...))..,9,-3.065,46,0.000011
8064,...........((.....))........(((.((((((.((.....(....))).)))))).)))..((...))..,16,-3.065,20,0.000011
8065,..........((......))......((...)).(((((.....))))).....(((......)))..(...)...,13,-3.064,49,0.000011
8066,...................(.((((((.((....(((((.....)))))....))))))))).....((...))..,16,-3.064,52,0.000011
8067,.(((...))..)....((((........(((.((((((.((..((...))..)).)))))).))))))).......,20,-3.064,12,0.000011
8068,.....(((........).))........(((..(((((.((..(.....)..)).)))))..)))...........,14,-3.064,17,0.000011
8069,..........((((............(.(((.((((((.......(((....))))))))).))))))))......,17,-3.064,27,0.000011
8070,..........((((..(((..((((((.((....((((.......))))....)))))))))).).))))......,19,-3.064,52,0.000011
8071,.((....((....))))...........(((.((((((.((..(.....)..)).)))))).)))..((...))..,18,-3.064,19,0.000011
8072,.......((..(((..............(((.((((((.((..(.....)..)).)))))).))).)))..))...,17,-3.064,19,0.000011
8073,.(.........)....((((........(((.((.(((.((..(.....)..)).))).)).))))))).......,16,-3.064,8,0.000011
8074,...(...).....(((((((........(((.((((((.((...........)).)))))).))))))))).)...,19,-3.064,6,0.000011
8075,..........((......))........(((.....((.((...........)).)).....)))...........,9,-3.064,24,0.000011
8076,..((...)).((......))........(((.((.(((.((...........)).))).)).)))...........,14,-3.063,22,0.000011
8077,...................(((.(((..((......)).))).)))...((((.((((...).))).)))).....,16,-3.063,48,0.000011
8078,..(.....)...................((..((((((.((..((...))..)).))))))..))...........,13,-3.063,18,0.000011
8079,.(((((((...........(((....))).......)))...)))).....((.(((......)))..))......,15,-3.063,53,0.000011
8080,.................(((.((((((.((....((((.......))))....))))))))....)))........,15,-3.063,41,0.000011
8081,..........((......)).....((.(((..........))).)).......((....))..............,9,-3.063,46,0.000011
8082,.....((((....))...))........((..((((((.((..(.....)..)).))))))..))..((...))..,17,-3.063,21,0.000011
8083,..............((((((.((((((((..((.((....)).)).)).......))))))....)))))).....,18,-3.063,36,0.000011
8084,..........(........)........(((.((((((.((..((...))..)).)))))).)))(....).....,15,-3.063,15,0.000011
8085,.........................(.((((.((((((.((..((...))..)).)))))).)))...).).....,15,-3.062,16,0.000011
8086,.....((((........(.(((.(((.............))).))).)......)))).........((...))..,13,-3.062,52,0.000011
8087,.((...(......).))..(((.(((..((......)).))).)))...((((.(((......))).)))).....,18,-3.062,51,0.000011
8088,.....((...........)).....(((.(..((((((.((..((...))..)).))))))))))..((...))..,18,-3.062,28,0.000011
8089,...(...)...........(((....)))...((((((.((...........)).))))))......((...))..,14,-3.062,28,0.000011
8090,..........(.......).........(((.(((.((.((..((...))..)).)).))).)))..((...))..,15,-3.062,19,0.000011
8091,..((...))...................(((.(((.((.((...........)).)).))).)))...........,12,-3.062,20,0.000011
8092,.(....).....................(((.(((.((.((..((...))..)).)).))).)))..((...))..,15,-3.062,20,0.000011
8093,.((((((((((........(((....))))))).....))..))))...((((.(((......))).)))).....,20,-3.062,58,0.000011
8094,..........(........)........(((..(((((.((...........)).)))))..)))..((...))..,13,-3.062,19,0.000011
8095,..((...)).................(.(((.((((((.((..((...))..)).)))))).)))).((...))..,18,-3.062,21,0.000011
8096,.((...((....)).))...........(((.((((((.((..(.....)..)).)))))).)))...........,16,-3.062,18,0.000011
8097,.....(((............................)))....(((........(((......)))....)))...,9,-3.062,45,0.000011
8098,.((((.....((((.....(((....))).......))))..))))........((....))..............,13,-3.062,54,0.000011
8099,..........((......))........((.((.((....)).))))........((......))..((...))..,12,-3.061,45,0.000011
8100,.....(.......).....(((....)))...((((((.((..((...))..)).))))))......((...))..,16,-3.061,28,0.000011
8101,.(.(...............).)......(((.((((((.((..((...))..)).)))))).)))...........,15,-3.061,17,0.000011
8102,.....(((.........)))........(((.((((((.................)))))).)))...(...)...,13,-3.061,22,0.000011
8103,...(...)..((....((((.((((((.((....(((((.....)))))....))))))))....)))))).....,20,-3.061,45,0.000011
8104,.....................(((.((.((....(((((.....)))))....)))).)))......((...))..,14,-3.061,50,0.000011
8105,..........((.........((((((.((....((((.......))))....))))))))........)).....,14,-3.061,49,0.000011
8106,.....((((........(.(((.(((..((......)).))).))).)......)))).......(....).....,14,-3.061,50,0.000011
8107,.......((.((((..(..(.((((((..(....((((.......))))....).)))))))..).)))).))...,19,-3.061,55,0.000011
8108,...((.......)).....(((....)))...((((((.(.............).))))))......((...))..,14,-3.061,32,0.000011
8109,.......((.((((.....(.(((((..((....(((((.....)))))....)).))))))....)))).))...,19,-3.06,57,0.000011
8110,..........((......)).((((((.((....((((.......))))....))))))))..(....).......,15,-3.06,49,0.000011
8111,.......(..((......)).)......(((.(((.((.((..(.....)..)).)).))).)))...(...)...,15,-3.06,19,0.000011
8112,.....(((.(.....).)))........(((.(((.((.((..((...))..)).)).))).)))..((...))..,18,-3.06,22,0.000011
8113,..............(...).........(((.((((((.(.............).)))))).)))..((...))..,13,-3.06,18,0.000011
8114,.......((.(((((....)((....))(((.((((((.((..((...))..)).)))))).))).)))).))...,22,-3.06,26,0.000011
8115,.....((...........))...((((..................))))..((.(((......))).)).......,11,-3.06,48,0.000011
8116,.....((...........))........((..((((((.......(((....)))))))))..))..((...))..,15,-3.06,28,0.000011
8117,..............((((((((....))....((((((.((..(.....)..)).))))))....)))))).....,17,-3.06,10,0.000011
8118,.......((.....((((((........((..((((((.((..((...))..)).))))))..))))))))))...,20,-3.06,8,0.000011
8119,..............(.((((.((((((.((.(..(((((.....))))).)..))))))))....)))))......,19,-3.06,43,0.000011
8120,..............((((((............((((((.((.(.....)...)).))))))....)))))).....,15,-3.06,10,0.000011
8121,..............((((((........(((.((((((.(.(.((...)))..).)))))).))))))))).....,19,-3.06,6,0.000011
8122,.......((.((((...((..((((((.((.(..((((.......))))...)))))))))..)).)))).))...,21,-3.06,56,0.000011
8123,.......((..((.....))))......(((.((((((.((..(.....)..)).)))))).)))..((...))..,18,-3.06,20,0.000011
8124,.(........).....((((........(((..(((((.((..(.....)..)).)))))..))))))).......,16,-3.059,8,0.000011
8125,.......((.((((...((..(((.(((((.((.((....)).))))).......)).)))..)).)))).))...,20,-3.059,56,0.000011
8126,.................(((........((..((((((.((..(.....)..)).))))))..)))))........,14,-3.059,8,0.000011
8127,..........((......))............((((((.((..((...))..)).)))))).....(...).....,13,-3.059,22,0.000011
8128,.......((.((((...((..(((((((.......(((.......)))......)))))))..)).)))).))...,18,-3.059,55,0.000011
8129,.(...)....((......))........(((.(((.((.((..(.....)..)).)).))).)))...........,14,-3.059,18,0.000011
8130,......((..((......)).....)).((..((((((.((...........)).))))))..))..((...))..,16,-3.059,24,0.000011
8131,.......((...........))......(((.(((.((.((..((...))..)).)).))).)))...(...)...,15,-3.059,21,0.000011
8132,.....((...........))......(.(((.((.(((.((..((...))..)).))).)).))).).........,15,-3.059,19,0.000011
8133,..........((......))...((((.(..............).)))).....(((......)))..(...)...,11,-3.059,48,0.000011
8134,.............................((.((((((.((..((...))..)).)))))).))............,12,-3.059,16,0.000011
8135,..........((((..(..(((.(((..((......)).))).)))(....)..((....))..).))))......,16,-3.059,52,0.000011
8136,.....(((.........)))........((..((((((.((..(.....)..)).))))))..))..(.....)..,15,-3.058,18,0.000011
8137,.(.........)..((((((.((((((.((.(..((((.......)))).)..))))))))....)))))).....,20,-3.058,39,0.000011
8138,.....(((.........)))..............((((.......))))((((.(((......))).)))).....,14,-3.058,46,0.000011
8139,..((...)).((......)).....(..(((.((((((.((..(.....)..)).)))))).)))...).......,17,-3.058,19,0.000011
8140,..........((......)).....(((........((.((..((...))..)).)).....)))..((...))..,13,-3.058,35,0.000011
8141,..(.....).....((((((........((..(((.((.((...........)).)).)))..)))))))).....,16,-3.058,8,0.000011
8142,.....((...........))........(..((.((....)).)).).......(((......)))..(...)...,11,-3.058,44,0.000011
8143,.........((...............))(((.((((((.((..((...))..)).)))))).)))...........,15,-3.057,18,0.000011
8144,.(....)((.((((.....(.....)..(((.((((((.((..(.....)..)).)))))).))).)))).))...,20,-3.057,23,0.000011
8145,..........((......))......(.(((.((.(((.((...........)).))).)).))))..........,13,-3.057,19,0.000011
8146,...(.........)((((((........(((.(((.((.((..((...))..)).)).))).))))))))).....,19,-3.057,6,0.000011
8147,..........((......))............(.....)...............(((......))).((...))..,8,-3.057,42,0.000011
8148,..(.....).((......))........(((.((.(((.((..((...))..)).))).)).)))...(...)...,16,-3.057,21,0.000011
8149,..((...)).....((((((........(((.((((.(.((..(.....)..)).).)))).))))))))).....,19,-3.057,6,0.000011
8150,..(.....).((((.....(.....)..(((.((((((.((..(.....)..)).)))))).))).))))......,18,-3.057,19,0.000011
8151,................((((.....((.....((((((.((..(.....)..)).))))))..)))))).......,15,-3.057,12,0.000011
8152,..........((......)).........(....(((((.....))))))....((....)).....((...))..,12,-3.057,48,0.000011
8153,.............((.((((........(((.((((((.((...........)).)))))).))))))).).)...,17,-3.057,6,0.000011
8154,.(.((.......))..)...........(((.((((((.((..(.....)..)).)))))).)))...........,15,-3.057,17,0.000011
8155,...................................((((.....)))).((((.(((......))).)))).....,11,-3.056,44,0.000011
8156,..(.....)..........((..((((....((.((....)).)))))).))..((....)).....((...))..,15,-3.056,56,0.000011
8157,..........((....((((.(((.((.((.(..(((((.....))))).)..)))).)))....)))))).....,19,-3.056,44,0.000011
8158,..........((......))........(((.((((((.(.(.(.....))..).)))))).)))..((...))..,16,-3.056,20,0.000011
8159,...(...)......(.((((........(((.((((((.((...........)).)))))).))))))).).....,17,-3.056,6,0.000011
8160,..........((......)).....((.........)).....((...))....((....))..............,8,-3.056,42,0.000011
8161,.....((...........))........(((.(((..(.((...........)).)..))).)))...........,11,-3.056,20,0.000011
8162,...(..((.................))..)..((((((.((..((...))..)).))))))......((...))..,15,-3.056,27,0.000011
8163,..(.....)...................(((.(((.((.((..((...))..)).)).))).)))...(...)...,14,-3.056,19,0.000011
8164,.......(......)....(((.(((..((......)).))).)))...((...(((......))).)).......,14,-3.056,47,0.000011
8165,...................(((.(((..((......)).))).)))........((........)).((...))..,12,-3.056,47,0.000011
8166,.......((....)).((((........(((.((((((.((.(.....)...)).)))))).))))))).......,18,-3.056,11,0.000011
8167,.......(...)..((((((........(((.((.(((.((..(.....)..)).))).)).))))))))).....,18,-3.056,4,0.000011
8168,......((.................)).((.((.((....)).))))..((((.(((......))).)))).....,15,-3.056,48,0.000011
8169,.....((...........))....(((.(((.((....)).))).)))......((....)).....((...))..,14,-3.056,51,0.000011
8170,.....(((.........)))........(((.((((((.(.(........)..).)))))).)))..((...))..,16,-3.055,23,0.000011
8171,...............(....).......(((.((((((.((...........)).)))))).)))..((...))..,14,-3.055,17,0.000011
8172,..(.....).((....((((.....(((....((((((.((...........)).)))))).))))))))).....,18,-3.055,19,0.000011
8173,.......((.((((.......(((((((((..(.((....)).).)).......))))))).....)))).))...,18,-3.055,55,0.000011
8174,...(..............).........((..((((((.((..(.....)..)).))))))..))..((...))..,14,-3.055,17,0.000011
8175,..........((......))......(.....).(((((.....))))).....((....))......(...)...,11,-3.055,48,0.000011
8176,................................((((((.(.............).))))))...............,7,-3.055,22,0.000011
8177,.............(.(((((........(((.((((((.((.(.....)...)).)))))).))))))))..)...,18,-3.054,8,0.000011
8178,....................(......)(((.((((((.((..((...))..)).)))))).)))..((...))..,16,-3.054,18,0.000011
8179,.((...((....)).))..(((.(((..((......)).))).)))...((((.(((......))).)))).....,19,-3.054,53,0.000011
8180,...(.(((...........(((.(((..((......)).))).))).........)))..)...............,12,-3.054,48,0.000011
8181,.....(((........).))......(.(((.((((((.((...........)).)))))).)))).((...))..,17,-3.054,20,0.000011
8182,...((.......))((((((........(((.((((((.((.(.....)...)).)))))).))))))))).....,20,-3.054,8,0.000011
8183,.................(.(((.(((..((......)).))).))).).((((..((......))..)))).....,15,-3.054,47,0.000011
8184,.......((....))..(.(((.(((..((......)).))).))).)......(((......)))..........,14,-3.054,49,0.000011
8185,.......((.((((..............(((.((..((.((...........)).))..)).))).)))).))...,15,-3.054,26,0.000011
8186,.....(.............)........(((..(((((.((..((...))..)).)))))..)))..((...))..,15,-3.054,19,0.000011
8187,.(........)...(.((((........(((.((((((.((..(.....)..)).)))))).))))))))......,18,-3.054,6,0.000011
8188,..........((......)).((((((.((.(..((((.......)))).)..))))))))...............,15,-3.054,51,0.000011
8189,...((.......))..............((..((((((.((..(.....)..)).))))))..))...........,13,-3.054,18,0.000011
8190,................................((((((.((...........)).))))))..(.....)......,9,-3.054,20,0.000011
8191,..(.....).......((((.((((((.......((((.......))))......))))))....)))).......,15,-3.053,40,0.000011
8192,.......((.((((...(...((((((.((.....((((.....)))).....))))))))...).)))).))...,19,-3.053,56,0.000011
8193,..........((......))...((((.((............)).)))).....((....))......(...)...,11,-3.053,50,0.000011
8194,.....(((.........)))........(((.((..((.((..(.....)..)).))..)).)))...........,13,-3.053,19,0.000011
8195,.......((.((......))))...(((....((((((.((..(.....)..)).)))))).)))...........,16,-3.053,27,0.000011
8196,...................(((..((..((......)).))..)))........(((......))).((...))..,12,-3.053,45,0.000011
8197,................................((((((.((..((...))..)).))))))..(......).....,11,-3.053,20,0.000011
8198,..(.....)..........(((....))).....(((((.....))))).....(((......))).((...))..,14,-3.053,51,0.000011
8199,...(.(((...........(((....))).......))))..............(((......)))..........,10,-3.053,46,0.000011
8200,.....(((.........))).....((....((.((....)).)))).......(((......))).((...))..,14,-3.053,49,0.000011
8201,.......(..((....((((........(((.((((((.(.............).)))))).))))))))).)...,17,-3.053,12,0.000011
8202,.....(((.........))).......(((.((.((....)).)))))......((....))......(...)...,13,-3.052,49,0.000011
8203,..............((((((.....(((....((((((.(((........).)).)))))).))))))))).....,18,-3.052,13,0.000011
8204,..(.....).....((((((........(((.((((((.(((........).)).)))))).))))))))).....,19,-3.052,6,0.000011
8205,.....(((.........)))........(((.(((.((.((..((...))..)).)).))).)))(....).....,16,-3.052,19,0.000011
8206,..((...))........(((........(((.((((((.((...........)).)))))).))))))........,16,-3.052,12,0.000011
8207,.....((...........)).....(((....((.(((.((...........)).))).)).)))..((...))..,14,-3.052,29,0.000011
8208,............................(((.((((((.(...(.....)...).)))))).)))..((...))..,13,-3.052,16,0.000011
8209,...................((..((((.(..............).)))).))..((....))..............,9,-3.052,49,0.000011
8210,.......((.((....((((........(((.(((.((.((..((...))..)).)).))).)))))))))))...,20,-3.052,14,0.000011
8211,.......((.((......))))..........((((((.((..((...))..)).))))))...............,14,-3.052,26,0.000011
8212,.(....)............(((.(((..((......)).))).)))...((...(((......))).)).......,14,-3.052,48,0.000011
8213,.....((...........))........(((.(((.((.((..(......).)).)).))).)))..((...))..,15,-3.052,21,0.000011
8214,.....(((.........)))................((.......)).......((....))......(...)...,8,-3.052,44,0.000011
8215,..........((......))............((....))..............(((......)))..(...)...,8,-3.051,41,0.000011
8216,.....(((.........)))........(((..((.((.((...........)).)).))..)))..((...))..,14,-3.051,23,0.000011
8217,..((...)).((......))........((..(.((....)).).)).......((....)).....((...))..,13,-3.051,49,0.000011
8218,...........((.....))........(((.((((((.((..((...))..)).)))))).)))(....).....,16,-3.051,16,0.000011
8219,.......(......).((((........(((.(((.((.((..((...))..)).)).))).))))))).......,17,-3.051,9,0.000011
8220,.....(((.........))).(....).(((.((((((.((..(.....)..)).)))))).)))...(...)...,17,-3.051,18,0.000011
8221,.((............))...((....))(((.((((((.((..(.....)..)).)))))).)))..((...))..,18,-3.051,20,0.000011
8222,.....((...........))......((...))...((.......)).......((....)).....((...))..,10,-3.051,47,0.000011
8223,.....((...........))...((((.(((.((....)).))).)))).....((....))..............,13,-3.051,51,0.000011
8224,.((((.....(((......(((....)))........)))..))))...((((.(((......))).)))).....,17,-3.051,54,0.000011
8225,..((...))..........(((....))).....((((.......)))).....(((......))).((...))..,14,-3.051,51,0.000011
8226,..((((((...........(((....))).......)))...))).........((....))..............,11,-3.051,51,0.000011
8227,................(..(((.(((..((......)).))).)))).......((....))......(...)...,12,-3.051,48,0.000011
8228,..............((((((.(....)..((.((((((.((..(.....)..)).)))))).)).)))))).....,18,-3.051,4,0.000011
8229,...........((.....))........(((..(((((.((...........)).)))))..)))..((...))..,14,-3.051,20,0.000011
8230,.......(...)....((((.((((((.((....((((.......))))....))))))))....)))).......,17,-3.051,41,0.000011
8231,......((.................)).(((.((.(((.((..((...))..)).))).)).)))...........,14,-3.051,20,0.000011
8232,.......((.((((..............((..((((((.((.(.....)...)).))))))..)).)))).))...,17,-3.051,26,0.000011
8233,...................(.....)..(((.((.(((.((..(.....)..)).))).)).)))..((...))..,14,-3.05,17,0.000011
8234,..........((....((((.....(((.(..((((((.((..(.....)..)).)))))))))))))))).....,19,-3.05,16,0.000011
8235,............................(..((.((....)).)).).......((....)).....((...))..,9,-3.05,44,0.000011
8236,..........((((...((..(((((((((..(.((....)).).))).......))))))..)).))))......,18,-3.05,51,0.000011
8237,..(.....).....((((((.....(((....((.(((.((..(.....)..)).))).)).))))))))).....,18,-3.05,13,0.000011
8238,...................(((....)))...((.(((.((..((...))..)).))).))...............,12,-3.05,26,0.000011
8239,..((...))..........((...))..(((.((((((.((..(.....)..)).)))))).)))...........,16,-3.05,19,0.000011
8240,..((...))........(.(((.(((..((......)).))).))).)......((....))......(...)...,14,-3.05,52,0.000011
8241,...((.......)).....(.....)..(((.((((((.((..((...))..)).)))))).)))...........,16,-3.05,19,0.000011
8242,.....(((.........))).....((..................))..((((.(((......))).)))).....,12,-3.05,46,0.000011
8243,......(...........).........(((.((((((.(.............).)))))).)))..((...))..,13,-3.049,19,0.000011
8244,.......((.((.....(((........(((.((.(((.((...........)).))).)).)))))))).))...,17,-3.049,16,0.000011
8245,..........((......))...((((.....(.....)......)))).....((....)).....((...))..,11,-3.049,51,0.000011
8246,..(.....).....((((((.(((((..((....(((((.....)))))....)).)))))....)))))).....,19,-3.049,38,0.000011
8247,.(.((.......))..)..(((.(((..((......)).))).)))...((((.(((......))).)))).....,18,-3.049,52,0.000011
8248,..........((......)).....(((....((((((.((.(.....)...)).)))))).)))...(...)...,15,-3.049,28,0.000011
8249,...((.......)).....(((....)))...((((((.((..((...))..)).))))))....(....).....,16,-3.049,28,0.000011
8250,.....((...........)).....((.(..............).)).......((....)).....((...))..,9,-3.049,46,0.000011
8251,..........((......)).....((.(((.((....)).))).)).......(((......)))..(...)...,13,-3.049,47,0.000011
8252,......(......)..((((........((..((((((.((...........)).))))))..)))))).......,15,-3.049,10,0.000011
8253,.....((...........)).........((.((((((.((..((...))..)).)))))).)).(....).....,15,-3.049,18,0.000011
8254,..(.....)..........(((....))).......((.......)).......((....)).....((...))..,10,-3.049,48,0.000011
8255,.....(((.........)))............(.((....)).)..........((....)).....((...))..,10,-3.049,44,0.000011
8256,..........((......)).(....).((..((((((.((..((...))..)).))))))..))..((...))..,17,-3.049,22,0.000011
8257,.......((((..................)))).(((((.....))))).....((....))...(....).....,12,-3.049,49,0.000011
8258,...(.........).....(((....)))...((((((.((..(.....)..)).))))))...............,13,-3.049,24,0.000011
8259,................((((........(((.(((.((.((..(.......))).)).))).))))))).......,15,-3.049,9,0.000011
8260,..........((......))......(.(((.(((.((.((..(.....)..)).)).))).))).)((...))..,16,-3.048,19,0.000011
8261,..(..((...........))..).....(((.((((((.((..(.....)..)).)))))).)))...(...)...,16,-3.048,17,0.000011
8262,.......((....))....(((....))).......(((.....))).......((....)).....((...))..,12,-3.048,51,0.000011
8263,.(....)...((......))......(.(((.((((((.((...........)).)))))).))).).........,15,-3.048,19,0.000011
8264,.(...)....((((..............(((.((((((.((..(.....)..)).)))))).))).))))......,17,-3.048,18,0.000011
8265,.....(.......).....(((.(((..((......)).))).)))........(((......)))..(...)...,13,-3.048,48,0.000011
8266,.......((.((((.....(.....)(.(((.((((((.((..(.....)..)).)))))).)))))))).))...,20,-3.048,22,0.000011
8267,..........((......))........((..((.(((.(.............).))).))..))..((...))..,12,-3.048,24,0.000011
8268,...................(((....)))......((((.....)))).((...(((......))).)).......,12,-3.048,47,0.000011
8269,.(((......((......))......))).......(((.....)))..((((.(((......))).)))).....,15,-3.048,50,0.000011
8270,..........((......)).......(((..(.((....)).).)))......((....))...(....).....,11,-3.048,45,0.000011
8271,.......((.(((((..(((((....)))...((((((.((...........)).)))))))).)).))).))...,20,-3.048,33,0.000011
8272,.......((.(((((..(((((....)))...((((((.((...........)).)))))))).).)))).))...,20,-3.048,33,0.000011
8273,...................(((.((...............)).)))........(((......)))..(...)...,9,-3.048,45,0.000011
8274,.(...)........((((((........(((.((.(((.((..(.....)..)).))).)).))))))))).....,18,-3.048,4,0.000011
8275,..((...)).....((((((.(((((..((....((((.......))))....)).)))))....)))))).....,19,-3.047,38,0.000011
8276,...(...)..((......))........(((.((.(((.((..(.....)..)).))).)).)))...........,14,-3.047,18,0.000011
8277,.......(...)....((((........((..((((((.((..(.....)..)).))))))..)))))).......,16,-3.047,8,0.000011
8278,..((...)).((......))........((.((.((....)).)))).......((....))..............,12,-3.047,49,0.000011
8279,..........((((.....((...))..(((.(((.((.((...........)).)).))).))).))))......,16,-3.047,23,0.000011
8280,.....(((.........)))...........((.((....)).)).........((....))......(...)...,10,-3.047,45,0.000011
8281,...................(((....))).......((.((..((...))..)).))...........(...)...,10,-3.047,33,0.000011
8282,.......(......)....(((.(((.............))).)))........((....)).....((...))..,11,-3.047,49,0.000011
8283,..............(....)........(((..(((((.((..((...))..)).)))))..)))...(...)...,14,-3.047,17,0.000011
8284,..........((....((((.((((((..(....(((((.....)))))....).))))))....)))))).....,18,-3.047,42,0.000011
8285,.(.........)..((((((........(((.((((((.((.....(....))).)))))).))))))))).....,19,-3.047,6,0.000011
8286,...((.......))..............(((.(((.((.((..(.....)..)).)).))).)))...(...)...,14,-3.047,19,0.000011
8287,.....((..(.....)..))........(((..(((((.((..((...))..)).)))))..)))..((...))..,17,-3.047,21,0.000011
8288,.....((...........))........(((..(((((.((..(.....)..)).)))))..)))..(.....)..,14,-3.047,17,0.000011
8289,...(...)..((......))........(((.(((.((.(.............).)).))).)))..((...))..,14,-3.047,24,0.000011
8290,..(.....)...........((....))(((.((((((.((...........)).)))))).)))..((...))..,16,-3.047,22,0.000011
8291,.......((.((((.....(((....)))..(..((((.......)))).)...((....))....)))).))...,16,-3.047,56,0.000011
8292,.......((.((((............(.(((.((((((.(...(.....)...).)))))).)))))))).))...,18,-3.047,23,0.000011
8293,..............(....)......(((((.((((((.((..((...))..)).)))))).)))......))...,16,-3.047,18,0.000011
8294,..........((((...((..((((((.((.......................))))))))..)).))))......,14,-3.047,47,0.000011
8295,..........(........)............((((((.((..(.....)..)).))))))...............,10,-3.047,19,0.000011
8296,.......((....)).............(((..(((((.((..(.....)..)).)))))..)))..((...))..,15,-3.046,19,0.000011
8297,.....(((.........)))...............(((.......)))......(((......)))..........,9,-3.046,43,0.000011
8298,.((((((((((..................)))....)))...))))...((((.(((......))).)))).....,17,-3.046,54,0.000011
8299,.(........)...(....)........(((.((((((.((..((...))..)).)))))).)))...........,15,-3.046,16,0.000011
8300,.....((...........))...((((.(((..........))).)))).....(((......))).((...))..,14,-3.046,51,0.000011
8301,..........((......)).....((.(((.(.....)..))).)).......(((......)))..........,11,-3.046,46,0.000011
8302,.......(......)....(((.(((..((......)).))).)))........((....))...(....).....,12,-3.046,47,0.000011
8303,.(....)...((......))......(.(((.((((((.((..((...))..)).)))))).))))..(...)...,18,-3.046,20,0.000011
8304,..........((......))..............((((.......))))((...(((......))).)).......,11,-3.046,44,0.000011
8305,.......((.(((.....(......)..(((.((((((.((..((...))..)).)))))).)))..))).))...,19,-3.045,22,0.000011
8306,..........(((....(((........(((..(((((.((..((...))..)).)))))..))))))))).....,18,-3.045,13,0.000011
8307,.(...)....((......))........((..((((((.((...........)).))))))..))..((...))..,15,-3.045,22,0.000011
8308,...((.......)).......((((((.((....(((((.....)))))....))))))))......((...))..,17,-3.045,55,0.000011
8309,......((..((......)).....)).(((.(((.((.((..((...))..)).)).))).)))...........,16,-3.045,22,0.000011
8310,.................(.(((.(((.............))).))).)...((.(((......))).)).......,12,-3.045,47,0.000011
8311,.....((...........)).(.(((..((......)).))).)..........((....))..............,10,-3.045,45,0.000011
8312,...((............))..(....).(((.((((((.((...........)).)))))).)))..((...))..,16,-3.045,20,0.000011
8313,.......((.((((.....(.(((((..((....(((((.....)))))....)).)))))..)..)))).))...,19,-3.045,56,0.000011
8314,.....((...........))........(((.((((((.((..((...))..)).)))))).)))(...)......,16,-3.044,16,0.000011
8315,..(.....)..........(((....)))..((.((....)).)).........((....)).....((...))..,12,-3.044,49,0.000011
8316,.....(.(........).).........(((.((((((.((..((...))..)).)))))).)))...........,15,-3.044,16,0.000011
8317,.(.........)..((.(((........(((.((((((.((..((...))..)).)))))).)))))).)).....,19,-3.044,6,0.000011
8318,..........(((((....).....(((....((((((.((..((...))..)).)))))).))).))))......,18,-3.044,27,0.000011
8319,...........................(((.((.((....)).)))))......(((......)))..........,10,-3.044,44,0.000011
8320,..............((((((........(((....(((.((...........)).)))....))))))))).....,14,-3.044,8,0.000011
8321,.....((...........))......(.(((.((.(((.((..((...))..)).))).)).)))).((...))..,17,-3.044,21,0.000011
8322,...(............((((........(((.((((((.((..(.....)..)).)))))).))))))))......,17,-3.044,5,0.000011
8323,.....((...........))((.(((..((......)).))).))....((((.(((......))).)))).....,16,-3.044,48,0.000011
8324,..............((((((.....(((((....(((((.....)))))......)).....))))))))).....,16,-3.044,33,0.000011
8325,.(....)...((......))........(((..(((((.((..(.....)..)).)))))..)))...........,14,-3.043,18,0.000011
8326,......((.................)).(((.((((((.((...........)).)))))).)))..(.....)..,14,-3.043,19,0.000011
8327,....................................((.......)).......(((......)))..........,5,-3.043,39,0.000011
8328,................((((........(((.((((((.....(.....).....)))))).))))))).......,14,-3.043,8,0.000011
8329,..........((((.....(.....)..((..((((((.((...........)).))))))..)).))))......,15,-3.043,21,0.000011
8330,.......((.((((......((.(((..((......)).))).)).........((....))....)))).))...,15,-3.043,53,0.000011
8331,.....((((((........(((....))))))....)))....(((...((...(((......))).)).)))...,17,-3.043,54,0.000011
8332,.....((...........))......(.(((.((((((.((.(.....)...)).)))))).))).).........,15,-3.043,19,0.000011
