,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
2686,..........((.((((..............)))).))...(((........))).(....)..............,10,-4.242,14,0.000030
2687,..........((.((((..............)))).)).........(.........).........((...))..,9,-4.242,12,0.000030
2688,.(....)...((.(((((............))))).)).((....))........(((......))).........,13,-4.242,10,0.000030
2689,..((...)).((.(((((............)))))..))...(....).....(((.....)))...((...))..,15,-4.242,26,0.000030
2690,.......((.((.((((..............)))).))...))....(......((((......))))....)...,13,-4.242,8,0.000030
2691,.(....)...((.((((..(.........).)))).))...............(((.....)))...((...))..,13,-4.241,21,0.000030
2692,..(.....).((.((((..............)))).))...(((........)))(((......)))((...))..,15,-4.241,13,0.000030
2693,..(.....).((.((((..(.......)...)))).))....(....)......((((......))))........,13,-4.241,6,0.000030
2694,..........((.((((..(.........).)))).))....((........))((((......))))(...)...,14,-4.241,11,0.000030
2695,..........((.((((..............)))).))....((.........(((.....)))...)).......,11,-4.241,16,0.000030
2696,.(...)....((.(((((............))))).)).................(((......)))((...))..,13,-4.24,10,0.000030
2697,..........((.(((((............))))).))..((...)).....((((((......))))....))..,15,-4.24,14,0.000030
2698,.............((((..(.........).))))....................(((......))).........,8,-4.239,8,0.000030
2699,..........((.((((..............))))..))..(((........)))(((......)))((...))..,14,-4.239,16,0.000030
2700,..........((.((((..(.......)...))))..))...(....)......((((......))))........,12,-4.239,9,0.000030
2701,...........(.(((((............))))).).....(....)......((((......))))(...)...,12,-4.239,8,0.000030
2702,.............((....)).....((........))....(....).....(((.....)))...((...))..,10,-4.238,31,0.000029
2703,..(.....).((.(((....((........))))).))....(....).......(((......))).........,12,-4.238,7,0.000029
2704,..........((.(((((.(.........)))))).))....(....)....((((((......)))....)))..,15,-4.238,10,0.000029
2705,...((..((.((.(((................))).))...))...)).......(((......))).........,12,-4.238,10,0.000029
2706,.....((......((((..............))))..))................(((......))).........,9,-4.238,9,0.000029
2707,.(....)...((.((((..............)))).))....((........)).(((......))).(...)...,13,-4.237,9,0.000029
2708,..........((.((((..(.........).)))).))....(....).......((........))((...))..,12,-4.237,8,0.000029
2709,..........((.((((..............)))).))....(....).....(((.....)))...(.......),11,-4.237,13,0.000029
2710,..........((.((((..............)))).))....(....).....((..(..........)..))...,10,-4.236,11,0.000029
2711,..........((.(((....((........)))))..))...(....).......(((......))).........,11,-4.236,10,0.000029
2712,..........((.((((((....)......))))).))....(....)....((((((......))))....))..,15,-4.236,10,0.000029
2713,.....((((....((....)).......))))..........(....).......(((......)))(.....)..,11,-4.236,23,0.000029
2714,..........(((.(((..............)))..)))...(....).......(((......)))((...))..,12,-4.235,12,0.000029
2715,..((...)).((.((((..(.........).)))).))....(....)....((((((......))))....))..,16,-4.235,12,0.000029
2716,..........((.(((((.(.......)..))))).))....(....)........((......))..(...)...,12,-4.235,8,0.000029
2717,...........(.((((..............)))).)..((....))......(((.....)))...((...))..,12,-4.234,23,0.000029
2718,..........((.((((..............)))).))....(....).........(..........).......,8,-4.234,7,0.000029
2719,...((.(((.((.(((((............))))).)).)...)).)).......(((......))).........,15,-4.234,13,0.000029
2720,...(...)..((.((((..............)))).)).((....)).......((((......))))........,13,-4.233,10,0.000029
2721,..........((.((((..............))))..)).((...))........(((......))).........,11,-4.233,11,0.000029
2722,.....((((....((....)).......)))).......((....))......(((.....)))....(...)...,12,-4.233,40,0.000029
2723,..........((.((((..(.........).)))).)).(......)........(((......))).........,11,-4.233,6,0.000029
2724,..(((...(.((.((((..............)))).))..)..))).........(((......))).(...)...,14,-4.232,12,0.000029
2725,.......((.((.((((..............)))).))...))..........(((((......))))....)...,13,-4.231,9,0.000029
2726,........(.((.(((................))).)).)..(....).......(((......)))((...))..,12,-4.231,8,0.000029
2727,...(.(((.....................))).)........(....).......(((......))).........,8,-4.231,18,0.000029
2728,........(.((.(((((............))))).)).).............(((.....)))............,11,-4.23,17,0.000029
2729,..........((.(((((.(.......)..))))).))....(....)............................,9,-4.23,10,0.000029
2730,.....((((....((....)).......))))..........(..........)((((......))))........,11,-4.23,26,0.000029
2731,...........(.((((..............)))).).....(....).......((........)).........,8,-4.229,4,0.000029
2732,..((...)).((.((((..............)))).))..(.....)........(((......)))((...))..,14,-4.229,12,0.000029
2733,..........((.((((..............)))).))..(.(....)..).((((((......))))....))..,14,-4.229,8,0.000029
2734,...((..((.((.(((((............)))))..))..))...)).......(((......))).........,14,-4.229,15,0.000029
2735,....((....((.((((..............)))).))......)).........(((......))).(...)...,12,-4.229,8,0.000029
2736,..((...)).((.((((..............))))..))..............(((.....)))...((...))..,13,-4.229,26,0.000029
2737,.....((((....((....)).......))))..........(((........(((.....)))..))).......,12,-4.228,38,0.000029
2738,...((...(.((.((((..............)))).)).)...)).......((((((......))))....))..,15,-4.228,14,0.000029
2739,..((...)).((.(((((.(.........)))))).))....(....).......(((......))).........,14,-4.228,8,0.000029
2740,..........((.((((..(......)....)))).))..(.....)........(((......))).........,11,-4.228,6,0.000029
2741,...(...)..((.(((((............))))).))..(.....)........(((......))).........,12,-4.228,8,0.000029
2742,...(.((((....((....)).......)))).)...(....)............(((......))).(...)...,12,-4.228,26,0.000029
2743,..(((.....((.((((..............)))).)).....))).....................((...))..,11,-4.228,18,0.000029
2744,..((...)).((.(((................))).)).................(((......)))((...))..,12,-4.227,12,0.000029
2745,..((...)).((.((((..............)))).)).((....))........(((......))).(...)...,14,-4.227,12,0.000029
2746,..........((.(((((............))))).)).....(.....)...(((.....)))...((...))..,13,-4.227,21,0.000029
2747,........(.((.(((((.(.......)..))))).)).)..(....)......((((......))))........,14,-4.227,8,0.000029
2748,..........((.((((..............)))).))...(....).......((((......))))(...)...,12,-4.227,8,0.000029
2749,.(...)....((.(((((............))))).))....(....)....((((((......))))....))..,15,-4.226,10,0.000029
2750,..........((.((((....(........))))).))....(....).....(((.....)))....(...)...,12,-4.226,15,0.000029
2751,..........((.(((((............))))).))..((...)).....((((((......)))....)))..,15,-4.226,14,0.000029
2752,....((.((.((.(((((............))))).))...)).)).......(((.....)))....(...)...,15,-4.226,24,0.000029
2753,...........(.((((..............)))).).................((((......))))(...)...,10,-4.226,8,0.000029
2754,.....((((...................)))).....(....)..........(((.....))).(....).....,9,-4.225,33,0.000029
2755,.......((.((.((((..(.......)...)))).))...))............(((......))).........,12,-4.224,7,0.000029
2756,.............((....)).....(((......))).................(((......))).(...)...,9,-4.224,22,0.000029
2757,..........((.((((..............)))).))....((........))...........(....).....,9,-4.224,12,0.000029
2758,..((...)).((.(((((.(.......)..))))).))................((((......))))........,14,-4.224,12,0.000029
2759,.....((((....((....)).......))))..(.(.....).)........(((.....))).(....).....,12,-4.223,36,0.000029
2760,.....((((....((....)).......)))).........(((........)))(((......)))((...))..,14,-4.222,32,0.000029
2761,..(.....).((.(((((............))))).))....(....)...................((...))..,11,-4.222,14,0.000029
2762,..........((.((((((....)......))))).))....(....)....((((((......)))....)))..,15,-4.222,10,0.000029
2763,.(....)...((.((((..............)))).))..(.....)......(((.....)))...((...))..,13,-4.222,21,0.000029
2764,.....((((....((....)).......))))..(...)...(....).....(((.....)))............,11,-4.222,33,0.000029
2765,..........((.(((((............))))).))....(....).....(((.......)))..........,11,-4.222,11,0.000029
2766,..((...)).((.((((..(.......)...)))).))....(....).....(((.....)))...((...))..,15,-4.222,21,0.000029
2767,........(.((.(((((............))))).)).)..(....).....(((.....))).(....).....,13,-4.222,16,0.000029
2768,.......((.((.(((................))).))...))............(((......))).(...)...,11,-4.222,9,0.000029
2769,..((...)).((.((((..(.........).)))).))....(....)....((((((......)))....)))..,16,-4.222,12,0.000029
2770,..........((.((((..............)))).))....(..........)..((......)).((...))..,11,-4.221,9,0.000029
2771,.....((((...................)))).......(..(....)..)....(((......))).........,9,-4.221,21,0.000029
2772,...(...)..((.((((..............)))).))......((........((((......))))...))...,13,-4.221,10,0.000029
2773,..........((.(((((............)))))..))...(....)...................((...))..,10,-4.22,17,0.000029
2774,.(....)...((.(((................))).))...............(((.....)))...((...))..,11,-4.22,21,0.000029
2775,.............((((..............)))).....(.....)........(((......))).........,8,-4.22,8,0.000029
2776,..........((.(((((............))))).))....(....)...........((...........))..,10,-4.22,12,0.000029
2777,..........((.(((................))).))....((........))((((......))))(...)...,12,-4.22,11,0.000029
2778,..........((.((((..............)))).))....(....).((...((((......))))......)),13,-4.219,6,0.000029
2779,.....((...((.(((((............))))).))...(((........)))(((......)))..)).....,15,-4.219,13,0.000029
2780,.............(((................)))....................(((......))).........,6,-4.219,8,0.000029
2781,..((...)).((.(((((............))))).))...............(((.....))).(....).....,13,-4.218,20,0.000029
2782,.....((((....((....)).......)))).(((..(..((..........))..).))).....((...))..,14,-4.218,41,0.000028
2783,.......((.((.((((..............)))).))...))..........(((((......)))....))...,13,-4.218,9,0.000028
2784,......(...((.(((((............))))).)))...(....).....(((.....)))...((...))..,14,-4.218,19,0.000028
2785,..........(..(((((............)))))..).................(((......))).........,9,-4.217,6,0.000028
2786,..........((.((((..............)))).))....((((((..(....).)))......))).......,13,-4.217,17,0.000028
2787,.....((((....((....)).......)))).(((.....(((........)))....))).....((...))..,14,-4.217,42,0.000028
2788,..((...)).((.(((((............))))).))..((...))........(((......))).........,14,-4.217,12,0.000028
2789,..........(((((((..............)))).)))...(....).....(((.....)))....(...)...,12,-4.216,19,0.000028
2790,..........((.((((..............)))).)).((....)).........((......)).((...))..,12,-4.216,12,0.000028
2791,..........((.(((................))).))....(....).......((........))((...))..,10,-4.216,8,0.000028
2792,..........((.((((..............)))).))..(.(....)..).((((((......)))....)))..,14,-4.215,8,0.000028
2793,..........((..(((..............)))..))....(....).....(((.....)))....(...)...,10,-4.215,15,0.000028
2794,...((...(.((.((((..............)))).)).)...)).......((((((......)))....)))..,15,-4.215,14,0.000028
2795,.....((((....((....)).......)))).....(....)........................((...))..,9,-4.214,33,0.000028
2796,..((...)).((.(((................))).))....(....)....((((((......))))....))..,14,-4.214,12,0.000028
2797,.(........((.(((((............))))).))....)............(((......))).........,11,-4.214,5,0.000028
2798,..........((.(((((............))))).))..............((.(((......))).....))..,12,-4.214,8,0.000028
2799,..........((.(((((............))))).)).................(.....)......(...)...,9,-4.214,13,0.000028
2800,.(...)....((.((((..............)))).))..............((((((......))))....))..,13,-4.213,10,0.000028
2801,..........((.((((..............)))).))....(....).....((.........))..(...)...,10,-4.213,10,0.000028
2802,.(....)...((.((((..(.........).)))).))....(....).....(((.....)))....(...)...,13,-4.213,17,0.000028
2803,.(...)....((.(((((............))))).))....(....)....((((((......)))....)))..,15,-4.213,10,0.000028
2804,..........((.(((((.(.........)))))).))....(....)......((((......))))(...)...,14,-4.213,8,0.000028
2805,..((...)).((.((((((....)......))))).))....(....).......(((......))).........,14,-4.213,8,0.000028
2806,.............((....)).....((.........))...(....).......(((......))).(...)...,9,-4.213,19,0.000028
2807,.......((.((.(((((............)))))..))..))............(((......))).(...)...,13,-4.213,14,0.000028
2808,.(....)...((.((((..............)))).))....(....)........((......))..(...)...,11,-4.213,6,0.000028
2809,..........((.(((((............))))).)).......(......)..(((......))).........,11,-4.212,6,0.000028
2810,..........((.((((......(......))))).))....(....)......((((......))))........,12,-4.212,4,0.000028
2811,..........((.(((((.(.......)..))))).))....(....)......(((........)))........,12,-4.212,8,0.000028
2812,..........((.((((..............)))).))....(....)..(....(((......))))........,11,-4.212,2,0.000028
2813,..........((.(((................))).)).(......)........(((......))).........,9,-4.212,6,0.000028
2814,..........((.(((((.(.......)..))))).))....((........)).(((......)))((...))..,15,-4.211,13,0.000028
2815,..........((.((((..............)))).))..........(.....)(((......))).(...)...,11,-4.211,6,0.000028
2816,...(((.((.((.((((..............)))).))...)).).)).....(((.....)))....(...)...,15,-4.211,23,0.000028
2817,...(((.((.((.((((..............)))).))...)).)).).....(((.....)))....(...)...,15,-4.211,23,0.000028
2818,.....(((.....((....))........)))..((((....(....).....(((.....))).)))).......,13,-4.21,33,0.000028
2819,...((.(...((.((((..............)))).))......).))......((((......))))........,13,-4.21,9,0.000028
2820,..(.....).((.((((..............)))).)).............................((...))..,9,-4.209,14,0.000028
2821,..(((.....((.((((..(.........).)))).)).....))).........(((......))).(...)...,14,-4.209,12,0.000028
2822,..........((.((((..............)))).))...............(((.......)))..........,9,-4.209,11,0.000028
2823,........(.((.((((..............)))).)).).............(((.....))).(....).....,11,-4.209,16,0.000028
2824,...(......((.((((..............)))).))......)..........(((......))).........,10,-4.208,4,0.000028
2825,..........((.((((..............))))..))............................((...))..,8,-4.207,17,0.000028
2826,.(....)...((.((((..............)))).))....(....)............................,8,-4.207,8,0.000028
2827,..........((.((((..............)))).)).....................((...........))..,8,-4.207,12,0.000028
2828,..........((.((((..............)))).))......(.........((((......))))....)...,11,-4.207,6,0.000028
2829,.(....)...((.(((((.(.......)..))))).))....(....).......(((......)))((...))..,15,-4.206,10,0.000028
2830,..........((.((((..............)))).).)...(....).....(((.....)))............,10,-4.206,14,0.000028
2831,..(.....).((.((((..............)))).))...(((........)))............((...))..,12,-4.206,19,0.000028
2832,.....((((...................))))..((((...............(((.....))).)))).......,11,-4.205,35,0.000028
2833,..((...))..(.((((..............)))).).....(....).....(((.....)))............,11,-4.205,17,0.000028
2834,......(...((.((((..............)))).)))..............(((.....)))...((...))..,12,-4.205,19,0.000028
2835,..........((.((((..............))))..))..(((........)))............((...))..,11,-4.204,22,0.000028
2836,...(.((((....((....)).......)))).).....................(((......))).(...)...,11,-4.204,26,0.000028
2837,..........((.((((..............)))).))...(((........)))....((...........))..,11,-4.204,17,0.000028
2838,.....(((.....................)))....(.....)............(((......))).........,7,-4.202,19,0.000028
2839,.....((((...................)))).....................(((.....))).(....).....,8,-4.201,33,0.000028
2840,..........((.(((((.(......).)..)))).))....(....).......(((......))).........,12,-4.201,4,0.000028
2841,.....(....((.((((..............)))).))......)........(((.....)))...((...))..,12,-4.201,19,0.000028
2842,..........((.(((((............))))).))..((...)).......((((......))))(...)...,14,-4.201,12,0.000028
2843,..........((.((((..(.........).)))).))....(....).......(.....)..............,9,-4.201,9,0.000028
2844,.....(.((.((.((((..............))))..))..)).)..........(((......))).(...)...,13,-4.201,14,0.000028
2845,..((...)).((.(((................))).))....(....)....((((((......)))....)))..,14,-4.201,12,0.000028
2846,..........((.(((((..........)..)))).))....(....).....(((.....)))............,11,-4.201,13,0.000028
2847,..........((.((((..(.......)...)))).))....(....)...................((...))..,10,-4.201,12,0.000028
2848,..((...)).((.((((..............))))..))...(....).....(((.....)))....(...)...,13,-4.2,22,0.000028
2849,.(...)....((.((((..............)))).))..............((((((......)))....)))..,13,-4.2,10,0.000028
2850,.....((((...................))))........((...))........(((......))).........,9,-4.2,25,0.000028
2851,...((((((....((....)).......))))...)).....(....).....(((.....)))...((...))..,14,-4.199,39,0.000028
2852,..........((.(((((............))))).))..(....).........(((......))).(...)...,12,-4.198,8,0.000028
2853,..........((.((((..(.........).)))).))..................((......))..........,9,-4.198,6,0.000028
2854,..(((.....((.((((..............)))).)).....))).......(((((......))))....)...,14,-4.198,12,0.000028
2855,...((.....((.(((((.(.......)..))))).)).....))..........(((......))).........,13,-4.198,10,0.000028
2856,..........((.((((......(....)..)))).))....(....)......((((......))))........,12,-4.198,4,0.000028
2857,..........((.((((((....)......))))).))....(....)......((((......))))(...)...,14,-4.197,8,0.000028
2858,...(...)..((.(((((.(......)...))))).))....(....)......((((......))))........,14,-4.197,8,0.000028
2859,..........((.((((..............)))).))....(....).....(.........)...((...))..,10,-4.197,12,0.000027
2860,..((...)).((.((((..(.........).)))).))....(....)......((((......))))(...)...,15,-4.197,10,0.000027
2861,..........((.((((..(....)......)))).)).................(((......)))((...))..,12,-4.196,8,0.000027
2862,..(.....)....((((..............)))).......(....).......(((......))).(...)...,10,-4.196,8,0.000027
2863,.............(((((............)))))..(....)............(((......))).(...)...,10,-4.196,10,0.000027
2864,..........((.(((((............))))).))....(....)....(((..(...........).)))..,12,-4.195,15,0.000027
2865,..........((.((((..(......)....)))).))....((........))((((......))))........,13,-4.195,9,0.000027
2866,...(...)..((.(((((............))))).))....((........))((((......))))........,14,-4.195,11,0.000027
2867,.....((((....((....)).......))))..(...)...............((((......))))........,11,-4.195,26,0.000027
2868,..........((.(((((............))))).))....(....)............(....)..........,9,-4.195,9,0.000027
2869,.....((((....((....)).......)))).....(....)....(......((((......))))....)...,12,-4.195,26,0.000027
2870,.......((.((.((((..(.........).)))).))...))............(((......)))((...))..,14,-4.195,11,0.000027
2871,..........((.(((((.(.......)..))))).)).((....))......(((.....)))...((...))..,15,-4.195,25,0.000027
2872,..........((.((((..............)))).))....(....).......(.......)...((...))..,10,-4.195,11,0.000027
2873,...((...(.((.((((..............)))).))...).))..........(((......))).........,12,-4.194,8,0.000027
2874,.....((((....(............).))))..........(....).......(((......))).........,9,-4.194,20,0.000027
2875,..........((.((((..............)))).))....(....)...(..((((......)))).......),12,-4.194,4,0.000027
2876,.(...)..(.((.((((..............)))).)).)..(....).......(((......))).........,12,-4.194,4,0.000027
2877,.............((((..............))))....((....)).......((((......))))........,10,-4.193,12,0.000027
2878,...(......((.((((..(.........).)))).)))...(....).......(((......))).........,12,-4.193,4,0.000027
2879,..(.....).((.(((((............))))).))....(....).....(((((......))))....)...,14,-4.192,8,0.000027
2880,..(.....).((.(((((............)))))..))................(((......))).........,11,-4.192,11,0.000027
2881,.(....)...((.(((((.(......)...))))).)).................(((......))).........,12,-4.192,8,0.000027
2882,.(....)...((.(((................))).))....(....).....(((.....)))....(...)...,11,-4.192,17,0.000027
2883,..........((.(((((............))))).).)...(....)......((((......))))........,12,-4.192,7,0.000027
2884,..........((.((((..............)))).))..((...))........((........)).........,10,-4.192,8,0.000027
2885,..........((.((((.......(.....))))).))....((........)).(((......))).........,12,-4.191,7,0.000027
2886,..........((.((((...(.........))))).))....(....).....(((.....)))............,11,-4.191,13,0.000027
2887,..((...))..(.(((((............))))).).....(....)......((((......))))........,13,-4.191,10,0.000027
2888,....(...).((.((((..............)))).))....(....).....(((.....)))............,11,-4.191,13,0.000027
2889,..(((.....((.((((..(.......)...)))).)).....))).........(((......))).........,13,-4.191,10,0.000027
2890,...((..((.((.(((((............))))).))...))...)).......(((......))).(...)...,15,-4.191,12,0.000027
2891,.....((((...................))))..(...)...(....).....(((.....)))...((...))..,11,-4.191,35,0.000027
2892,..........((.(((((............)))))..))...(....).....(((((......))))....)...,13,-4.191,11,0.000027
2893,..((...)).((.(((((.(......)...))))).))....(....).......(((......))).(...)...,15,-4.191,10,0.000027
2894,..(.....).((.((((..(.........).)))).)).................(((......))).(...)...,12,-4.19,8,0.000027
2895,...((.....((.(((((............))))).))........)).....(((.....)))....(...)...,13,-4.19,20,0.000027
2896,.....((((....((....)).......))))...................................((...))..,8,-4.19,33,0.000027
2897,.....((((....((....)).......))))..((((.......(((..(....).))).....)))).......,14,-4.19,37,0.000027
2898,...(...)..((.(((((.(.......)..))))).))....(....).......(((......))).(...)...,14,-4.19,8,0.000027
2899,...((...(.((.((((..............)))).)).)...)).........((((......))))(...)...,14,-4.19,12,0.000027
2900,.(....)...((.((((..............)))).))....(....)......(((........)))........,11,-4.19,6,0.000027
2901,..(.....).((.((((..............)))).)).........(......((((......))))....)...,12,-4.19,7,0.000027
2902,.(....)...((.((((..............)))).))....((........)).(((......)))((...))..,14,-4.189,11,0.000027
2903,..........((.((((..(.........).))))..))................(((......))).(...)...,11,-4.189,11,0.000027
2904,..........((.((((..............)))).))......(............).........((...))..,9,-4.189,13,0.000027
2905,..(((.....((.(((................))).)).....))).........(((......))).(...)...,12,-4.188,12,0.000027
2906,.(...)....((.(((((............))))).))....(....)......((((......))))(...)...,14,-4.188,8,0.000027
2907,..........((.((((..............))))..))........(......((((......))))....)...,11,-4.188,10,0.000027
2908,..........((.((((..............)))).))...(........)..(((.....)))............,10,-4.188,15,0.000027
2909,..........((.((((..............)))).))....(....).....(...)..................,8,-4.188,7,0.000027
2910,.............((((..............)))).......((........))((((......))))........,10,-4.187,11,0.000027
2911,.....((((....((....)).......)))).........(((........)))............((...))..,11,-4.187,38,0.000027
2912,..........((.(((((.(....).....))))).))....(....).....(((.....)))............,12,-4.187,15,0.000027
2913,...(......((.((((..............)))).)).........).......(((......))).........,10,-4.186,3,0.000027
2914,.(....)...((.((((.......(.....))))).))....(....).......(((......))).........,12,-4.186,4,0.000027
2915,..........((.((((..............)))).))...((..(.....).))(((......))).........,12,-4.186,7,0.000027
2916,....((.((.((.((((..(.........).)))).))...)).))........((((......))))........,15,-4.186,13,0.000027
2917,..........((.((((..............)))).)).....(.....)...(((.....)))....(...)...,11,-4.186,17,0.000027
2918,..(.....).((.((((..............)))).))....(....)........(....).....((...))..,11,-4.185,13,0.000027
2919,.(.(((....((.((((..............)))).))....(....).....))).).....(.....)......,12,-4.185,14,0.000027
2920,.....((((....((....)).......)))).....(....)..........(((((......))))....)...,12,-4.184,27,0.000027
2921,..(((.....((.((((..............)))).)).....))).......(((((......)))....))...,14,-4.184,12,0.000027
2922,..(((...(.((.((((..............)))).))..)..))).........(((......)))((...))..,15,-4.184,14,0.000027
2923,..(((...(.((.((((..(.........).)))).)).)...))).......(((.....)))...((...))..,16,-4.184,27,0.000027
2924,..........((.(((((............))))).))...........(....)(((......))).........,11,-4.184,6,0.000027
2925,..........((.(((((............))))).))..(.........)..(((.....)))...((...))..,13,-4.183,21,0.000027
2926,..........((.((((..(....)......)))).))....(....)....((((((......))))....))..,14,-4.183,8,0.000027
2927,.............((((..(.........).)))).......(....).....(((.....)))...((...))..,11,-4.183,21,0.000027
2928,..........((.((((..............))))..))...(....)........(....).....((...))..,10,-4.183,16,0.000027
2929,..........((.((((..............)))).))..............(((..(...........).)))..,10,-4.182,15,0.000027
2930,..........((.((((..............)))).))....((.........(((.....)))....))......,11,-4.182,16,0.000027
2931,..........((.((((..............)))).))......................(....)..........,7,-4.182,9,0.000027
2932,...(...)..((.((((..............)))).))...((..........))(((......))).........,12,-4.181,7,0.000027
2933,.....((......((((..............))))..))...(....).....(((.....)))...((...))..,12,-4.181,22,0.000027
2934,..........((.(((((............))))).))..................(....)..............,8,-4.181,11,0.000027
2935,.(...((((....((....)).......))))..).......(....).......(((......))).........,11,-4.181,22,0.000027
2936,..(.....).((.((((..............)))).))....(....)....................(...)...,9,-4.181,10,0.000027
2937,..........((.((((.........(...))))).)).................(((......))).........,10,-4.181,4,0.000027
2938,....((....((.((((..............)))).))......)).........(((......)))((...))..,13,-4.181,10,0.000027
2939,...(...)..((.((((..............)))).))....(....).......(.....).....((...))..,11,-4.18,13,0.000027
2940,..........((.(((................))).))....(....).......(.....)..............,7,-4.18,9,0.000027
2941,...(.((((....((....)).......)))).)...(....)............(((......)))((...))..,13,-4.18,28,0.000027
2942,..........((.(((((............))))).))...............(((.....))).(...)......,11,-4.18,16,0.000027
2943,..((....(.((.((((..............)))).)).)....)).........(((......))).........,12,-4.18,8,0.000027
2944,.....(....((.((((..............)))).)).........).....(((.....)))...((...))..,12,-4.18,18,0.000027
2945,..........((.(((((.(......)...))))).))....(....)........((......)).((...))..,13,-4.18,10,0.000027
2946,..(.....).((.((((..............)))).))...............(((((......))))....)...,12,-4.179,8,0.000027
2947,..((...)).((.((((..............)))).)).((....))........(((......)))((...))..,15,-4.179,14,0.000027
2948,..........((.((((..(.........).)))).))..(.....)......(((.....)))............,11,-4.179,17,0.000027
2949,..(.....).((.(((((............))))).))....(....).....(((((......)))....))...,14,-4.179,8,0.000027
2950,..........((.((((..............))))..))...(....)....................(...)...,8,-4.179,13,0.000027
2951,..........((.((((..............)))).))..(.....).........((......))..........,9,-4.179,6,0.000027
2952,.....((((....((....)).......))))..(............).....(((.....)))...((...))..,12,-4.179,38,0.000027
2953,..........((.((((..............)))).).)...............((((......))))........,10,-4.179,7,0.000027
2954,.(...)....((.((((..............)))).))....(....).......((........)).........,10,-4.179,4,0.000027
2955,..........((.((((..............)))).))...(((........))).....(....)..........,10,-4.178,14,0.000027
2956,..((...))..(.((((..............)))).).................((((......))))........,11,-4.178,10,0.000027
2957,..........((.((((..(......)....)))).)).((....))........(((......))).........,12,-4.178,8,0.000027
2958,...(...)..((.(((((............))))).)).((....))........(((......))).........,13,-4.178,10,0.000027
2959,..........((.(((((............))))).)).(.....).......(((.....)))...((...))..,13,-4.178,21,0.000027
2960,...(...)..((.((((..(.........).)))).))...............(((.....)))...((...))..,13,-4.178,21,0.000027
2961,..........((.((((..............))))..))..............(((((......))))....)...,11,-4.178,11,0.000027
2962,.....((((...................)))).......((....))........(((......))).(...)...,10,-4.177,27,0.000027
2963,..........((.(((((............)))))..))...(....).....(((((......)))....))...,13,-4.177,11,0.000027
2964,....(...).((.(((((............))))).))....(....)......((((......))))........,13,-4.177,6,0.000027
2965,..........((.(((................))).))..................((......))..........,7,-4.177,6,0.000027
2966,..........((.((((..(.........).)))).))..(.(....)..)..(((.....)))...((...))..,14,-4.177,19,0.000027
2967,..........((.((((..............)))).))(...)...........((((......))))........,11,-4.177,5,0.000027
2968,.....((((....((....)).......))))..((((..((...))......(((.....))).)))).......,15,-4.177,41,0.000027
2969,.............((....)).....(((......))).................(((......)))((...))..,10,-4.177,24,0.000027
2970,......(...((.((((..............)))).)))...(....).....(((.....)))....(...)...,12,-4.176,15,0.000027
2971,..((...)).((.(((................))).))....(....)......((((......))))(...)...,13,-4.176,10,0.000027
2972,................(((((............)))))....(....).......(((......))).........,9,-4.175,17,0.000027
2973,...(...((.((.((((..............)))).))...)).).........((((......))))........,13,-4.175,9,0.000027
2974,.(...)....((.((((..............)))).))................((((......))))(...)...,12,-4.175,8,0.000026
2975,..........((.((((..............)))).))....(....)......((..........))........,9,-4.174,6,0.000026
2976,.....(.((.((.(((((............))))).))...)).)........(((.....)))............,13,-4.174,20,0.000026
2977,..........((.(((.(............).))).))...............(((.....)))...((...))..,11,-4.174,21,0.000026
2978,.(....).(.((.((((..............)))).)).)..(....).......(((......))).(...)...,13,-4.174,6,0.000026
2979,.......((.((.(((................))).))...))............(((......)))((...))..,12,-4.174,11,0.000026
2980,.(.(((....((.((((..............)))).))....(....).....))).).....(....).......,12,-4.174,14,0.000026
2981,..........((.(((((............))))).))...(........)...((((......))))........,12,-4.174,8,0.000026
2982,..........((.(((((..........)..)))).))................((((......))))........,11,-4.173,6,0.000026
2983,...(...)..((.((((..............)))).))....((........)).(((......))).(...)...,13,-4.173,9,0.000026
2984,..........((.((((..(.........).)))).))....(....).......(((......)))....(...),12,-4.173,4,0.000026
2985,..(.....).((.((((..(.......)...)))).)).................(((......))).........,11,-4.172,6,0.000026
2986,.(....)...((.((((..............)))).)).((....))......(((.....)))...((...))..,14,-4.172,23,0.000026
2987,..........((.((((..............)))).))....(....)............(.....).(...)...,9,-4.172,9,0.000026
2988,...(......((.(((................))).)))...(....).......(((......))).........,10,-4.172,4,0.000026
2989,.............(((((............)))))....................(((......))).(...)...,9,-4.172,10,0.000026
2990,..(.....).((.((((..............)))).))..(.....)........(((......))).(...)...,12,-4.171,8,0.000026
2991,.....((((...................))))..(.(.....).)........(((.....)))....(...)...,10,-4.171,35,0.000026
2992,...((...(.((.((((..............)))).)).)......)).....(((.....)))............,12,-4.171,18,0.000026
2993,.....((((....((....)).......)))).....(....)..........(((((......)))....))...,12,-4.171,27,0.000026
2994,..........((.((((..(.......)...)))).))....(....).....(((((......))))....)...,13,-4.171,6,0.000026
2995,.....((((....((....)).......))))...............(......((((......))))....)...,11,-4.171,26,0.000026
2996,..........((.((((..(.......)...))))..))................(((......))).........,10,-4.171,9,0.000026
2997,.......((.((.(((((.(.......)..))))).))...))...........((((......))))........,14,-4.17,11,0.000026
2998,....((.((.((.((((..............))))..))..)).)).......(((.....)))............,13,-4.17,25,0.000026
